,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 1,18 M","- R$ 321,00 mil","R$ 1,24 M","R$ 253,00 mil",327
1,31/03/2024,"R$ 3,37 M","R$ 0,00","R$ 484,00 mil","R$ 3,35 M",327
2,31/12/2023,"- R$ 1,75 M","R$ 172,00 mil","- R$ 397,00 mil","- R$ 1,44 M",327
3,30/09/2023,"- R$ 2,52 M","- R$ 2,00 mil","R$ 451,00 mil","- R$ 2,26 M",327
4,30/06/2023,"- R$ 2,23 M","- R$ 10,00 mil","- R$ 623,00 mil","- R$ 2,04 M",327
5,31/03/2023,"- R$ 14,98 M","- R$ 1.000,00","- R$ 328,00 mil","- R$ 9,92 M",327
6,31/12/2022,"R$ 3,77 M","- R$ 8,23 M","- R$ 452,00 mil","- R$ 4,25 M",327
7,30/09/2022,"R$ 6,62 M","R$ 8,53 M","R$ 403,00 mil","R$ 15,00 M",327
8,30/06/2022,"R$ 1,67 M","R$ 69,00 mil","R$ 1,20 M","R$ 1,40 M",327
9,31/03/2022,"R$ 253,00 mil","R$ 76,00 mil","- R$ 2,01 M","R$ 824,00 mil",327
10,31/12/2021,"R$ 2,09 M","R$ 115,00 mil","R$ 338,00 mil","R$ 2,14 M",327
11,30/09/2021,"R$ 1,50 M","- R$ 40,00 mil","R$ 1,03 M","R$ 1,18 M",327
12,30/06/2021,"- R$ 567,00 mil","R$ 0,00","- R$ 1,66 M","- R$ 187,00 mil",327
13,31/03/2021,"R$ 1,12 M","R$ 0,00","R$ 1,20 M","R$ 867,00 mil",327
14,31/12/2020,"- R$ 163,00 mil","R$ 0,00","- R$ 1,06 M","R$ 24,00 mil",327
15,30/09/2020,"- R$ 141,00 mil","R$ 0,00","R$ 394,00 mil","- R$ 225,00 mil",327
16,30/06/2020,"R$ 22,00 mil","R$ 0,00","R$ 662,00 mil","- R$ 71,00 mil",327
17,31/03/2020,"R$ 490,00 mil","R$ 0,00","R$ 2,81 M","- R$ 17,00 mil",327
18,31/12/2019,"- R$ 551,00 mil","R$ 0,00","- R$ 320,00 mil","- R$ 495,00 mil",327
19,30/09/2019,"R$ 768,00 mil","R$ 0,00","R$ 794,00 mil","R$ 614,00 mil",327
20,30/06/2019,"- R$ 1,45 B","R$ 1,45 B","- R$ 154,00 mil","- R$ 423,00 mil",327
21,31/03/2019,"R$ 1,45 B","- R$ 1,45 B","R$ 52,00 mil","R$ 529,00 mil",327
22,31/12/2018,"- R$ 944,00 mil","R$ 0,00","- R$ 308,00 mil","- R$ 1,25 M",327
23,30/09/2018,"R$ 3,28 M","R$ 0,00","R$ 354,00 mil","- R$ 31,00 mil",327
24,30/06/2018,"- R$ 1,76 M","R$ 0,00","R$ 1,28 M","R$ 1,03 M",327
25,31/03/2018,"- R$ 880,00 mil","R$ 0,00","R$ 32,00 mil","- R$ 762,00 mil",327
26,31/12/2017,"- R$ 7,06 M","- R$ 1,97 M","R$ 8,77 M","R$ 171,00 mil",327
27,30/09/2017,"R$ 1,22 M","R$ 0,00","- R$ 254,00 mil","R$ 510,00 mil",327
28,30/06/2017,"- R$ 23,72 M","R$ 0,00","R$ 5,33 M","R$ 335,00 mil",327
29,31/03/2017,"- R$ 19,32 M","R$ 0,00","R$ 981,00 mil","- R$ 85,00 mil",327
30,31/12/2016,"- R$ 968,19 M","R$ 1,05 M","R$ 200,32 M","R$ 408,00 mil",327
31,30/09/2016,"R$ 579,71 M","R$ 132,00 mil","R$ 65,88 M","- R$ 3,53 M",327
32,30/06/2016,"- R$ 866,95 M","R$ 513,00 mil","R$ 220,92 M","- R$ 4,82 M",327
33,31/03/2016,"- R$ 474,30 M","R$ 116,00 mil","R$ 123,22 M","R$ 3,82 M",327
34,31/12/2015,"- R$ 125,21 M","R$ 386,05 M","- R$ 23,84 M","R$ 4,94 M",327
35,30/09/2015,"- R$ 18,31 M","- R$ 29,93 M","R$ 5,79 M","- R$ 275,00 mil",327
36,30/06/2015,"R$ 98,53 M","- R$ 53,14 M","R$ 7,97 M","R$ 3,00 M",327
37,31/03/2015,"R$ 68,61 M","- R$ 57,13 M","R$ 5,58 M","R$ 36,00 mil",327
38,31/12/2014,"R$ 59,70 M","R$ 26,63 M","- R$ 8,31 M","- R$ 2,40 M",327
39,30/09/2014,"R$ 67,93 M","R$ 31,03 M","R$ 83,99 M","- R$ 2,03 M",327
40,30/06/2014,"- R$ 7,59 M","- R$ 68,36 M","R$ 6,89 M","- R$ 36,00 mil",327
41,31/03/2014,"R$ 287,69 M","- R$ 262,73 M","- R$ 14,56 M","- R$ 5,28 M",327
42,31/12/2013,"- R$ 3,73 B","R$ 3,60 B","- R$ 99,63 M","- R$ 184,06 M",327
43,30/09/2013,"R$ 378,67 M","- R$ 658,36 M","- R$ 328,63 M","- R$ 602,91 M",327
44,30/06/2013,"R$ 607,35 M","- R$ 779,05 M","- R$ 390,48 M","- R$ 486,34 M",327
45,31/03/2013,"R$ 169,72 M","- R$ 1,07 B","R$ 511,08 M","- R$ 399,37 M",327
46,31/12/2012,"R$ 1,29 M","- R$ 920,08 M","R$ 1,45 B","R$ 483,10 M",327
47,30/09/2012,"R$ 363,78 M","- R$ 1,24 B","R$ 148,96 M","- R$ 726,62 M",327
48,30/06/2012,"- R$ 196,70 M","- R$ 991,40 M","R$ 1,68 B","R$ 506,20 M",327
49,31/03/2012,"- R$ 5,35 M","- R$ 743,76 M","R$ 1,13 B","R$ 391,04 M",327
