,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"-14,97%","69,17%","-22,68%","104,81%","20,97%","-46,37%","97,93%","-2.138,19%","-586,06%","-570,78%","0,02","-0,32","-1,32","-18,87"
1,31/03/2024,"-14,72%","75,67%","-22,31%","114,65%","20,42%","-43,48%","98,86%","-2.287,78%","-673,92%","-656,38%","0,02","-0,34","-1,34","-18,18"
2,31/12/2023,"-13,49%","80,18%","-20,44%","121,48%","21,18%","-43,29%","100,00%","-2.627,35%","-770,50%","-750,14%","0,02","-0,35","-1,35","-17,82"
3,30/09/2023,"31,22%","-55,72%","47,31%","-84,43%","6,75%","-17,86%","90,64%","-926,07%","1.360,32%","1.390,74%","0,02","-0,44","-1,44","9,91"
4,30/06/2023,"29,07%","-55,29%","44,04%","-83,78%","6,34%","-16,12%","90,61%","-986,27%","1.515,78%","1.549,94%","0,02","-0,45","-1,45","10,07"
5,31/03/2023,"29,55%","-62,09%","44,78%","-94,08%","5,26%","-12,90%","90,72%","-802,31%","1.575,74%","1.609,09%","0,02","-0,47","-1,47","9,55"
6,31/12/2022,"29,04%","-63,80%","44,00%","-96,66%","5,40%","-12,90%","90,80%","-820,09%","1.590,26%","1.622,94%","0,02","-0,49","-1,49","9,36"
7,30/09/2022,"-1,09%","2,64%","-1,65%","3,99%","12,32%","-26,98%","90,65%","-1.836,04%","-61,67%","-25,71%","0,01","-0,38","-1,38","-574,48"
8,30/06/2022,"141,31%","-55,24%","214,11%","-83,70%","0,24%","-0,91%","90,32%","-40,76%","2.670,17%","2.711,25%","0,02","-0,39","-1,39","5,55"
9,31/03/2022,"129,43%","-54,38%","196,11%","-82,40%","-2,21%","8,22%","90,26%","404,29%","2.749,78%","2.798,63%","0,02","-0,41","-1,41","5,74"
10,31/12/2021,"125,65%","-57,99%","190,38%","-87,86%","-2,25%","8,24%","90,15%","464,14%","3.158,36%","3.218,64%","0,02","-0,42","-1,42","5,59"
11,30/09/2021,"16,67%","-47,50%","25,26%","-71,98%","7,93%","-19,15%","94,70%","-1.836,59%","1.251,05%","1.325,78%","0,01","-0,46","-1,46","16,89"
12,30/06/2021,"-40,46%","129,77%","-61,30%","196,62%","19,40%","-45,93%","96,45%","-5.610,89%","-3.883,74%","-3.791,04%","0,01","-0,26","-1,26","-7,40"
13,31/03/2021,"-39,89%","117,35%","-60,44%","177,81%","18,53%","-43,32%","98,29%","-7.076,35%","-4.782,13%","-4.661,80%","0,01","-0,27","-1,27","-7,92"
14,31/12/2020,"-37,29%","142,98%","-56,50%","216,63%","19,02%","-43,25%","100,00%","-8.675,46%","-5.794,61%","-5.650,88%","0,00","-0,27","-1,27","-7,94"
15,30/09/2020,"-10,18%","177,83%","-15,42%","269,44%","11,76%","-16,02%","102,03%","-5.143,40%","-1.996,03%","-2.067,88%","0,00","-0,41","-1,41","-21,88"
16,30/06/2020,"-10,29%","313,40%","-15,59%","474,85%","12,51%","-16,59%","101,49%","-5.085,57%","-1.936,11%","-1.935,20%","0,00","-0,42","-1,42","-22,04"
17,31/03/2020,"-10,44%","628,58%","-15,82%","952,40%","13,81%","-17,83%","100,00%","-5.433,38%","-1.948,92%","-1.879,35%","0,00","-0,43","-1,43","-22,23"
18,31/12/2019,"-10,46%","-1.563,79%","-15,85%","-2.369,38%","14,16%","-32,61%","100,00%","-4.724,45%","-1.754,80%","-1.634,60%","0,01","-0,44","-1,44","-21,93"
19,30/09/2019,"-2,59%","-192,18%","-3,93%","-291,17%","9,96%","-22,43%","100,00%","-3.558,98%","-438,49%","-142,91%","0,01","-0,73","-1,73","-269,99"
20,30/06/2019,"-2,55%","-66,78%","-3,86%","-101,19%","10,14%","-22,21%","100,00%","-3.923,45%","-484,05%","-262,25%","0,01","-0,75","-1,75","-160,79"
21,31/03/2019,"-3,43%","-26,08%","-5,19%","-39,51%","11,75%","-24,48%","100,00%","-4.026,33%","-626,27%","-517,59%","0,01","-0,77","-1,77","-74,56"
22,31/12/2018,"-3,41%","-23,18%","-5,17%","-35,12%","12,07%","-24,47%","100,00%","-4.710,51%","-738,75%","-723,59%","0,01","-0,43","-1,43","-61,26"
23,30/09/2018,"-5,45%","-13,42%","-8,26%","-20,33%","16,71%","-31,56%","100,00%","-5.240,42%","-1.037,63%","-1.017,01%","0,01","-0,44","-1,44","-38,69"
24,30/06/2018,"-5,38%","-13,13%","-8,14%","-19,89%","16,83%","-30,91%","100,00%","-4.557,96%","-908,20%","-884,05%","0,01","-0,46","-1,46","-38,80"
25,31/03/2018,"-4,70%","-11,47%","-7,12%","-17,38%","16,80%","-29,46%","100,00%","-4.736,52%","-879,49%","-848,42%","0,01","-0,48","-1,48","-42,80"
26,31/12/2017,"-4,50%","-10,40%","-6,81%","-15,76%","17,64%","-29,74%","100,00%","-4.722,01%","-787,78%","-754,31%","0,01","-0,49","-1,49","-46,49"
27,30/09/2017,"-49,18%","-91,54%","-74,52%","-138,70%","56,02%","-82,27%","83,09%","-15.588,13%","-11.633,89%","-11.593,26%","0,01","-0,53","-1,53","-3,48"
28,30/06/2017,"2,76%","8,47%","4,18%","12,84%","16,75%","-27,80%","53,63%","-7.465,78%","912,49%","975,41%","0,00","-0,54","-1,54","59,66"
29,31/03/2017,"-29,98%","-50,40%","-45,42%","-76,37%","49,67%","-59,46%","-9,64%","-27.570,00%","-17.272,65%","-17.174,90%","0,00","-0,57","-1,57","-5,17"
30,31/12/2016,"-8,85%","-9,88%","-13,41%","-14,97%","50,52%","-16,96%","-570,63%","-128.357,27%","-88.193,23%","-87.837,51%","0,00","-0,59","-1,59","-3,52"
31,30/09/2016,"3,93%","4,45%","5,96%","6,74%","89,54%","-12,20%","-65,94%","2.222,06%","-875,79%","-883,35%","-0,01","-0,68","-1,68","7,05"
32,30/06/2016,"-10,56%","-12,37%","-16,01%","-18,74%","127,66%","-29,28%","-30,81%","-4.195,63%","-1.827,16%","-1.819,43%","0,01","-0,60","-1,60","-3,43"
33,31/03/2016,"-2,54%","-2,91%","-3,85%","-4,40%","100,08%","-20,25%","5,69%","-1.062,59%","-160,67%","-157,72%","0,02","-0,84","-1,84","-13,96"
34,31/12/2015,"5,37%","6,26%","8,14%","9,49%","60,54%","-16,20%","18,37%","-236,54%","94,57%","95,58%","0,07","-2,98","-3,98","23,28"
35,30/09/2015,"-6,67%","-6,32%","-10,11%","-9,57%","176,71%","-13,11%","17,66%","-95,51%","-52,41%","-51,92%","0,14","-7,34","-8,34","-17,96"
36,30/06/2015,"-15,93%","-15,06%","-24,14%","-22,82%","310,08%","-23,86%","21,60%","-174,17%","-124,17%","-123,64%","0,14","-4,36","-5,36","-6,61"
37,31/03/2015,"-16,41%","-15,57%","-24,87%","-23,59%","605,92%","-23,33%","22,21%","-158,41%","-122,72%","-122,23%","0,15","-4,94","-5,94","-6,03"
38,31/12/2014,"-36,73%","-36,63%","-55,65%","-55,49%","-180,72%","-46,78%","24,89%","-546,67%","-536,99%","-536,39%","0,09","-3,74","-4,74","-1,47"
39,30/09/2014,"-28,15%","-29,36%","-42,65%","-44,49%","-131,64%","-35,65%","48,12%","-385,61%","-380,33%","-377,65%","0,09","-13,48","-14,48","-1,71"
