,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 9,14 B","R$ 5,31 B","R$ 642,07 M","- R$ 655,51 M","R$ 1,30 B","R$ 749,48 M","R$ 1,50"
1,31/03/2024,"R$ 8,96 B","R$ 5,24 B","R$ 539,64 M","- R$ 637,06 M","R$ 1,18 B","R$ 24,41 M","R$ 0,05"
2,31/12/2023,"R$ 8,80 B","R$ 5,14 B","R$ 428,04 M","- R$ 624,36 M","R$ 1,05 B","- R$ 34,26 M","- R$ 0,07"
3,30/09/2023,"R$ 8,66 B","R$ 5,05 B","R$ 289,41 M","- R$ 618,77 M","R$ 908,19 M","- R$ 161,77 M","- R$ 0,32"
4,30/06/2023,"R$ 8,53 B","R$ 5,00 B","R$ 349,91 M","- R$ 614,59 M","R$ 964,50 M","- R$ 87,55 M","- R$ 0,18"
5,31/03/2023,"R$ 8,55 B","R$ 4,99 B","R$ 379,41 M","- R$ 608,19 M","R$ 987,60 M","- R$ 43,55 M","- R$ 0,09"
6,31/12/2022,"R$ 8,46 B","R$ 4,92 B","R$ 362,54 M","- R$ 599,41 M","R$ 961,95 M","R$ 51,98 M","R$ 0,10"
7,30/09/2022,"R$ 8,36 B","R$ 4,84 B","R$ 486,49 M","- R$ 587,79 M","R$ 1,07 B","R$ 254,34 M","R$ 0,51"
8,30/06/2022,"R$ 8,20 B","R$ 4,66 B","R$ 471,14 M","- R$ 576,40 M","R$ 1,05 B","R$ 458,18 M","R$ 0,92"
9,31/03/2022,"R$ 7,71 B","R$ 4,25 B","R$ 428,91 M","- R$ 562,74 M","R$ 991,64 M","R$ 477,91 M","R$ 0,96"
10,31/12/2021,"R$ 7,22 B","R$ 3,89 B","R$ 411,57 M","- R$ 549,97 M","R$ 961,55 M","R$ 453,13 M","R$ 0,91"
11,30/09/2021,"R$ 6,94 B","R$ 3,54 B","R$ 503,97 M","- R$ 540,41 M","R$ 1,04 B","R$ 516,54 M","R$ 1,03"
12,30/06/2021,"R$ 6,65 B","R$ 3,18 B","R$ 386,84 M","- R$ 533,57 M","R$ 920,41 M","R$ 257,80 M","R$ 0,52"
13,31/03/2021,"R$ 5,86 B","R$ 2,78 B","- R$ 102,60 M","- R$ 527,73 M","R$ 425,13 M","- R$ 84,55 M","- R$ 0,17"
14,31/12/2020,"R$ 6,25 B","R$ 3,16 B","- R$ 31,42 M","- R$ 524,15 M","R$ 492,74 M","- R$ 27,15 M","- R$ 0,05"
15,30/09/2020,"R$ 6,47 B","R$ 3,61 B","R$ 33,05 M","- R$ 502,11 M","R$ 535,16 M","R$ 45,37 M","R$ 0,09"
16,30/06/2020,"R$ 6,84 B","R$ 4,22 B","R$ 196,31 M","- R$ 509,00 M","R$ 705,31 M","R$ 164,68 M","R$ 0,33"
17,31/03/2020,"R$ 7,81 B","R$ 4,92 B","R$ 718,21 M","- R$ 511,11 M","R$ 1,23 B","R$ 515,82 M","R$ 1,03"
18,31/12/2019,"R$ 7,81 B","R$ 4,93 B","R$ 807,54 M","- R$ 511,26 M","R$ 1,32 B","R$ 592,65 M","R$ 1,19 mil"
19,30/09/2019,"R$ 7,56 B","R$ 4,85 B","R$ 1,30 B","- R$ 456,79 M","R$ 1,75 B","R$ 1,16 B","R$ 2,33"
20,30/06/2019,"R$ 7,40 B","R$ 4,78 B","R$ 1,33 B","- R$ 397,18 M","R$ 1,72 B","R$ 1,18 B","R$ 2,36"
21,31/03/2019,"R$ 7,32 B","R$ 4,74 B","R$ 1,37 B","- R$ 344,13 M","R$ 1,71 B","R$ 1,21 B","R$ 19,45 mil"
22,31/12/2018,"R$ 7,19 B","R$ 4,67 B","R$ 1,41 B","- R$ 291,23 M","R$ 1,70 B","R$ 1,24 B","R$ 19,80"
23,30/09/2018,"R$ 7,03 B","R$ 4,53 B","R$ 854,39 M","- R$ 312,74 M","R$ 1,17 B","R$ 550,52 M","R$ 8,82"
24,30/06/2018,"R$ 6,85 B","R$ 4,38 B","R$ 797,60 M","- R$ 308,07 M","R$ 1,11 B","R$ 517,64 M","R$ 8,30"
25,31/03/2018,"R$ 6,67 B","R$ 4,24 B","R$ 791,00 M","- R$ 303,39 M","R$ 1,09 B","R$ 510,89 M","R$ 8,19"
26,31/12/2017,"R$ 6,44 B","R$ 4,11 B","R$ 888,62 M","- R$ 300,09 M","R$ 1,19 B","R$ 570,33 M","R$ 9,14"
27,30/09/2017,"R$ 6,27 B","R$ 3,93 B","R$ 730,35 M","- R$ 298,80 M","R$ 1,03 B","R$ 495,74 M","R$ 7,94"
28,30/06/2017,"R$ 6,12 B","R$ 3,79 B","R$ 679,26 M","- R$ 296,79 M","R$ 976,05 M","R$ 463,10 M","R$ 7,42"
29,31/03/2017,"R$ 5,98 B","R$ 3,65 B","R$ 585,51 M","- R$ 292,53 M","R$ 878,03 M","R$ 417,07 M","R$ 6,68"
30,31/12/2016,"R$ 5,92 B","R$ 3,57 B","R$ 403,63 M","- R$ 286,06 M","R$ 689,70 M","R$ 317,55 M","R$ 5,09"
31,30/09/2016,"R$ 5,83 B","R$ 3,49 B","R$ 309,51 M","- R$ 276,97 M","R$ 586,48 M","R$ 223,78 M","R$ 3,59"
32,30/06/2016,"R$ 5,76 B","R$ 3,45 B","R$ 317,18 M","- R$ 267,89 M","R$ 585,07 M","R$ 237,99 M","R$ 3,81"
33,31/03/2016,"R$ 5,62 B","R$ 3,38 B","R$ 380,73 M","- R$ 259,58 M","R$ 640,31 M","R$ 276,34 M","R$ 4,43"
34,31/12/2015,"R$ 5,51 B","R$ 3,33 B","R$ 474,05 M","- R$ 250,77 M","R$ 724,82 M","R$ 350,22 M","R$ 5,61"
