,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"6,71%","6,62%","10,17%","10,03%","4,31%","1,56%","58,61%","2,30%","8,30%","15,54%","0,68","2,53","1,53","0,97"
1,30/06/2024,"5,22%","5,18%","7,90%","7,84%","14,81%","5,29%","58,15%","8,20%","7,03%","14,20%","0,64","2,62","1,62","1,24"
2,31/03/2024,"4,40%","4,40%","6,67%","6,66%","0,48%","0,17%","58,42%","0,27%","6,02%","13,13%","0,61","2,67","1,67","1,45"
3,31/12/2023,"3,85%","3,87%","5,83%","5,86%","-0,65%","-0,23%","58,46%","-0,39%","4,87%","11,97%","0,58","2,73","1,73","2,11"
4,30/09/2023,"2,42%","2,45%","3,67%","3,71%","-3,14%","-1,17%","58,32%","-1,87%","3,34%","10,49%","0,63","2,76","1,76","3,02"
5,30/06/2023,"2,87%","2,92%","4,35%","4,42%","-1,70%","-0,62%","58,57%","-1,03%","4,10%","11,30%","0,60","2,80","1,80","3,24"
6,31/03/2023,"3,30%","3,38%","5,00%","5,12%","-0,84%","-0,31%","58,37%","-0,51%","4,44%","11,55%","0,61","2,91","1,91","3,05"
7,31/12/2022,"3,27%","3,36%","4,95%","5,09%","0,99%","0,36%","58,18%","0,61%","4,29%","11,37%","0,58","2,89","1,89","2,12"
8,30/09/2022,"4,30%","4,47%","6,51%","6,77%","4,93%","1,88%","57,86%","3,04%","5,82%","12,85%","0,62","2,68","1,68","2,46"
9,30/06/2022,"4,30%","4,52%","6,52%","6,84%","9,23%","3,54%","56,89%","5,59%","5,75%","12,78%","0,63","2,74","1,74","2,63"
10,31/03/2022,"4,14%","4,39%","6,27%","6,66%","9,70%","3,58%","55,05%","6,20%","5,56%","12,86%","0,58","2,73","1,73","2,26"
11,31/12/2021,"4,09%","4,39%","6,20%","6,65%","9,01%","3,28%","53,84%","6,27%","5,70%","13,32%","0,52","2,75","1,75","1,93"
12,30/09/2021,"4,75%","5,16%","7,20%","7,82%","10,64%","3,94%","51,01%","7,44%","7,26%","15,04%","0,53","2,63","1,63","1,94"
13,30/06/2021,"3,38%","3,68%","5,12%","5,57%","5,25%","2,13%","47,79%","3,88%","5,82%","13,84%","0,55","2,61","1,61","2,09"
14,31/03/2021,"-0,83%","-0,90%","-1,26%","-1,36%","-1,63%","-0,71%","47,39%","-1,44%","-1,75%","7,25%","0,49","2,71","1,71","3,56"
15,31/12/2020,"-0,27%","-0,29%","-0,40%","-0,44%","-0,52%","-0,22%","50,61%","-0,43%","-0,50%","7,89%","0,50","2,75","1,75","2,36"
16,30/09/2020,"0,27%","0,30%","0,41%","0,45%","0,90%","0,38%","55,84%","0,70%","0,51%","8,27%","0,54","2,70","1,70","2,97"
17,30/06/2020,"1,62%","1,82%","2,46%","2,75%","3,31%","1,47%","61,81%","2,41%","2,87%","10,32%","0,61","2,47","1,47","2,89"
18,31/03/2020,"6,03%","6,82%","9,14%","10,34%","10,46%","4,64%","63,04%","6,60%","9,20%","15,74%","0,70","2,31","1,31","1,91"
19,31/12/2019,"8,45%","8,45%","12,80%","12,81%","12,02%","5,66%","63,10%","7,59%","10,34%","16,89%","0,75","2,41","1,41","1,43"
20,30/09/2019,"14,64%","14,84%","22,18%","22,48%","28,32%","13,46%","64,20%","15,41%","17,16%","23,21%","0,87","2,38","1,38","1,30"
21,30/06/2019,"14,99%","15,96%","22,71%","24,19%","29,07%","13,98%","64,56%","15,95%","17,92%","23,29%","0,88","2,26","1,26","1,26"
22,31/03/2019,"16,62%","17,56%","25,18%","26,60%","29,98%","15,73%","64,76%","16,59%","18,70%","23,40%","0,95","2,26","1,26","1,18"
23,31/12/2018,"17,93%","18,94%","27,17%","28,69%","30,70%","15,48%","64,91%","17,18%","19,60%","23,65%","0,90","2,12","1,12","0,81"
24,30/09/2018,"10,98%","11,79%","16,64%","17,86%","14,72%","7,45%","64,44%","7,83%","12,15%","16,60%","0,95","2,10","1,10","1,42"
25,30/06/2018,"10,17%","10,88%","15,41%","16,48%","13,93%","7,00%","63,95%","7,56%","11,65%","16,15%","0,93","2,08","1,08","1,29"
26,31/03/2018,"10,26%","10,90%","15,55%","16,52%","13,95%","6,99%","63,51%","7,66%","11,86%","16,40%","0,91","1,91","0,91","1,00"
27,31/12/2017,"12,02%","12,78%","18,22%","19,36%","15,77%","7,39%","63,72%","8,85%","13,79%","18,44%","0,83","1,98","0,98","0,75"
28,30/09/2017,"9,84%","10,41%","14,91%","15,77%","14,74%","6,98%","62,72%","7,90%","11,64%","16,41%","0,88","1,98","0,98","1,01"
29,30/06/2017,"9,35%","9,98%","14,16%","15,12%","13,84%","6,42%","61,94%","7,56%","11,09%","15,94%","0,85","1,99","0,99","1,15"
30,31/03/2017,"8,24%","8,73%","12,48%","13,22%","12,49%","6,03%","61,13%","6,98%","9,80%","14,69%","0,86","1,99","0,99","1,28"
31,31/12/2016,"5,69%","6,00%","8,62%","9,09%","9,37%","4,52%","60,36%","5,36%","6,82%","11,65%","0,84","2,13","1,13","1,41"
32,30/09/2016,"4,15%","4,39%","6,29%","6,65%","6,92%","3,30%","59,79%","3,84%","5,31%","10,06%","0,86","2,11","1,11","2,16"
