,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 57,58 M","- R$ 2,38 M","- R$ 0,07",10.663.000,21.158.000,21.158.000,31.821.000,0,0,0,0,10.663.000,21.158.000,31.821.000
1,31/03/2024,"R$ 61,20 M","R$ 242,00 mil","R$ 0,00",42.655.000,84.634.000,84.634.000,127.289.000,0,0,0,0,42.655.000,84.634.000,127.289.000
2,31/12/2023,"R$ 60,63 M","R$ 476,00 mil","R$ 0,00",42.655.000,84.634.000,84.634.000,127.289.000,0,0,0,0,42.655.000,84.634.000,127.289.000
3,30/09/2023,"R$ 61,32 M","R$ 116,00 mil","R$ 0,00",42.655.000,84.634.000,84.634.000,127.289.000,0,0,0,0,42.655.000,84.634.000,127.289.000
4,30/06/2023,"R$ 61,08 M","R$ 433,00 mil","R$ 0,00",42.655.000,84.634.000,84.634.000,127.289.000,0,0,0,0,42.655.000,84.634.000,127.289.000
5,31/03/2023,"R$ 65,74 M","R$ 983,00 mil","R$ 0,03",12.704.000,25.207.000,25.207.000,37.911.000,0,0,0,0,12.704.000,25.207.000,37.911.000
6,31/12/2022,"R$ 58,16 M","- R$ 5,53 M","- R$ 0,15",12.704.000,25.207.000,25.207.000,37.911.000,0,0,0,0,12.704.000,25.207.000,37.911.000
7,30/09/2022,"R$ 65,72 M","- R$ 39,01 M","- R$ 1,03",12.704.000,25.207.000,25.207.000,37.911.000,0,0,0,0,12.704.000,25.207.000,37.911.000
8,30/06/2022,"R$ 64,32 M","- R$ 38,06 M","- R$ 1,00",12.704.000,25.207.000,25.207.000,37.911.000,0,0,0,0,12.704.000,25.207.000,37.911.000
9,31/03/2022,"R$ 63,87 M","- R$ 36,87 M","- R$ 0,49",25.409.000,50.414.000,50.414.000,75.823.000,0,0,0,0,25.409.000,50.414.000,75.823.000
10,31/12/2021,"R$ 66,21 M","- R$ 40,98 M","- R$ 0,54",25.409.000,50.414.000,50.414.000,75.823.000,0,0,0,0,25.409.000,50.414.000,75.823.000
11,30/09/2021,"R$ 64,79 M","- R$ 43,70 M","- R$ 0,58",25.409.000,50.414.000,50.414.000,75.823.000,0,0,0,0,25.409.000,50.414.000,75.823.000
12,30/06/2021,"R$ 61,63 M","- R$ 45,03 M","- R$ 0,59",25.409.000,50.414.000,50.414.000,75.823.000,0,0,0,0,25.409.000,50.414.000,75.823.000
13,31/03/2021,"R$ 55,72 M","- R$ 59,07 M","- R$ 0,78",25.409.000,50.414.000,50.414.000,75.823.000,0,0,0,0,25.409.000,50.414.000,75.823.000
14,31/12/2020,"R$ 44,05 M","- R$ 64,67 M","- R$ 0,85",25.409.000,50.414.000,50.414.000,75.823.000,0,0,0,0,25.409.000,50.414.000,75.823.000
15,30/09/2020,"R$ 41,01 M","- R$ 67,32 M","- R$ 0,89",25.409.000,50.414.000,50.414.000,75.823.000,0,0,0,0,25.409.000,50.414.000,75.823.000
