,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 5,08 M","- R$ 1,71 M","R$ 6,56 M","- R$ 229,00 mil"
1,31/03/2024,"- R$ 7,29 M","- R$ 1,05 M","R$ 7,20 M","- R$ 1,14 M"
2,31/12/2023,"- R$ 8,83 M","- R$ 2,31 M","R$ 10,11 M","- R$ 1,02 M"
3,30/09/2023,"- R$ 58,97 M","R$ 5,93 M","R$ 52,18 M","- R$ 862,00 mil"
4,30/06/2023,"- R$ 58,63 M","R$ 5,94 M","R$ 52,31 M","- R$ 379,00 mil"
5,31/03/2023,"- R$ 56,63 M","R$ 5,45 M","R$ 51,66 M","R$ 482,00 mil"
6,31/12/2022,"- R$ 57,89 M","R$ 3,97 M","R$ 50,93 M","- R$ 3,00 M"
7,30/09/2022,"R$ 1,54 M","- R$ 8,44 M","R$ 5,50 M","- R$ 1,40 M"
8,30/06/2022,"R$ 673,00 mil","- R$ 8,92 M","R$ 5,54 M","- R$ 2,71 M"
9,31/03/2022,"- R$ 6,30 M","- R$ 11,32 M","R$ 14,12 M","- R$ 3,50 M"
10,31/12/2021,"- R$ 4,68 M","- R$ 9,02 M","R$ 17,00 M","R$ 3,30 M"
11,30/09/2021,"- R$ 11,69 M","- R$ 5,39 M","R$ 17,93 M","R$ 849,00 mil"
12,30/06/2021,"- R$ 9,29 M","- R$ 5,26 M","R$ 17,25 M","R$ 2,71 M"
13,31/03/2021,"- R$ 1,94 M","- R$ 3,36 M","R$ 9,29 M","R$ 3,99 M"
14,31/12/2020,"- R$ 1,42 M","- R$ 1,24 M","R$ 3,73 M","R$ 1,06 M"
15,30/09/2020,"R$ 855,00 mil","R$ 104,00 mil","R$ 385,00 mil","R$ 1,34 M"
16,30/06/2020,"R$ 168,00 mil","R$ 619,00 mil","- R$ 240,00 mil","R$ 547,00 mil"
17,31/03/2020,"- R$ 962,00 mil","R$ 1,49 M","- R$ 422,00 mil","R$ 109,00 mil"
18,31/12/2019,"- R$ 2,72 M","R$ 69,00 mil","R$ 9,00 mil","- R$ 2,65 M"
19,30/09/2019,"- R$ 46,41 M","- R$ 666,00 mil","R$ 47,20 M","R$ 120,00 mil"
20,30/06/2019,"- R$ 39,49 M","- R$ 778,00 mil","R$ 40,36 M","R$ 95,00 mil"
