,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,VITRUEDUCA,VITRU BRASIL EMPREEND. PARTICIP. E COMERCIO S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,A Companhia atua na participação no capital de outras sociedades. no desenvolvimento de atividades relacionadas à educação; na realização de congressos educacionais; e na comercialização de livros.,"R$ 942,01 mil",Consumo Cíclico,Diversos,Serviços Educacionais,"IGC, IGNM"
