,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 576,69 M","R$ 378,24 M","R$ 164,35 M","- R$ 54,13 M","R$ 218,48 M","R$ 62,24 M","R$ 0,46",202
1,31/03/2024,"R$ 504,32 M","R$ 346,99 M","R$ 103,18 M","- R$ 53,49 M","R$ 156,66 M","R$ 7,98 M","R$ 0,00",202
2,31/12/2023,"R$ 508,84 M","R$ 333,76 M","R$ 83,98 M","- R$ 55,98 M","R$ 139,96 M","- R$ 25,02 M","- R$ 0,01",202
3,30/09/2023,"R$ 487,97 M","R$ 320,42 M","R$ 98,29 M","- R$ 50,72 M","R$ 149,01 M","- R$ 1,89 M","- R$ 0,00",202
4,30/06/2023,"R$ 521,50 M","R$ 345,91 M","R$ 131,34 M","- R$ 53,62 M","R$ 184,96 M","R$ 92,78 M","R$ 0,05",202
5,31/03/2023,"R$ 444,22 M","R$ 292,95 M","R$ 101,37 M","- R$ 52,31 M","R$ 153,67 M","R$ 56,79 M","R$ 0,03",202
6,31/12/2022,"R$ 430,71 M","R$ 280,29 M","R$ 57,84 M","- R$ 52,94 M","R$ 110,78 M","R$ 16,50 M","R$ 0,01",202
7,30/09/2022,"R$ 400,83 M","R$ 231,97 M","R$ 80,16 M","- R$ 97,99 M","R$ 244,49 M","R$ 35,53 M","R$ 0,02",202
8,30/06/2022,"R$ 308,02 M","R$ 190,12 M","R$ 40,10 M","- R$ 46,10 M","R$ 112,44 M","R$ 20,24 M","R$ 0,01",202
9,31/03/2022,"R$ 177,79 M","R$ 112,64 M","R$ 26,24 M","- R$ 14,87 M","R$ 41,11 M","R$ 20,87 M","R$ 0,03",202
