,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"- R$ 56,00 mil","- R$ 396,00 mil","- R$ 2,20 M","- R$ 2,66 M",215
1,31/03/2024,"- R$ 4,61 M","- R$ 605,00 mil","- R$ 2,22 M","- R$ 7,43 M",215
2,31/12/2023,"R$ 7,19 M","- R$ 2,88 M","- R$ 2,69 M","R$ 1,62 M",215
3,30/09/2023,"- R$ 7,69 M","R$ 1,32 M","- R$ 3,10 M","- R$ 9,48 M",215
4,30/06/2023,"R$ 5,45 M","- R$ 1,50 M","- R$ 3,13 M","R$ 828,00 mil",215
5,31/03/2023,"- R$ 4,72 M","- R$ 1,88 M","- R$ 2,24 M","- R$ 8,84 M",215
6,31/12/2022,"R$ 4,87 M","- R$ 4,00 M","- R$ 2,50 M","- R$ 1,64 M",215
7,30/09/2022,"- R$ 101,00 mil","- R$ 3,97 M","- R$ 2,79 M","- R$ 6,87 M",215
8,30/06/2022,"- R$ 46,59 M","- R$ 4,99 M","- R$ 4,03 M","- R$ 55,61 M",215
9,31/03/2022,"- R$ 33,39 M","- R$ 7,11 M","- R$ 3,95 M","- R$ 44,44 M",215
10,31/12/2021,"- R$ 30,05 M","- R$ 10,77 M","- R$ 4,03 M","- R$ 44,85 M",215
11,30/09/2021,"- R$ 42,63 M","- R$ 8,70 M","R$ 7,45 M","- R$ 43,88 M",215
12,30/06/2021,"- R$ 27,38 M","- R$ 9,18 M","- R$ 3,26 M","- R$ 39,81 M",215
13,31/03/2021,"- R$ 33,52 M","- R$ 2,96 M","R$ 398,85 M","R$ 362,37 M",215
14,31/12/2020,"- R$ 14,65 M","- R$ 4,31 M","- R$ 3,58 M","- R$ 22,53 M",215
15,30/09/2020,"R$ 8,91 M","- R$ 2,23 M","R$ 229,00 mil","R$ 6,91 M",215
16,30/06/2020,"R$ 36,05 M","- R$ 1,25 M","- R$ 839,00 mil","R$ 33,96 M",215
17,31/03/2020,"R$ 2,82 M","- R$ 1,31 M","R$ 5,75 M","R$ 7,26 M",215
18,31/12/2019,,,,,215
