,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,WESTWING,WESTWING COMERCIO VAREJISTA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Comércio físico e digital varejista de móveis e artigos domésticos em geral. vestuário e bens e acessórios de uso pessoal; serviços de design de interiores e arquitetura.,"R$ 24,87 mil",Consumo Cíclico,Utilidades Domésticas,Móveis,-
