,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 242,03 M","- R$ 54,26 M","R$ 70,73 M","R$ 258,50 M"
1,31/03/2024,"R$ 20,83 M","- R$ 39,97 M","- R$ 412,17 M","- R$ 431,30 M"
2,31/12/2023,"R$ 900,77 M","- R$ 29,21 M","- R$ 158,53 M","R$ 713,03 M"
3,30/09/2023,"- R$ 115,60 M","- R$ 76,94 M","R$ 182,19 M","- R$ 10,35 M"
4,30/06/2023,"R$ 126,60 M","- R$ 97,74 M","- R$ 194,56 M","- R$ 165,71 M"
5,31/03/2023,"- R$ 286,37 M","- R$ 55,73 M","R$ 262,73 M","- R$ 79,37 M"
6,31/12/2022,"R$ 379,92 M","- R$ 172,88 M","- R$ 45,32 M","R$ 161,72 M"
7,30/09/2022,"- R$ 55,89 M","- R$ 75,97 M","- R$ 18,72 M","- R$ 150,58 M"
8,30/06/2022,"- R$ 101,20 M","- R$ 85,76 M","R$ 232,96 M","R$ 46,01 M"
9,31/03/2022,"- R$ 84,73 M","- R$ 59,28 M","- R$ 44,17 M","- R$ 188,19 M"
10,31/12/2021,"R$ 239,88 M","- R$ 283,84 M","R$ 32,34 M","- R$ 11,63 M"
11,30/09/2021,"R$ 292,64 M","- R$ 29,74 M","- R$ 92,35 M","R$ 170,55 M"
12,30/06/2021,"- R$ 167,56 M","- R$ 79,65 M","R$ 225,10 M","- R$ 22,12 M"
13,31/03/2021,"R$ 42,13 M","- R$ 116,12 M","- R$ 27,77 M","- R$ 101,75 M"
14,31/12/2020,"- R$ 692,81 M","- R$ 261,33 M","R$ 13,27 M","- R$ 940,86 M"
15,30/09/2020,"R$ 40,39 M","- R$ 45,96 M","R$ 170,79 M","R$ 165,22 M"
16,30/06/2020,"- R$ 160,45 M","- R$ 28,31 M","R$ 1,17 B","R$ 981,82 M"
17,31/03/2020,"R$ 304,03 M","- R$ 40,09 M","- R$ 61,13 M","R$ 202,82 M"
18,31/12/2019,"R$ 180,51 M","- R$ 32,31 M","- R$ 88,32 M","R$ 59,88 M"
19,30/09/2019,"R$ 28,57 M","- R$ 43,19 M","- R$ 42,05 M","- R$ 56,67 M"
20,30/06/2019,"- R$ 117,16 M","- R$ 30,80 M","R$ 244,97 M","R$ 97,02 M"
21,31/03/2019,"- R$ 215,29 M","- R$ 12,65 M","- R$ 9,79 M","- R$ 237,73 M"
22,31/12/2018,NA,NA,NA,NA
