,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,DIRECIONAL,DIRECIONAL ENGENHARIA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Incorporação. construção e comercialização de imóveis próprios ou de terceiros e prestação de serviços de engenharia.,"R$ 97,01 M",Consumo Cíclico,Construção Civil,Incorporações,"IBRA, IBRX, ICON, IDIV, IGC, IGCT, IGNM, IMOB, INDX, ITAG, SMLL"
