,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 8,80 B","R$ 2,25 B","R$ 12,98",173.500.000,0,0,173.500.000,239.545,0,0,239.545,173.260.455,0,173.260.455,95
1,31/03/2024,"R$ 7,88 B","R$ 2,11 B","R$ 12,13",173.500.000,0,0,173.500.000,239.545,0,0,239.545,173.260.455,0,173.260.455,95
2,31/12/2023,"R$ 7,57 B","R$ 1,95 B","R$ 11,26",173.500.000,0,0,173.500.000,806.494,0,0,806.494,172.693.506,0,172.693.506,95
3,30/09/2023,"R$ 7,19 B","R$ 1,93 B","R$ 11,15",173.500.000,0,0,173.500.000,806.494,0,0,806.494,172.693.506,0,172.693.506,95
4,30/06/2023,"R$ 6,81 B","R$ 1,46 B","R$ 8,39",173.500.000,0,0,173.500.000,806.494,0,0,806.494,172.693.506,0,172.693.506,95
5,31/03/2023,"R$ 6,48 B","R$ 1,35 B","R$ 9,00",150.000.000,0,0,150.000.000,1.014.808,0,0,1.014.808,148.985.192,0,148.985.192,95
6,31/12/2022,"R$ 6,49 B","R$ 1,29 B","R$ 8,60",150.000.000,0,0,150.000.000,1.014.808,0,0,1.014.808,148.985.192,0,148.985.192,95
7,30/09/2022,"R$ 6,21 B","R$ 1,36 B","R$ 9,05",150.000.000,0,0,150.000.000,1.014.808,0,0,1.014.808,148.985.192,0,148.985.192,95
8,30/06/2022,"R$ 5,75 B","R$ 1,36 B","R$ 9,09",150.000.000,0,0,150.000.000,1.139.368,0,0,1.139.368,148.860.632,0,148.860.632,95
9,31/03/2022,"R$ 5,82 B","R$ 1,33 B","R$ 8,85",150.000.000,0,0,150.000.000,590.368,0,0,590.368,149.409.632,0,149.409.632,95
10,31/12/2021,"R$ 5,68 B","R$ 1,30 B","R$ 8,67",150.000.000,0,0,150.000.000,803.592,0,0,803.592,149.196.408,0,149.196.408,95
11,30/09/2021,"R$ 5,52 B","R$ 1,21 B","R$ 8,10",150.000.000,0,0,150.000.000,4.993.816,0,0,4.993.816,145.006.184,0,145.006.184,95
12,30/06/2021,"R$ 5,44 B","R$ 1,17 B","R$ 7,80",150.000.000,0,0,150.000.000,4.852.882,0,0,4.852.882,145.147.118,0,145.147.118,95
13,31/03/2021,"R$ 5,15 B","R$ 1,23 B","R$ 8,04",153.398.749,0,0,153.398.749,7.807.331,0,0,7.807.331,145.591.418,0,145.591.418,95
14,31/12/2020,"R$ 5,10 B","R$ 1,23 B","R$ 7,99",153.398.749,0,0,153.398.749,6.693.030,0,0,6.693.030,146.705.719,0,146.705.719,95
