,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"- R$ 287,43 M","- R$ 98,69 M","R$ 398,46 M","R$ 12,34 M",95
1,31/03/2024,"- R$ 384,40 M","R$ 119,64 M","R$ 104,64 M","- R$ 160,12 M",95
2,31/12/2023,"- R$ 171,01 M","- R$ 38,87 M","R$ 110,74 M","- R$ 99,15 M",95
3,30/09/2023,"R$ 64,62 M","R$ 129,72 M","- R$ 74,33 M","R$ 120,01 M",95
4,30/06/2023,"R$ 209,04 M","- R$ 34,51 M","- R$ 147,79 M","R$ 26,73 M",95
5,31/03/2023,"R$ 203,74 M","- R$ 68,04 M","- R$ 283,34 M","- R$ 147,64 M",95
6,31/12/2022,"R$ 220,36 M","- R$ 49,13 M","- R$ 162,05 M","R$ 9,17 M",95
7,30/09/2022,"R$ 233,68 M","- R$ 228,36 M","R$ 22,75 M","R$ 28,07 M",95
8,30/06/2022,"R$ 177,75 M","- R$ 145,41 M","- R$ 178,81 M","- R$ 146,46 M",95
9,31/03/2022,"R$ 103,00 M","- R$ 128,86 M","- R$ 22,04 M","- R$ 47,90 M",95
10,31/12/2021,"R$ 103,61 M","- R$ 100,95 M","- R$ 10,28 M","- R$ 7,62 M",95
11,30/09/2021,"R$ 159,41 M","- R$ 57,47 M","- R$ 322,87 M","- R$ 220,93 M",95
12,30/06/2021,"R$ 247,50 M","R$ 2,71 M","- R$ 104,70 M","R$ 145,51 M",95
13,31/03/2021,"R$ 323,25 M","R$ 17,57 M","- R$ 130,83 M","R$ 209,98 M",95
14,31/12/2020,"R$ 285,35 M","- R$ 30,68 M","- R$ 56,89 M","R$ 197,77 M",95
15,30/09/2020,"R$ 191,86 M","- R$ 7,14 M","R$ 74,00 M","R$ 258,71 M",95
16,30/06/2020,"R$ 133,90 M","R$ 3,71 M","- R$ 143,19 M","- R$ 5,58 M",95
17,31/03/2020,"R$ 210,55 M","- R$ 27,33 M","- R$ 191,99 M","- R$ 8,77 M",95
18,31/12/2019,"R$ 240,52 M","- R$ 23,73 M","- R$ 398,28 M","- R$ 181,50 M",95
19,30/09/2019,"R$ 258,55 M","- R$ 19,13 M","- R$ 246,00 M","- R$ 6,59 M",95
20,30/06/2019,"R$ 292,95 M","R$ 170,78 M","- R$ 374,03 M","R$ 89,71 M",95
21,31/03/2019,"R$ 277,97 M","R$ 232,22 M","- R$ 342,65 M","R$ 167,54 M",95
22,31/12/2018,"R$ 266,94 M","R$ 132,26 M","- R$ 96,95 M","R$ 302,25 M",95
23,30/09/2018,"R$ 212,99 M","R$ 163,17 M","- R$ 185,09 M","R$ 191,06 M",95
24,30/06/2018,"R$ 129,87 M","R$ 33,16 M","- R$ 77,56 M","R$ 85,48 M",95
25,31/03/2018,"R$ 45,94 M","- R$ 100,05 M","R$ 109,27 M","R$ 55,15 M",95
26,31/12/2017,"R$ 38,59 M","R$ 53,47 M","- R$ 111,75 M","- R$ 19,69 M",95
27,30/09/2017,"R$ 59,71 M","- R$ 45,48 M","- R$ 55,95 M","- R$ 41,73 M",95
28,30/06/2017,"R$ 25,41 M","R$ 2,19 M","- R$ 95,13 M","- R$ 67,53 M",95
29,31/03/2017,"R$ 93,69 M","R$ 23,22 M","- R$ 213,98 M","- R$ 97,07 M",95
30,31/12/2016,"R$ 125,92 M","- R$ 61,97 M","- R$ 67,84 M","- R$ 3,89 M",95
31,30/09/2016,"R$ 180,80 M","- R$ 13,63 M","- R$ 123,45 M","R$ 43,71 M",95
32,30/06/2016,"R$ 214,27 M","- R$ 128,34 M","- R$ 94,28 M","- R$ 8,34 M",95
33,31/03/2016,"R$ 132,72 M","- R$ 58,01 M","- R$ 237,84 M","- R$ 163,13 M",95
34,31/12/2015,"R$ 196,77 M","- R$ 55,93 M","- R$ 340,33 M","- R$ 199,49 M",95
35,30/09/2015,"R$ 108,73 M","- R$ 42,01 M","- R$ 321,76 M","- R$ 255,04 M",95
36,30/06/2015,"R$ 264,91 M","- R$ 30,26 M","- R$ 336,27 M","- R$ 101,62 M",95
