,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 338,59 M","- R$ 539,98 M","R$ 450,70 M","- R$ 427,87 M"
1,31/03/2024,"R$ 450,46 M","- R$ 988,30 M","R$ 540,07 M","R$ 2,24 M"
2,31/12/2023,"R$ 450,29 M","- R$ 1,01 B","R$ 524,90 M","- R$ 34,49 M"
3,30/09/2023,"R$ 485,09 M","- R$ 979,74 M","- R$ 280,55 M","- R$ 775,21 M"
4,30/06/2023,"R$ 1,45 B","- R$ 1,44 B","- R$ 257,12 M","- R$ 238,49 M"
5,31/03/2023,"R$ 552,51 M","- R$ 1,04 B","- R$ 340,27 M","- R$ 829,21 M"
6,31/12/2022,"R$ 867,92 M","- R$ 1,01 B","R$ 237,60 M","R$ 96,60 M"
7,30/09/2022,"R$ 1,10 B","- R$ 927,32 M","R$ 517,01 M","R$ 693,03 M"
8,30/06/2022,"R$ 576,66 M","- R$ 836,61 M","R$ 431,46 M","R$ 171,51 M"
9,31/03/2022,"R$ 988,46 M","- R$ 709,62 M","R$ 409,80 M","R$ 688,63 M"
10,31/12/2021,"R$ 378,28 M","- R$ 613,24 M","- R$ 87,16 M","- R$ 322,12 M"
11,30/09/2021,"R$ 363,24 M","- R$ 610,10 M","- R$ 171,58 M","- R$ 418,44 M"
12,30/06/2021,"R$ 1,01 B","- R$ 543,98 M","- R$ 291,52 M","R$ 174,34 M"
13,31/03/2021,"R$ 928,64 M","- R$ 542,64 M","R$ 291,00 M","R$ 677,01 M"
14,31/12/2020,"R$ 913,32 M","- R$ 526,76 M","R$ 213,46 M","R$ 600,02 M"
15,30/09/2020,"R$ 719,98 M","- R$ 474,05 M","R$ 288,25 M","R$ 534,18 M"
16,30/06/2020,"R$ 100,05 M","- R$ 441,77 M","R$ 511,72 M","R$ 170,00 M"
17,31/03/2020,"- R$ 228,87 M","- R$ 429,64 M","R$ 254,21 M","- R$ 404,30 M"
18,31/12/2019,"R$ 132,63 M","- R$ 453,02 M","R$ 188,51 M","- R$ 131,88 M"
19,30/09/2019,"R$ 119,76 M","- R$ 416,74 M","R$ 606,31 M","R$ 309,33 M"
20,30/06/2019,"- R$ 35,43 M","- R$ 392,89 M","R$ 884,50 M","R$ 456,18 M"
21,31/03/2019,"- R$ 18,48 M","- R$ 409,19 M","R$ 686,31 M","R$ 258,64 M"
22,31/12/2018,"- R$ 383,79 M","- R$ 396,65 M","R$ 913,90 M","R$ 133,47 M"
23,30/09/2018,"- R$ 594,88 M","- R$ 401,59 M","R$ 349,34 M","- R$ 647,14 M"
24,30/06/2018,"- R$ 432,56 M","- R$ 394,37 M","R$ 12,12 M","- R$ 814,81 M"
25,31/03/2018,"- R$ 24,33 M","- R$ 363,98 M","- R$ 143,76 M","- R$ 532,07 M"
26,31/12/2017,"R$ 321,47 M","- R$ 371,56 M","- R$ 302,78 M","- R$ 352,87 M"
27,30/09/2017,"R$ 707,86 M","- R$ 393,39 M","- R$ 330,76 M","- R$ 16,29 M"
28,30/06/2017,"R$ 860,93 M","- R$ 412,69 M","- R$ 603,95 M","- R$ 155,71 M"
29,31/03/2017,"R$ 875,87 M","- R$ 412,10 M","- R$ 519,84 M","- R$ 56,08 M"
30,31/12/2016,"R$ 750,15 M","- R$ 369,44 M","- R$ 385,29 M","- R$ 4,58 M"
31,30/09/2016,"R$ 934,70 M","- R$ 358,39 M","- R$ 424,46 M","R$ 151,84 M"
32,30/06/2016,"R$ 1,03 B","- R$ 350,21 M","R$ 183,27 M","R$ 861,43 M"
33,31/03/2016,"R$ 796,67 M","- R$ 317,47 M","R$ 198,71 M","R$ 677,91 M"
34,31/12/2015,"R$ 643,99 M","- R$ 301,55 M","R$ 129,82 M","R$ 472,26 M"
35,30/09/2015,"R$ 312,01 M","- R$ 307,70 M","R$ 170,44 M","R$ 174,75 M"
36,30/06/2015,"R$ 206,15 M","- R$ 296,57 M","- R$ 135,58 M","- R$ 226,00 M"
37,31/03/2015,"R$ 136,37 M","- R$ 307,64 M","R$ 121,28 M","- R$ 49,98 M"
38,31/12/2014,"- R$ 60,04 M","- R$ 290,09 M","R$ 135,41 M","- R$ 214,72 M"
39,30/09/2014,"- R$ 59,38 M","- R$ 292,44 M","R$ 155,16 M","- R$ 196,66 M"
40,30/06/2014,"R$ 269,00 M","- R$ 283,42 M","R$ 176,43 M","R$ 162,02 M"
41,31/03/2014,"R$ 405,38 M","- R$ 284,82 M","R$ 240,62 M","R$ 361,18 M"
42,31/12/2013,"R$ 436,48 M","- R$ 307,30 M","R$ 362,58 M","R$ 491,77 M"
43,30/09/2013,"R$ 416,38 M","- R$ 270,04 M","R$ 484,25 M","R$ 630,59 M"
44,30/06/2013,"R$ 6,54 M","- R$ 321,19 M","R$ 476,42 M","R$ 161,77 M"
45,31/03/2013,"- R$ 79,73 M","- R$ 333,42 M","R$ 141,62 M","- R$ 271,52 M"
46,31/12/2012,"R$ 160,41 M","- R$ 340,11 M","- R$ 62,94 M","- R$ 242,63 M"
47,30/09/2012,"R$ 193,93 M","- R$ 199,24 M","- R$ 180,33 M","- R$ 185,64 M"
48,30/06/2012,"R$ 397,63 M","- R$ 263,03 M","- R$ 161,38 M","- R$ 26,78 M"
49,31/03/2012,"R$ 509,37 M","- R$ 287,78 M","- R$ 87,92 M","R$ 133,67 M"
50,31/12/2011,"R$ 465,75 M","- R$ 244,99 M","- R$ 38,52 M","R$ 182,24 M"
51,30/09/2011,"R$ 487,53 M","- R$ 338,33 M","- R$ 35,25 M","R$ 113,95 M"
52,30/06/2011,"R$ 310,23 M","- R$ 228,21 M","- R$ 34,65 M","R$ 47,38 M"
53,31/03/2011,"R$ 172,54 M","- R$ 182,77 M","- R$ 77,35 M","- R$ 87,58 M"
