,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 12,44 B","R$ 3,35 B","R$ 86,97",15.527.000,23.044.000,23.044.000,38.571.000,0,0,0,0,15.527.000,23.044.000,38.571.000
1,31/03/2024,"R$ 12,43 B","R$ 3,12 B","R$ 80,90",15.527.000,23.044.000,23.044.000,38.571.000,0,0,0,0,15.527.000,23.044.000,38.571.000
2,31/12/2023,"R$ 12,30 B","R$ 2,93 B","R$ 76,03",15.527.000,23.044.000,23.044.000,38.571.000,0,0,0,0,15.527.000,23.044.000,38.571.000
3,30/09/2023,"R$ 11,60 B","R$ 3,19 B","R$ 82,64",15.527.000,23.044.000,23.044.000,38.571.000,0,0,0,0,15.527.000,23.044.000,38.571.000
4,30/06/2023,"R$ 11,80 B","R$ 3,20 B","R$ 82,99",15.527.000,23.044.000,23.044.000,38.571.000,0,0,0,0,15.527.000,23.044.000,38.571.000
5,31/03/2023,"R$ 11,76 B","R$ 3,06 B","R$ 79,21",15.527.000,23.044.000,23.044.000,38.571.000,0,0,0,0,15.527.000,23.044.000,38.571.000
6,31/12/2022,"R$ 11,63 B","R$ 2,88 B","R$ 74,75",15.527.000,23.044.000,23.044.000,38.571.000,0,0,0,0,15.527.000,23.044.000,38.571.000
7,30/09/2022,"R$ 12,02 B","R$ 2,93 B","R$ 76,05",15.527.000,23.044.000,23.044.000,38.571.000,0,0,0,0,15.527.000,23.044.000,38.571.000
8,30/06/2022,"R$ 11,70 B","R$ 2,90 B","R$ 75,16",15.527.000,23.044.000,23.044.000,38.571.000,0,0,0,0,15.527.000,23.044.000,38.571.000
9,31/03/2022,"R$ 12,92 B","R$ 2,85 B","R$ 73,80",15.527.000,23.044.000,23.044.000,38.571.000,0,0,0,0,15.527.000,23.044.000,38.571.000
