,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 145,72 M","- R$ 225,74 M","- R$ 95,46 M","- R$ 175,48 M",185
1,31/03/2024,"R$ 135,42 M","- R$ 278,46 M","R$ 78,29 M","- R$ 64,75 M",185
2,31/12/2023,"R$ 186,33 M","- R$ 332,83 M","R$ 376,88 M","R$ 230,38 M",185
3,30/09/2023,"R$ 101,62 M","- R$ 311,33 M","R$ 401,25 M","R$ 191,55 M",185
4,30/06/2023,"R$ 112,00 M","- R$ 336,20 M","R$ 442,63 M","R$ 218,43 M",185
5,31/03/2023,"R$ 130,31 M","- R$ 275,61 M","R$ 310,83 M","R$ 165,53 M",185
6,31/12/2022,"R$ 227,02 M","- R$ 205,97 M","R$ 45,33 M","R$ 66,37 M",185
7,30/09/2022,"R$ 270,57 M","- R$ 205,27 M","- R$ 264,03 M","- R$ 198,73 M",185
8,30/06/2022,"R$ 292,79 M","- R$ 133,20 M","- R$ 143,18 M","R$ 16,41 M",185
9,31/03/2022,"R$ 320,26 M","- R$ 101,75 M","- R$ 237,18 M","- R$ 18,67 M",185
10,31/12/2021,"R$ 288,10 M","- R$ 114,93 M","- R$ 309,78 M","- R$ 136,61 M",185
11,30/09/2021,"R$ 362,53 M","- R$ 147,48 M","- R$ 171,36 M","R$ 43,68 M",185
12,30/06/2021,"R$ 239,88 M","- R$ 111,90 M","- R$ 235,87 M","- R$ 107,88 M",185
13,31/03/2021,"R$ 245,64 M","- R$ 199,63 M","- R$ 127,89 M","- R$ 81,89 M",185
14,31/12/2020,"R$ 252,68 M","- R$ 134,49 M","- R$ 67,25 M","R$ 50,95 M",185
15,30/09/2020,"R$ 162,55 M","- R$ 109,57 M","- R$ 93,13 M","- R$ 40,14 M",185
16,30/06/2020,"R$ 342,90 M","- R$ 119,51 M","R$ 4,47 M","R$ 227,86 M",185
17,31/03/2020,"R$ 240,33 M","- R$ 92,71 M","R$ 26,00 M","R$ 173,62 M",185
18,31/12/2019,"R$ 170,83 M","- R$ 94,84 M","R$ 116,76 M","R$ 192,75 M",185
19,30/09/2019,"R$ 159,22 M","- R$ 97,09 M","R$ 135,05 M","R$ 197,17 M",185
20,30/06/2019,"- R$ 33,47 M","- R$ 83,68 M","- R$ 62,94 M","- R$ 180,09 M",185
21,31/03/2019,"- R$ 25,80 M","- R$ 62,37 M","R$ 174,23 M","R$ 86,07 M",185
22,31/12/2018,"R$ 5,39 M","- R$ 65,66 M","R$ 48,51 M","- R$ 11,76 M",185
23,30/09/2018,"R$ 35,06 M","- R$ 62,11 M","R$ 72,02 M","R$ 44,97 M",185
24,30/06/2018,"R$ 54,72 M","- R$ 51,02 M","R$ 132,22 M","R$ 135,92 M",185
25,31/03/2018,"R$ 73,70 M","- R$ 43,09 M","- R$ 84,17 M","- R$ 53,56 M",185
26,31/12/2017,"R$ 102,74 M","- R$ 27,53 M","- R$ 86,57 M","- R$ 11,37 M",185
27,30/09/2017,"R$ 79,20 M","- R$ 18,50 M","- R$ 132,59 M","- R$ 71,89 M",185
28,30/06/2017,"R$ 147,35 M","- R$ 19,79 M","- R$ 120,29 M","R$ 7,27 M",185
29,31/03/2017,"R$ 131,80 M","- R$ 19,22 M","- R$ 83,41 M","R$ 29,17 M",185
30,31/12/2016,"R$ 138,94 M","- R$ 25,14 M","- R$ 95,72 M","R$ 18,08 M",185
31,30/09/2016,"R$ 60,75 M","- R$ 31,75 M","R$ 78,95 M","R$ 107,95 M",185
32,30/06/2016,"- R$ 21,40 M","- R$ 40,55 M","R$ 125,93 M","R$ 63,98 M",185
33,31/03/2016,"R$ 15,85 M","- R$ 81,27 M","R$ 17,42 M","- R$ 48,01 M",185
34,31/12/2015,"- R$ 45,13 M","- R$ 109,81 M","R$ 150,22 M","- R$ 4,72 M",185
35,30/09/2015,"R$ 78,98 M","- R$ 175,37 M","R$ 68,93 M","- R$ 27,46 M",185
36,30/06/2015,"R$ 92,83 M","- R$ 201,53 M","R$ 79,59 M","- R$ 29,10 M",185
37,31/03/2015,"R$ 84,58 M","- R$ 173,15 M","R$ 201,74 M","R$ 113,17 M",185
38,31/12/2014,"R$ 70,58 M","- R$ 155,04 M","R$ 119,16 M","R$ 34,71 M",185
39,30/09/2014,"R$ 22,46 M","- R$ 87,87 M","R$ 23,60 M","- R$ 41,81 M",185
40,30/06/2014,"- R$ 3,68 M","- R$ 58,08 M","R$ 44,64 M","- R$ 17,11 M",185
41,31/03/2014,"- R$ 32,92 M","- R$ 88,59 M","R$ 78,75 M","- R$ 42,77 M",185
42,31/12/2013,"- R$ 2,21 M","- R$ 100,28 M","R$ 101,30 M","- R$ 1,19 M",185
43,30/09/2013,"- R$ 473,00 mil","- R$ 99,08 M","R$ 204,39 M","R$ 104,84 M",185
44,30/06/2013,"R$ 314,00 mil","- R$ 98,12 M","R$ 147,87 M","R$ 50,07 M",185
45,31/03/2013,"R$ 24,06 M","- R$ 57,66 M","R$ 93,65 M","R$ 60,11 M",185
46,31/12/2012,"R$ 36,80 M","- R$ 31,04 M","R$ 42,99 M","R$ 48,81 M",185
47,30/09/2012,"R$ 45,59 M","- R$ 34,32 M","- R$ 3,29 M","R$ 7,67 M",185
48,30/06/2012,"R$ 65,53 M","- R$ 30,26 M","- R$ 23,15 M","R$ 11,99 M",185
