,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"6,13%","9,00%","9,28%","13,64%","-4,02%","-0,51%","37,39%","-0,66%","7,30%","14,64%","0,77","8,22","7,22","2,96"
1,30/06/2024,"6,34%","9,25%","9,60%","14,02%","-3,75%","-0,46%","37,89%","-0,62%","7,60%","14,68%","0,74","8,56","7,56","3,12"
2,31/03/2024,"6,48%","8,49%","9,82%","12,86%","-8,89%","-1,48%","38,55%","-1,83%","6,89%","13,68%","0,81","8,77","7,77","3,19"
3,31/12/2023,"6,38%","8,18%","9,67%","12,39%","-7,52%","-1,42%","39,05%","-1,60%","6,19%","12,49%","0,88","8,54","7,54","3,26"
4,30/09/2023,"7,43%","9,43%","11,25%","14,28%","-8,83%","-1,78%","39,65%","-1,89%","6,96%","12,95%","0,94","7,94","6,94","3,14"
5,30/06/2023,"8,99%","11,65%","13,62%","17,66%","1,82%","0,37%","40,43%","0,39%","8,24%","13,63%","0,96","8,18","7,18","2,95"
6,31/03/2023,"12,88%","17,05%","19,52%","25,84%","24,57%","4,82%","41,65%","4,65%","10,93%","15,64%","1,04","6,00","5,00","2,18"
7,31/12/2022,"15,68%","22,33%","23,76%","33,83%","42,99%","7,10%","43,05%","6,97%","14,31%","18,49%","1,02","5,31","4,31","1,54"
8,30/09/2022,"18,51%","26,35%","28,05%","39,92%","53,26%","8,94%","44,43%","8,99%","15,57%","19,39%","0,99","4,96","3,96","1,36"
9,30/06/2022,"18,44%","26,06%","27,94%","39,49%","56,33%","11,50%","44,48%","10,64%","16,15%","19,92%","1,08","4,90","3,90","1,27"
10,31/03/2022,"17,53%","24,53%","26,56%","37,17%","53,66%","10,69%","43,90%","10,56%","15,91%","19,68%","1,01","5,10","4,10","1,27"
11,31/12/2021,"16,39%","23,28%","24,83%","35,27%","51,82%","10,63%","43,25%","11,31%","15,10%","18,88%","0,94","6,06","5,06","1,59"
12,30/09/2021,"14,91%","20,54%","22,59%","31,13%","46,51%","9,69%","41,64%","10,89%","15,25%","19,29%","0,89","5,96","4,96","1,41"
13,30/06/2021,"12,55%","17,65%","19,01%","26,75%","33,07%","6,92%","40,00%","8,02%","13,86%","17,82%","0,86","4,90","3,90","1,55"
14,31/03/2021,"8,51%","11,78%","12,89%","17,85%","39,75%","7,24%","36,89%","10,01%","10,80%","15,17%","0,72","5,02","4,02","2,09"
15,31/12/2020,"6,50%","8,59%","9,85%","13,01%","34,87%","6,98%","34,57%","9,63%","8,68%","13,34%","0,73","4,88","3,88","2,26"
16,30/09/2020,"4,43%","5,94%","6,71%","9,01%","28,28%","5,62%","32,60%","8,32%","6,02%","10,62%","0,68","4,80","3,80","3,52"
17,30/06/2020,"2,28%","3,10%","3,46%","4,69%","21,37%","4,50%","30,91%","7,09%","4,21%","9,22%","0,64","4,78","3,78","4,56"
18,31/03/2020,"5,61%","7,82%","8,50%","11,84%","14,91%","2,93%","33,25%","4,47%","9,31%","14,64%","0,66","5,49","4,49","3,09"
19,31/12/2019,"4,07%","5,66%","6,17%","8,58%","3,63%","0,81%","32,54%","1,18%","6,74%","11,56%","0,69","5,00","4,00","4,04"
20,30/09/2019,"6,60%","9,06%","10,00%","13,72%","9,19%","2,01%","32,85%","3,00%","10,78%","15,47%","0,67","5,03","4,03","2,76"
21,30/06/2019,"6,35%","8,71%","9,63%","13,20%","10,45%","2,24%","34,60%","3,57%","10,50%","15,05%","0,63","4,74","3,74","3,95"
22,31/03/2019,"15,45%","19,11%","23,41%","28,96%","37,73%","8,75%","36,56%","10,51%","20,10%","24,47%","0,83","5,08","4,08","2,18"
23,31/12/2018,"18,54%","22,91%","28,09%","34,71%","47,11%","10,73%","38,48%","12,74%","23,18%","27,32%","0,84","4,48","3,48","1,78"
24,30/09/2018,"16,11%","20,00%","24,41%","30,31%","38,40%","8,75%","39,82%","10,62%","20,95%","25,08%","0,82","4,56","3,56","1,89"
25,30/06/2018,"17,52%","21,68%","26,54%","32,85%","45,06%","10,03%","40,40%","12,08%","22,99%","27,04%","0,83","4,66","3,66","1,71"
26,31/03/2018,"9,64%","11,94%","14,61%","18,09%","19,70%","4,10%","40,55%","4,96%","12,54%","16,51%","0,83","4,31","3,31","2,55"
27,31/12/2017,"10,94%","13,67%","16,58%","20,71%","26,90%","5,18%","40,73%","6,26%","14,55%","18,46%","0,83","4,39","3,39","2,22"
28,30/09/2017,"9,51%","11,97%","14,40%","18,13%","26,75%","4,84%","39,92%","6,36%","12,89%","16,82%","0,76","4,39","3,39","2,53"
29,30/06/2017,"8,37%","10,23%","12,68%","15,49%","18,95%","3,39%","38,63%","4,55%","12,40%","16,36%","0,75","4,49","3,49","2,72"
30,31/03/2017,"7,14%","8,70%","10,81%","13,18%","12,12%","2,12%","36,56%","2,79%","10,49%","14,44%","0,76","4,80","3,80","3,13"
31,31/12/2016,"4,95%","5,94%","7,50%","9,00%","0,92%","0,16%","35,73%","0,21%","7,46%","11,35%","0,75","5,19","4,19","4,17"
32,30/09/2016,"6,75%","8,03%","10,23%","12,16%","4,14%","0,74%","35,98%","0,89%","8,84%","12,56%","0,83","5,52","4,52","3,71"
33,30/06/2016,"7,69%","9,25%","11,65%","14,01%","11,02%","2,16%","36,23%","2,41%","9,54%","13,06%","0,90","5,58","4,58","4,11"
34,31/03/2016,"9,43%","11,39%","14,28%","17,26%","15,05%","2,83%","37,21%","3,36%","10,98%","14,30%","0,84","5,71","4,71","3,77"
35,31/12/2015,"12,13%","14,98%","18,38%","22,69%","22,19%","4,65%","37,36%","4,97%","12,67%","15,73%","0,94","5,83","4,83","3,66"
36,30/09/2015,"17,50%","22,59%","26,51%","34,23%","39,04%","8,37%","38,06%","8,18%","17,47%","20,26%","1,02","5,57","4,57","2,46"
37,30/06/2015,"17,34%","22,43%","26,27%","33,99%","42,83%","9,65%","37,99%","9,04%","17,38%","20,04%","1,07","5,10","4,10","2,42"
38,31/03/2015,"17,52%","22,74%","26,55%","34,46%","43,12%","9,88%","37,76%","9,12%","17,32%","19,89%","1,08","5,32","4,32","2,24"
39,31/12/2014,"18,36%","24,37%","27,82%","36,92%","48,72%","10,33%","37,64%","9,85%","16,62%","19,28%","1,05","4,77","3,77","1,94"
40,30/09/2014,"17,37%","24,97%","26,32%","37,83%","50,64%","9,57%","37,41%","9,40%","16,01%","18,74%","1,02","4,66","3,66","1,85"
41,30/06/2014,"17,06%","24,51%","25,85%","37,13%","57,75%","10,57%","37,55%","9,92%","15,19%","17,89%","1,07","4,44","3,44","1,91"
42,31/03/2014,"20,99%","33,13%","31,81%","50,20%","65,34%","12,31%","37,06%","10,64%","16,29%","18,77%","1,16","4,36","3,36","1,77"
43,31/12/2013,"22,81%","39,00%","34,56%","59,09%","71,19%","13,01%","36,42%","10,85%","16,63%","18,85%","1,20","4,72","3,72","1,50"
44,30/09/2013,"19,86%","37,29%","30,09%","56,50%","57,49%","10,74%","35,52%","8,96%","15,51%","17,49%","1,20","5,29","4,29","1,57"
45,30/06/2013,"20,83%","41,00%","31,57%","62,12%","69,39%","11,21%","35,34%","9,10%","16,06%","17,95%","1,23","5,46","4,46","1,50"
46,31/03/2013,"19,98%","40,69%","30,28%","61,65%","71,85%","11,66%","35,50%","9,23%","16,37%","18,45%","1,26","5,31","4,31","1,03"
47,31/12/2012,"19,53%","40,27%","29,59%","61,01%","80,28%","11,41%","35,45%","9,29%","16,54%","18,77%","1,23","5,47","4,47","0,81"
48,30/09/2012,"17,26%","36,31%","26,16%","55,02%","73,17%","9,24%","34,47%","8,06%","15,43%","17,88%","1,15","5,35","4,35","0,80"
49,30/06/2012,"15,68%","31,86%","23,76%","48,27%","66,68%","7,77%","33,82%","7,11%","15,58%","18,17%","1,09","6,19","5,19","0,88"
50,31/03/2012,"13,03%","27,34%","19,75%","41,42%","53,65%","5,76%","32,42%","5,57%","13,21%","15,84%","1,03","6,16","5,16","1,04"
51,31/12/2011,"10,96%","22,94%","16,61%","34,76%","40,08%","4,30%","31,72%","4,15%","11,31%","14,02%","1,03","7,04","6,04","1,33"
52,30/09/2011,"11,06%","22,74%","16,75%","34,45%","34,13%","3,49%","32,13%","3,35%","11,43%","14,18%","1,04","7,92","6,92","1,38"
53,30/06/2011,"9,91%","21,33%","15,01%","32,32%","63,47%","4,76%","31,80%","4,35%","9,99%","12,89%","1,09","8,58","7,58","1,90"
54,31/03/2011,"11,90%","26,54%","18,03%","40,20%","93,69%","5,91%","32,05%","5,47%","11,90%","15,00%","1,08","9,31","8,31","1,64"
55,31/12/2010,"14,99%","32,65%","22,72%","49,47%","109,09%","7,16%","31,96%","6,31%","13,57%","16,85%","1,13","9,33","8,33","1,51"
56,30/09/2010,"16,19%","39,67%","24,53%","60,10%","234,99%","8,96%","30,93%","8,42%","15,04%",NA,"1,07","9,77","8,77",NA
57,30/06/2010,"13,28%","33,21%","20,13%","50,31%","183,00%","5,44%","29,61%","5,59%","13,28%",NA,"0,97","13,33","12,33",NA
58,31/03/2010,"10,12%","25,66%","15,33%","38,88%","316,78%","4,38%","28,23%","4,78%","10,61%",NA,"0,92","15,85","14,85",NA
59,31/12/2009,"9,23%","22,20%","13,99%","33,63%","342,64%","3,68%","27,87%","4,12%","10,48%",NA,"0,89","15,23","14,23",NA
60,30/09/2009,"8,71%","17,82%","13,19%","27,00%","-20,75%","-1,12%","31,32%","-1,23%","10,48%",NA,"0,91","26,21","25,21",NA
61,30/06/2009,"8,76%","18,62%","13,27%","28,22%","-43,18%","-3,11%","32,22%","-3,27%","10,16%",NA,"0,95","33,65","32,65",NA
62,31/03/2009,"9,28%","19,60%","14,06%","29,70%","-42,45%","-2,69%","32,62%","-2,76%","10,61%",NA,"0,97","72,27","71,27",NA
63,31/12/2008,"9,60%","21,91%","14,54%","33,19%","-39,73%","-2,30%","32,49%","-2,29%","10,38%",NA,"1,01","93,14","92,14",NA
64,30/09/2008,"7,37%","16,84%","11,16%","25,52%","5,60%","0,31%","29,33%","0,33%","8,38%",NA,"0,96","18,56","17,56",NA
65,30/06/2008,"1,04%","2,06%","1,57%","3,12%","-33,16%","-3,58%","28,07%","-3,98%","1,27%",NA,"0,90","13,87","12,87",NA
66,31/03/2008,"-1,33%","-1,89%","-2,01%","-2,87%","-69,08%","-9,20%","28,04%","-8,76%","-1,17%",NA,"1,05","15,80","14,80",NA
67,31/12/2007,"-2,47%","-3,51%","-3,74%","-5,31%","-77,07%","-11,54%","28,31%","-9,98%","-2,17%",NA,"1,16","17,25","16,25",NA
68,30/09/2007,"-4,24%","-5,76%","-6,43%","-8,73%","-294,77%","-17,61%","27,79%","-12,60%","-2,99%",NA,"1,40","17,93","16,93",NA
69,30/06/2007,"5,16%","6,32%","7,83%","9,58%","-145,49%","-10,72%","29,25%","-7,59%","3,61%",NA,"1,41","9,27","8,27",NA
70,31/03/2007,"5,14%","6,43%","7,78%","9,74%","-84,90%","-8,44%","28,86%","-6,18%","3,84%",NA,"1,37","7,51","6,51",NA
71,31/12/2006,"3,52%","4,34%","5,33%","6,57%","-81,07%","-8,99%","27,88%","-6,78%","2,81%",NA,"1,32","6,68","5,68",NA
72,30/09/2006,"3,16%","3,78%","4,79%","5,73%","-78,35%","-9,73%","27,87%","-7,35%","2,32%",NA,"1,32","16,74","15,74",NA
73,30/06/2006,"2,10%","2,54%","3,19%","3,85%","-71,89%","-9,79%","27,20%","-7,53%","1,61%",NA,"1,30","13,57","12,57",NA
74,31/03/2006,"2,14%","2,59%","3,24%","3,92%","-52,54%","-7,37%","27,15%","-5,59%","1,66%",NA,"1,32","10,06","9,06",NA
75,31/12/2005,"4,81%","5,88%","7,29%","8,92%","-40,62%","-5,87%","28,94%","-4,30%","3,58%",NA,"1,36","9,02","8,02",NA
76,30/09/2005,"5,16%","6,23%","7,82%","9,44%","-26,52%","-4,25%","30,43%","-3,47%","4,05%",NA,"1,22","8,05","7,05",NA
77,30/06/2005,"10,21%","12,37%","15,47%","18,74%","53,28%","4,58%","31,07%","3,86%","9,30%",NA,"1,19","7,34","6,34",NA
78,31/03/2005,"11,53%","13,65%","17,48%","20,68%","10,49%","1,28%","33,70%","1,07%","10,47%",NA,"1,20","7,13","6,13",NA
79,31/12/2004,"11,37%","13,54%","17,23%","20,52%","9,32%","1,16%","33,87%","0,94%","10,22%",NA,"1,23","6,92","5,92",NA
80,30/09/2004,"10,88%","12,36%","16,49%","18,73%","8,03%","1,20%","32,66%","0,97%","9,64%",NA,"1,24","6,24","5,24",NA
81,30/06/2004,"5,74%","6,43%","8,70%","9,74%","-51,54%","-9,18%","32,97%","-7,31%","4,97%",NA,"1,26","11,62","10,62",NA
82,31/03/2004,"6,71%","7,38%","10,16%","11,18%","-8,78%","-1,12%","32,05%","-0,93%","5,92%",NA,"1,21","8,19","7,19",NA
83,31/12/2003,"7,06%","7,55%","10,69%","11,44%","0,33%","0,04%","32,44%","0,03%","6,07%",NA,"1,23","8,04","7,04",NA
84,30/09/2003,"11,47%","13,04%","17,38%","19,76%","179,66%","7,05%","32,62%","5,82%","10,52%",NA,"1,21","6,71","5,71",NA
85,30/06/2003,"16,23%","18,17%","24,59%","27,53%","2,72%","0,41%","33,96%","0,29%","12,38%",NA,"1,45","5,61","4,61",NA
86,31/03/2003,"17,31%","18,77%","26,23%","28,43%","-43,30%","-9,03%","35,54%","-6,26%","12,73%",NA,"1,44","7,82","6,82",NA
87,31/12/2002,"16,06%","17,02%","24,34%","25,79%","-51,37%","-11,13%","34,98%","-8,21%","12,67%",NA,"1,36","8,42","7,42",NA
88,30/09/2002,NA,NA,NA,NA,NA,NA,"35,63%","-16,96%","10,20%",NA,NA,"25,49","24,49",NA
89,30/06/2002,NA,NA,NA,NA,NA,NA,"35,17%","-3,27%","9,16%",NA,NA,"6,56","5,56",NA
90,31/03/2002,NA,NA,NA,NA,NA,NA,"35,15%","-4,52%","9,17%",NA,NA,"4,80","3,80",NA
91,31/12/2001,"9,43%","9,65%","14,29%","14,62%","-18,53%","-3,83%","35,11%","-3,66%","9,32%",NA,"1,05","4,62","3,62",NA
92,31/12/2000,"-0,85%","-0,90%","-1,28%","-1,36%","-30,64%","-11,12%","32,20%","-11,45%","-0,90%",NA,"0,97","4,84","3,84",NA
93,30/09/2000,"0,19%","0,20%","0,29%","0,30%","-19,11%","-7,78%","36,06%","-9,99%","0,28%",NA,"0,78","3,56","2,56",NA
94,30/06/2000,"2,69%","2,79%","4,08%","4,23%","-15,98%","-6,72%","36,30%","-8,52%","3,90%",NA,"0,79","2,95","1,95",NA
95,31/03/2000,"5,79%","6,03%","8,77%","9,13%","-6,82%","-2,95%","36,69%","-3,46%","7,92%",NA,"0,85","2,60","1,60",NA
