,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 23,07 M","- R$ 28,36 M","R$ 72,73 M","R$ 67,44 M"
1,31/03/2024,"R$ 51,22 M","- R$ 25,40 M","- R$ 244,64 M","- R$ 218,82 M"
2,31/12/2023,"R$ 129,43 M","- R$ 38,50 M","- R$ 9,67 M","R$ 81,25 M"
3,30/09/2023,"- R$ 11,65 M","- R$ 26,26 M","R$ 134,92 M","R$ 97,02 M"
4,30/06/2023,"R$ 39,89 M","- R$ 48,06 M","R$ 111,61 M","R$ 103,44 M"
5,31/03/2023,"R$ 69,97 M","- R$ 56,53 M","R$ 23,09 M","R$ 36,53 M"
6,31/12/2022,"R$ 94,42 M","- R$ 41,33 M","- R$ 21,75 M","R$ 31,35 M"
7,30/09/2022,"R$ 49,68 M","- R$ 50,10 M","R$ 20,03 M","R$ 19,62 M"
8,30/06/2022,"R$ 6,81 M","- R$ 354,58 M","- R$ 18,82 M","- R$ 366,59 M"
9,31/03/2022,"R$ 14,01 M","- R$ 48,38 M","- R$ 61,36 M","- R$ 95,73 M"
10,31/12/2021,"R$ 40,56 M","- R$ 37,71 M","- R$ 1,80 M","R$ 1,05 M"
11,30/09/2021,"- R$ 17,66 M","- R$ 22,26 M","- R$ 62,08 M","- R$ 102,00 M"
12,30/06/2021,"- R$ 2,56 M","- R$ 12,56 M","- R$ 301,00 mil","- R$ 15,42 M"
13,31/03/2021,"- R$ 20,13 M","- R$ 31,55 M","R$ 662,08 M","R$ 610,41 M"
14,31/12/2020,"R$ 33,48 M","- R$ 6,54 M","- R$ 68,04 M","- R$ 41,09 M"
15,30/09/2020,"- R$ 4,64 M","- R$ 11,08 M","R$ 3,88 M","- R$ 11,83 M"
16,30/06/2020,"R$ 17,05 M","- R$ 3,27 M","- R$ 161,31 M","- R$ 147,54 M"
17,31/03/2020,"R$ 14,48 M","- R$ 588,86 M","R$ 822,97 M","R$ 248,58 M"
18,31/12/2019,NA,NA,NA,NA
