,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 24/09/2024,"25,32","2,72","2,29","12,59","1,04","R$ 2,42 B","0,50%"
1,30/06/2024,"27,67","2,97","2,50","13,76","1,14","R$ 2,64 B","0,46%"
2,31/03/2024,"24,59","2,95","2,65","12,50","1,16","R$ 2,63 B","0,46%"
3,31/12/2023,"34,13","2,65","2,44","10,06","0,90","R$ 2,29 B","0,00%"
4,30/09/2023,"36,42","2,65","2,42","10,94","0,90","R$ 2,12 B","0,00%"
5,30/06/2023,"34,90","2,73","2,47","8,48","0,97","R$ 2,16 B","0,00%"
6,31/03/2023,"80,92","2,94","2,60","10,33","1,10","R$ 2,28 B","0,00%"
7,31/12/2022,"62,93","2,55","2,53","12,28","0,98","R$ 2,03 B","0,00%"
8,30/09/2022,"-223,83","2,48","2,62","16,52","0,92","R$ 1,84 B","0,00%"
9,30/06/2022,"-183,79","2,37","2,98","39,88","0,89","R$ 1,74 B","0,00%"
10,31/03/2022,"-1.220,66","2,61","4,25","57,72","1,29","R$ 1,98 B","0,00%"
11,31/12/2021,"-171,64","2,57","4,74","8.955,86","1,21","R$ 1,97 B","0,00%"
12,30/09/2021,"-54,77","2,76","5,94","-301,47","1,33","R$ 2,07 B","0,00%"
13,30/06/2021,"-46,53","3,57","9,55","428,02","1,64","R$ 2,63 B","0,00%"
14,31/03/2021,"-29,63","3,54","12,03","102,92","1,63","R$ 2,65 B","0,00%"
15,31/12/2020,"-22,45","16,65","5,70","25,35","1,51","R$ 1,53 B","0,00%"
16,30/09/2020,"-0,38","0,12","0,06","0,25","0,02","R$ 15,31 M","0,00%"
17,30/06/2020,"-0,96","0,11","0,05","0,20","0,01","R$ 15,31 M","0,00%"
18,31/03/2020,"0,67","0,08","0,04","0,26","0,01","R$ 15,31 M","0,00%"
19,31/12/2019,"0,89","0,19","0,04","0,23","0,04","R$ 12,29 M","0,00%"
