,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 196,37 M","- R$ 1,82 B","R$ 2,16 B","R$ 137,82 M"
1,31/03/2024,"- R$ 133,06 M","- R$ 86,41 M","R$ 81,53 M","- R$ 137,94 M"
2,31/12/2023,"- R$ 204,35 M","- R$ 279,20 M","R$ 483,66 M","R$ 188,00 mil"
3,30/09/2023,"R$ 223,55 M","R$ 59,09 M","- R$ 282,56 M","R$ 92,00 mil"
4,30/06/2023,"R$ 175,99 M","R$ 24,47 M","- R$ 59,66 M","R$ 140,67 M"
5,31/03/2023,"- R$ 246,75 M","R$ 423,47 M","- R$ 30,02 M","R$ 146,55 M"
6,31/12/2022,"R$ 131,73 M","- R$ 415,96 M","R$ 434,54 M","R$ 150,22 M"
7,30/09/2022,"R$ 17,41 M","- R$ 575,71 M","R$ 170,45 M","- R$ 387,64 M"
8,30/06/2022,"- R$ 248,79 M","R$ 279,19 M","- R$ 79,64 M","- R$ 49,29 M"
9,31/03/2022,"- R$ 171,99 M","R$ 303,76 M","- R$ 118,26 M","R$ 13,08 M"
10,31/12/2021,"R$ 25,72 M","- R$ 1,82 B","R$ 557,56 M","- R$ 1,24 B"
11,30/09/2021,"R$ 70,95 M","- R$ 210,82 M","R$ 1,55 B","R$ 1,41 B"
12,30/06/2021,"- R$ 109,55 M","- R$ 24,67 M","- R$ 200,43 M","- R$ 334,64 M"
13,31/03/2021,"R$ 3,59 M","R$ 25,92 M","- R$ 76,85 M","- R$ 47,34 M"
14,31/12/2020,NA,NA,NA,NA
