,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 310,23 M","- R$ 2,13 B","R$ 2,44 B","R$ 163,00 mil"
1,31/03/2024,"R$ 62,13 M","- R$ 282,05 M","R$ 222,97 M","R$ 3,01 M"
2,31/12/2023,"- R$ 51,56 M","R$ 227,83 M","R$ 111,42 M","R$ 287,50 M"
3,30/09/2023,"R$ 284,52 M","R$ 91,08 M","R$ 62,29 M","R$ 437,53 M"
4,30/06/2023,"R$ 78,38 M","- R$ 543,73 M","R$ 515,30 M","R$ 49,80 M"
5,31/03/2023,"- R$ 346,40 M","- R$ 289,01 M","R$ 495,33 M","- R$ 140,16 M"
6,31/12/2022,"- R$ 271,64 M","- R$ 408,72 M","R$ 407,08 M","- R$ 273,63 M"
7,30/09/2022,"- R$ 377,66 M","- R$ 1,81 B","R$ 530,11 M","- R$ 1,66 B"
8,30/06/2022,"- R$ 324,11 M","- R$ 1,45 B","R$ 1,91 B","R$ 141,71 M"
9,31/03/2022,"- R$ 184,87 M","- R$ 1,75 B","R$ 1,79 B","- R$ 143,64 M"
10,31/12/2021,"- R$ 9,28 M","- R$ 2,03 B","R$ 1,83 B","- R$ 204,05 M"
11,30/09/2021,"- R$ 60,70 M","- R$ 332,48 M","R$ 1,50 B","R$ 1,11 B"
12,30/06/2021,"- R$ 78,92 M","- R$ 196,30 M","R$ 195,74 M","- R$ 79,48 M"
13,31/03/2021,"R$ 115,84 M","- R$ 236,40 M","R$ 494,22 M","R$ 373,66 M"
14,31/12/2020,"R$ 97,56 M","- R$ 355,24 M","R$ 551,12 M","R$ 293,44 M"
