,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 1,57 B","R$ 526,97 M","R$ 215,22 M","- R$ 69,73 M","R$ 284,96 M","R$ 3,30 M","R$ 0,01"
1,31/03/2024,"R$ 1,46 B","R$ 482,28 M","R$ 166,80 M","- R$ 67,65 M","R$ 234,44 M","R$ 9,59 M","R$ 0,02"
2,31/12/2023,"R$ 1,43 B","R$ 486,77 M","R$ 177,71 M","- R$ 65,87 M","R$ 243,58 M","R$ 74,44 M","R$ 0,14"
3,30/09/2023,"R$ 1,40 B","R$ 495,78 M","R$ 183,96 M","- R$ 68,53 M","R$ 252,49 M","R$ 104,99 M","R$ 0,20"
4,30/06/2023,"R$ 1,36 B","R$ 475,48 M","R$ 187,61 M","- R$ 62,71 M","R$ 250,32 M","R$ 21,01 M","R$ 0,04"
5,31/03/2023,"R$ 1,29 B","R$ 470,55 M","R$ 208,75 M","- R$ 60,25 M","R$ 269,00 M","R$ 22,18 M","R$ 0,04"
6,31/12/2022,"R$ 1,22 B","R$ 452,09 M","R$ 190,91 M","- R$ 43,39 M","R$ 234,30 M","R$ 71,11 M","R$ 0,14"
7,30/09/2022,"R$ 1,16 B","R$ 407,40 M","R$ 131,11 M","- R$ 49,59 M","R$ 180,70 M","R$ 30,83 M","R$ 0,06"
8,30/06/2022,"R$ 899,90 M","R$ 321,29 M","R$ 75,98 M","- R$ 47,18 M","R$ 123,16 M","- R$ 32,69 M","- R$ 0,07"
9,31/03/2022,"R$ 807,95 M","R$ 271,33 M","R$ 72,57 M","- R$ 34,98 M","R$ 107,55 M","- R$ 22,99 M","- R$ 0,05"
10,31/12/2021,"R$ 767,88 M","R$ 265,61 M","R$ 73,12 M","- R$ 35,90 M","R$ 109,02 M","R$ 15,29 M","R$ 0,03"
11,30/09/2021,"R$ 679,42 M","R$ 218,90 M","R$ 196,36 M","- R$ 27,18 M","R$ 223,55 M","R$ 145,18 M","R$ 0,29"
12,30/06/2021,"R$ 640,22 M","R$ 189,51 M","- R$ 147,66 M","- R$ 36,01 M","- R$ 111,64 M","- R$ 204,89 M","- R$ 0,51"
13,31/03/2021,"R$ 614,55 M","R$ 194,77 M","R$ 55,39 M","- R$ 27,87 M","R$ 83,26 M","- R$ 2,48 M","- R$ 0,61"
14,31/12/2020,NA,NA,NA,NA,NA,NA,NA
