,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"18,84%","9,23%","28,55%","13,99%","8,62%","2,25%","33,98%","3,28%","12,69%","17,32%","0,69","3,18","2,18","4,95"
1,31/03/2024,"17,14%","8,66%","25,96%","13,12%","10,39%","2,54%","34,32%","3,71%","12,66%","17,35%","0,68","4,25","3,25","4,45"
2,31/12/2023,"19,53%","9,39%","29,59%","14,23%","10,51%","2,71%","35,14%","4,06%","13,81%","18,50%","0,67","3,99","2,99","3,94"
3,30/09/2023,"23,09%","10,42%","34,99%","15,79%","10,89%","3,01%","35,93%","4,16%","14,63%","19,09%","0,72","3,89","2,89","3,05"
4,30/06/2023,"23,26%","12,60%","35,25%","19,09%","8,06%","2,26%","35,87%","2,88%","14,27%","18,56%","0,78","3,84","2,84","3,30"
5,31/03/2023,"18,84%","10,77%","28,54%","16,31%","5,01%","1,46%","36,10%","2,00%","13,27%","17,65%","0,73","4,09","3,09","4,26"
6,31/12/2022,"12,61%","8,29%","19,11%","12,56%","2,50%","0,77%","35,52%","1,13%","11,51%","15,79%","0,68","3,88","2,88","4,97"
7,30/09/2022,"25,49%","15,21%","38,63%","23,05%","-0,55%","-0,19%","34,77%","-0,26%","9,69%","14,30%","0,73","3,61","2,61","5,52"
8,30/06/2022,"32,09%","23,73%","48,63%","35,96%","-198,74%","3,36%","34,14%","3,32%","13,25%","17,85%","1,01","3,56","2,56","3,48"
9,31/03/2022,"17,93%","9,64%","27,16%","14,61%","-16,59%","-2,03%","32,65%","-2,33%","6,71%","11,34%","0,87","3,44","2,44","5,76"
10,31/12/2021,"17,41%","9,06%","26,38%","13,73%","-11,73%","-1,39%","32,15%","-1,74%","6,56%","11,26%","0,80","3,25","2,25","6,22"
11,30/09/2021,"3,69%","1,92%","5,59%","2,91%","-51,22%","-6,09%","31,56%","-8,16%","1,50%","6,48%","0,75","2,87","1,87","-1,25"
12,30/06/2021,"-10,19%","-5,30%","-15,45%","-8,04%","-84,01%","-9,99%","31,48%","-14,27%","-4,41%","0,85%","0,70","-59,07","-60,07","60,85"
13,31/03/2021,"6,82%","3,55%","10,33%","5,38%","-35,10%","-4,17%","32,02%","-6,39%","3,16%","8,24%","0,65","8,18","7,18","5,11"
14,31/12/2020,NA,NA,NA,NA,NA,NA,"31,23%","-7,84%","0,96%","6,21%",NA,"8,41","7,41","7,05"
