,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 40,09 M","- R$ 31,40 M","R$ 697,00 mil","R$ 9,39 M"
1,31/03/2024,"R$ 44,41 M","- R$ 30,61 M","- R$ 13,36 M","R$ 446,00 mil"
2,31/12/2023,"R$ 37,53 M","- R$ 28,80 M","- R$ 8,41 M","R$ 314,00 mil"
3,30/09/2023,"R$ 50,85 M","- R$ 28,00 M","- R$ 21,03 M","R$ 1,82 M"
4,30/06/2023,"R$ 42,87 M","- R$ 24,66 M","- R$ 20,82 M","- R$ 2,60 M"
5,31/03/2023,"R$ 42,07 M","- R$ 20,78 M","- R$ 22,10 M","- R$ 807,00 mil"
6,31/12/2022,"R$ 33,63 M","- R$ 16,39 M","- R$ 20,65 M","- R$ 3,42 M"
7,30/09/2022,"R$ 41,97 M","- R$ 11,04 M","- R$ 29,99 M","R$ 944,00 mil"
8,30/06/2022,"R$ 28,58 M","- R$ 10,72 M","- R$ 20,80 M","- R$ 2,94 M"
9,31/03/2022,"R$ 33,80 M","- R$ 10,63 M","- R$ 23,51 M","- R$ 341,00 mil"
10,31/12/2021,"R$ 34,65 M","- R$ 11,02 M","- R$ 22,82 M","R$ 811,00 mil"
11,30/09/2021,"R$ 8,39 M","- R$ 12,71 M","R$ 2,40 M","- R$ 1,93 M"
12,30/06/2021,"R$ 2,45 M","- R$ 9,04 M","R$ 10,77 M","R$ 4,18 M"
13,31/03/2021,"- R$ 6,26 M","- R$ 7,30 M","R$ 11,98 M","- R$ 1,58 M"
14,31/12/2020,"R$ 3,30 M","- R$ 6,22 M","- R$ 331,00 mil","- R$ 3,24 M"
15,30/09/2020,"R$ 11,04 M","- R$ 4,34 M","- R$ 3,88 M","R$ 2,82 M"
16,30/06/2020,"R$ 28,27 M","- R$ 5,63 M","- R$ 22,67 M","- R$ 27,00 mil"
17,31/03/2020,"R$ 24,14 M","- R$ 7,13 M","- R$ 13,09 M","R$ 3,91 M"
18,31/12/2019,"R$ 17,90 M","- R$ 6,52 M","- R$ 4,80 M","R$ 6,58 M"
19,30/09/2019,"R$ 21,11 M","- R$ 5,16 M","- R$ 14,18 M","R$ 1,78 M"
20,30/06/2019,"R$ 10,77 M","- R$ 4,41 M","- R$ 4,18 M","R$ 2,18 M"
21,31/03/2019,"R$ 4,49 M","- R$ 5,81 M","R$ 2,26 M","R$ 936,00 mil"
22,31/12/2018,"R$ 2,78 M","- R$ 5,40 M","R$ 4,55 M","R$ 1,94 M"
23,30/09/2018,"- R$ 304,00 mil","- R$ 5,64 M","R$ 5,47 M","- R$ 467,00 mil"
24,30/06/2018,"R$ 1,51 M","- R$ 7,69 M","R$ 4,10 M","- R$ 2,09 M"
25,31/03/2018,"R$ 4,11 M","- R$ 7,51 M","R$ 2,10 M","- R$ 1,31 M"
26,31/12/2017,"R$ 10,69 M","- R$ 9,68 M","- R$ 2,04 M","- R$ 1,03 M"
27,30/09/2017,"R$ 17,22 M","- R$ 11,81 M","- R$ 4,66 M","R$ 756,00 mil"
28,30/06/2017,"R$ 16,41 M","- R$ 10,62 M","- R$ 8,47 M","- R$ 2,69 M"
29,31/03/2017,"R$ 16,18 M","- R$ 9,71 M","- R$ 12,49 M","- R$ 6,02 M"
30,31/12/2016,"R$ 13,04 M","- R$ 8,43 M","- R$ 8,76 M","- R$ 4,15 M"
31,30/09/2016,"R$ 13,76 M","- R$ 8,26 M","- R$ 6,11 M","- R$ 609,00 mil"
32,30/06/2016,"R$ 11,03 M","- R$ 11,01 M","R$ 2,59 M","R$ 2,61 M"
33,31/03/2016,"R$ 11,88 M","- R$ 11,15 M","R$ 5,82 M","R$ 6,54 M"
34,31/12/2015,"R$ 9,29 M","- R$ 10,93 M","R$ 4,76 M","R$ 3,12 M"
35,30/09/2015,"R$ 960,00 mil","- R$ 11,22 M","R$ 8,58 M","- R$ 1,68 M"
36,30/06/2015,"R$ 20,08 M","- R$ 8,47 M","- R$ 12,45 M","- R$ 840,00 mil"
37,31/03/2015,"R$ 22,05 M","- R$ 8,97 M","- R$ 14,45 M","- R$ 1,37 M"
38,31/12/2014,"R$ 18,90 M","- R$ 9,76 M","- R$ 15,07 M","- R$ 5,93 M"
39,30/09/2014,"R$ 26,89 M","- R$ 13,40 M","- R$ 14,63 M","- R$ 1,15 M"
40,30/06/2014,"R$ 15,07 M","- R$ 24,83 M","R$ 11,90 M","R$ 2,15 M"
41,31/03/2014,"R$ 18,11 M","- R$ 29,01 M","R$ 10,97 M","R$ 65,00 mil"
42,31/12/2013,"R$ 30,27 M","- R$ 30,03 M","R$ 8,26 M","R$ 8,51 M"
43,30/09/2013,"R$ 31,04 M","- R$ 27,34 M","- R$ 1,13 M","R$ 2,57 M"
44,30/06/2013,"R$ 32,76 M","- R$ 20,43 M","- R$ 16,49 M","- R$ 4,16 M"
45,31/03/2013,"R$ 30,29 M","- R$ 21,52 M","- R$ 6,61 M","R$ 2,17 M"
46,31/12/2012,"R$ 26,00 M","- R$ 23,95 M","- R$ 3,20 M","- R$ 1,15 M"
