,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"45,39%","-7,43%","68,77%","-11,26%","3,54%","-13,08%","26,64%","-7,24%","21,47%","23,27%","1,81","-0,28","-1,28","0,73"
1,30/06/2024,"45,89%","-7,11%","69,53%","-10,77%","2,76%","-10,56%","26,53%","-5,71%","20,76%","22,53%","1,85","-0,27","-1,27","0,78"
2,31/03/2024,"14,70%","-2,18%","22,27%","-3,30%","7,67%","-29,56%","26,81%","-15,81%","6,34%","8,05%","1,87","-0,27","-1,27","2,10"
3,31/12/2023,"17,68%","-2,48%","26,79%","-3,76%","7,52%","-30,26%","26,28%","-15,35%","7,16%","8,83%","1,97","-0,26","-1,26","1,89"
4,30/09/2023,"16,72%","-2,56%","25,34%","-3,88%","15,31%","-53,21%","25,14%","-28,30%","6,63%","8,38%","1,88","-0,27","-1,27","1,76"
5,30/06/2023,"12,16%","-1,82%","18,43%","-2,76%","16,42%","-57,27%","23,01%","-29,80%","4,63%","6,51%","1,92","-0,26","-1,26","2,22"
6,31/03/2023,"4,16%","-0,60%","6,31%","-0,91%","18,24%","-60,59%","20,75%","-32,40%","1,49%","3,52%","1,87","-0,26","-1,26","4,22"
7,31/12/2022,"-3,68%","0,54%","-5,57%","0,82%","19,64%","-64,49%","18,59%","-34,82%","-1,34%","0,84%","1,85","-0,25","-1,25","17,25"
8,30/09/2022,"-6,57%","1,05%","-9,95%","1,59%","11,88%","-37,11%","17,38%","-20,78%","-2,53%","-0,28%","1,79","-0,29","-1,29","-52,61"
9,30/06/2022,"-5,14%","0,72%","-7,79%","1,10%","10,68%","-36,58%","17,84%","-18,94%","-1,79%","0,47%","1,93","-0,29","-1,29","31,80"
10,31/03/2022,"-8,23%","0,78%","-12,47%","1,19%","9,43%","-31,52%","17,66%","-17,24%","-1,97%","0,35%","1,83","-0,30","-1,30","46,02"
11,31/12/2021,"-4,18%","0,34%","-6,34%","0,52%","8,26%","-28,23%","18,71%","-15,14%","-0,87%","1,48%","1,86","-0,30","-1,30","10,53"
12,30/09/2021,"-6,02%","0,42%","-9,12%","0,64%","7,94%","-27,63%","19,11%","-14,71%","-1,10%","1,34%","1,88","-0,32","-1,32","13,33"
13,30/06/2021,"-17,55%","0,90%","-26,59%","1,37%","8,56%","-31,94%","18,19%","-16,61%","-2,49%","0,12%","1,92","-0,29","-1,29","135,82"
14,31/03/2021,"-22,35%","1,78%","-33,86%","2,70%","9,67%","-32,72%","17,01%","-21,41%","-5,56%","-2,46%","1,53","-0,30","-1,30","-9,06"
15,31/12/2020,"-29,84%","2,93%","-45,21%","4,43%","11,41%","-36,89%","14,98%","-27,33%","-9,89%","-6,36%","1,35","-0,29","-1,29","-3,51"
16,30/09/2020,"-37,05%","3,46%","-56,14%","5,24%","12,05%","-37,10%","14,01%","-30,72%","-12,35%","-8,43%","1,21","-0,29","-1,29","-2,60"
17,30/06/2020,"-54,56%","5,40%","-82,67%","8,19%","14,95%","-43,76%","11,74%","-39,00%","-19,84%","-15,61%","1,12","-0,27","-1,27","-1,24"
18,31/03/2020,"-48,13%","6,03%","-72,93%","9,13%","16,37%","-45,42%","11,03%","-38,89%","-20,09%","-16,08%","1,17","-0,30","-1,30","-1,22"
19,31/12/2019,"-50,71%","6,89%","-76,84%","10,45%","17,19%","-48,38%","9,30%","-39,41%","-22,14%","-18,28%","1,23","-0,31","-1,31","-1,01"
20,30/09/2019,"-50,15%","7,06%","-75,98%","10,70%","17,80%","-46,46%","6,88%","-40,36%","-22,45%","-18,75%","1,15","-0,32","-1,32","-1,08"
21,30/06/2019,"-39,15%","6,47%","-59,32%","9,81%","16,61%","-42,50%","6,20%","-36,49%","-19,98%","-16,51%","1,16","-0,34","-1,34","-1,10"
22,31/03/2019,"-30,90%","6,52%","-46,82%","9,89%","17,23%","-41,82%","6,63%","-36,82%","-19,61%","-16,39%","1,14","-0,36","-1,36","-1,14"
23,31/12/2018,"-27,46%","6,45%","-41,60%","9,77%","16,86%","-38,88%","7,51%","-35,63%","-19,18%","-15,96%","1,09","-0,36","-1,36","-1,17"
24,30/09/2018,"-26,60%","7,05%","-40,31%","10,68%","17,62%","-38,38%","8,93%","-36,03%","-20,21%","-16,88%","1,07","-0,38","-1,38","-1,06"
25,30/06/2018,"-24,71%","7,14%","-37,43%","10,82%","18,11%","-38,07%","9,40%","-36,95%","-20,49%","-16,92%","1,03","-0,39","-1,39","-1,03"
26,31/03/2018,"-23,19%","7,86%","-35,14%","11,91%","19,12%","-37,72%","8,81%","-38,23%","-22,03%","-18,22%","0,99","-0,41","-1,41","-0,93"
27,31/12/2017,"-21,05%","8,19%","-31,89%","12,40%","20,78%","-37,75%","9,04%","-39,93%","-21,91%","-17,92%","0,95","-0,43","-1,43","-0,92"
28,30/09/2017,"-18,81%","8,23%","-28,49%","12,46%","21,53%","-36,68%","10,28%","-40,76%","-21,44%","-17,15%","0,90","-0,46","-1,46","-1,00"
