,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
32,30/09/2016,"-5,77","0,48","0,06","0,32","0,03","R$ 60,35 M","0,00%"
33,30/06/2016,"-0,52","0,62","0,09","0,53","0,04","R$ 96,30 M","0,00%"
34,31/03/2016,"-0,71","1,22","0,15","0,98","0,07","R$ 152,24 M","0,00%"
35,31/12/2015,"-0,28","1,10","0,10","0,82","0,05","R$ 106,39 M","0,00%"
36,30/09/2015,"-0,33","0,96","0,12","1,11","0,06","R$ 131,15 M","0,00%"
37,30/06/2015,"-0,99","0,70","0,23","1,95","0,11","R$ 240,29 M","0,00%"
38,31/03/2015,"-1,14","0,78","0,26","2,70","0,12","R$ 267,80 M","0,00%"
39,31/12/2014,"-3,43","0,61","0,30","3,72","0,14","R$ 288,89 M","0,00%"
40,30/09/2014,"-12,22","0,80","0,47","10,89","0,20","R$ 431,05 M","0,00%"
41,30/06/2014,"22,65","0,96","0,63","21,75","0,27","R$ 558,53 M","0,00%"
42,31/03/2014,"-283,42","1,22","0,83","15,46","0,34","R$ 699,76 M","0,00%"
43,31/12/2013,"120,40","1,44","0,99","16,56","0,39","R$ 799,73 M","0,00%"
44,30/09/2013,"-158,74","1,62","1,09","12,25","0,44","R$ 862,09 M","0,00%"
45,30/06/2013,"512,64","1,80","1,23","12,18","0,49","R$ 951,97 M","0,00%"
46,31/03/2013,"-233,86","1,73","1,29","23,09","0,50","R$ 960,22 M","0,00%"
47,31/12/2012,"-31,81","1,49","1,10","20,95","0,42","R$ 788,72 M","0,00%"
48,30/09/2012,"-9,18","1,13","0,91","-55,00","0,34","R$ 609,88 M","0,00%"
49,30/06/2012,"-5,61","1,06","0,85","-1.852,58","0,32","R$ 555,77 M","0,00%"
50,31/03/2012,"-10,96","1,37","1,12","40,30","0,47","R$ 733,70 M","0,00%"
51,31/12/2011,"-10,04","1,47","1,19","48,30","0,52","R$ 784,14 M","0,00%"
52,30/09/2011,"-27,00","0,97","0,84","10,59","0,41","R$ 568,61 M","0,00%"
53,30/06/2011,"42,87","0,79","0,70","16,30","0,37","R$ 477,82 M","0,00%"
54,31/03/2011,"55,22","1,25","1,15","23,10","0,59","R$ 752,04 M","0,00%"
55,31/12/2010,"43,74","1,32","1,30","52,41","0,70","R$ 805,23 M","0,00%"
56,30/09/2010,"353,31","1,60","1,73","-115,16","0,90","R$ 962,05 M","0,00%"
57,30/06/2010,"-73,25","1,20","1,44","-27,90","0,67","R$ 704,35 M","0,00%"
58,31/03/2010,"-63,78","1,15","1,50","-38,58","0,67","R$ 671,33 M","0,00%"
59,31/12/2009,"-113,28","1,27","1,75","-56,81","0,81","R$ 747,45 M","2,84%"
60,30/09/2009,"29,97","1,31","1,75","86,13","0,94","R$ 790,55 M","2,68%"
61,30/06/2009,"16,90","1,27","1,62","21,01","0,99","R$ 767,63 M","2,76%"
62,31/03/2009,"12,46","1,18","1,52","51,35","0,91","R$ 706,18 M","3,00%"
63,31/12/2008,"7,26","1,01","1,36","34,01","0,77","R$ 605,30 M","3,50%"
64,30/09/2008,"5,45","0,81","1,23",NA,"0,63","R$ 488,82 M","3,42%"
65,30/06/2008,"10,03","1,56","2,66",NA,"1,25","R$ 926,29 M","1,80%"
66,31/03/2008,"12,38","1,81","3,34",NA,"1,38","R$ 1,11 B","1,51%"
67,31/12/2007,"16,34","1,72","3,11",NA,"1,30","R$ 1,01 B","1,65%"
68,30/09/2007,"21,66","1,95","3,55",NA,"1,51","R$ 1,10 B","0,00%"
69,30/06/2007,"25,93","2,48","4,07",NA,"1,82","R$ 1,21 B","0,00%"
70,31/03/2007,"21,27","9,70","3,50",NA,"3,50","R$ 991,42 M","0,00%"
71,31/12/2006,"0,00","0,00","0,00",NA,"0,00","R$ 21,48 mil","0,00%"
