,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 684,15 M","R$ 95,45 M","R$ 69,13 M","- R$ 67,08 M","R$ 136,21 M","R$ 7,42 M","R$ 0,07"
1,31/03/2024,"R$ 619,39 M","R$ 104,21 M","R$ 78,24 M","- R$ 63,32 M","R$ 141,56 M","R$ 8,30 M","R$ 0,08"
2,31/12/2023,"R$ 601,49 M","R$ 85,60 M","R$ 59,52 M","- R$ 60,33 M","R$ 119,85 M","- R$ 35,87 M","- R$ 0,34"
3,30/09/2023,"R$ 622,89 M","R$ 117,14 M","R$ 102,76 M","- R$ 50,87 M","R$ 153,62 M","R$ 40,54 M","R$ 0,38"
4,30/06/2023,"R$ 554,59 M","R$ 112,60 M","R$ 80,59 M","- R$ 59,53 M","R$ 140,12 M","R$ 17,04 M","R$ 0,16"
5,31/03/2023,"R$ 559,66 M","R$ 151,79 M","R$ 98,11 M","- R$ 56,93 M","R$ 155,04 M","R$ 38,39 M","R$ 0,36"
6,31/12/2022,"R$ 547,51 M","R$ 137,03 M","R$ 142,78 M","- R$ 48,88 M","R$ 191,66 M","R$ 288,48 M","R$ 2,71"
7,30/09/2022,"R$ 521,91 M","R$ 115,41 M","R$ 89,04 M","- R$ 46,42 M","R$ 135,45 M","R$ 35,97 M","R$ 0,34"
8,30/06/2022,"R$ 609,19 M","R$ 130,66 M","R$ 85,95 M","- R$ 48,78 M","R$ 106,59 M","R$ 21,96 M","R$ 0,21"
9,31/03/2022,"R$ 388,44 M","R$ 104,54 M","R$ 110,41 M","- R$ 31,94 M","R$ 142,35 M","R$ 88,43 M","R$ 0,84"
10,31/12/2021,"R$ 387,94 M","R$ 87,27 M","R$ 67,96 M","- R$ 31,51 M","R$ 99,46 M","R$ 21,01 M","R$ 0,20"
11,30/09/2021,"R$ 359,54 M","R$ 76,80 M","R$ 74,73 M","- R$ 31,10 M","R$ 105,83 M","R$ 60,24 M","R$ 0,57"
12,30/06/2021,"R$ 352,85 M","R$ 75,45 M","R$ 62,09 M","- R$ 30,99 M","R$ 93,08 M","R$ 37,53 M","R$ 0,35"
13,31/03/2021,"R$ 296,72 M","R$ 50,41 M","R$ 41,77 M","- R$ 28,96 M","R$ 70,73 M","- R$ 21,28 M","- R$ 0,20"
14,31/12/2020,"R$ 321,79 M","R$ 84,06 M","R$ 76,18 M","- R$ 28,44 M","R$ 104,62 M","R$ 133,34 M","R$ 1,26"
15,30/09/2020,"R$ 298,43 M","R$ 63,11 M","R$ 56,02 M","- R$ 27,84 M","R$ 83,86 M","R$ 9,04 M","R$ 0,09"
16,30/06/2020,"R$ 234,62 M","R$ 47,54 M","R$ 29,62 M","- R$ 27,97 M","R$ 57,59 M","- R$ 14,78 M","- R$ 0,14"
17,31/03/2020,"R$ 271,34 M","R$ 38,20 M","R$ 30,94 M","- R$ 22,26 M","R$ 53,20 M","- R$ 114,65 M","- R$ 1,10"
18,31/12/2019,"R$ 265,42 M","R$ 30,16 M","R$ 32,95 M","- R$ 27,77 M","R$ 60,72 M","R$ 13,43 M","R$ 0,13"
19,30/09/2019,"R$ 278,28 M","R$ 61,36 M","R$ 46,01 M","- R$ 43,24 M","R$ 89,25 M","- R$ 17,20 M","- R$ 0,35"
20,30/06/2019,"R$ 269,81 M","R$ 55,34 M","R$ 48,04 M","- R$ 9,32 M","R$ 57,35 M","R$ 9,68 M","R$ 0,26"
21,31/03/2019,"R$ 238,70 M","R$ 51,13 M","R$ 45,49 M","- R$ 18,33 M","R$ 63,82 M","R$ 5,22 M","R$ 0,14"
22,31/12/2018,"R$ 249,34 M","R$ 41,90 M","R$ 29,60 M","- R$ 63,71 M","R$ 93,32 M","R$ 15,19 M","R$ 0,40"
23,30/09/2018,"R$ 275,32 M","R$ 46,74 M","R$ 44,03 M","R$ 31,26 M","R$ 12,77 M","R$ 1,97 M","R$ 0,05"
24,30/06/2018,"R$ 233,61 M","R$ 21,85 M","R$ 11,57 M","- R$ 16,42 M","R$ 27,99 M","- R$ 52,93 M","- R$ 1,47"
25,31/03/2018,"R$ 219,17 M","R$ 23,39 M","R$ 49,13 M","- R$ 14,84 M","R$ 63,97 M","R$ 41,72 M","R$ 1,79"
26,31/12/2017,"R$ 255,70 M","R$ 33,56 M","R$ 19,78 M","- R$ 57,01 M","R$ 76,79 M","- R$ 17,69 M","- R$ 0,76"
27,30/09/2017,"R$ 221,08 M","R$ 21,15 M","R$ 2,23 M","R$ 28,00 M","- R$ 25,76 M","- R$ 15,10 M","- R$ 0,65"
28,30/06/2017,"R$ 218,25 M","R$ 23,57 M","- R$ 522,34 M","- R$ 13,97 M","- R$ 508,37 M","- R$ 559,14 M","- R$ 23,94"
29,31/03/2017,"R$ 177,15 M","- R$ 3,27 M","R$ 655,00 mil","- R$ 14,02 M","R$ 14,68 M","- R$ 14,95 M","- R$ 0,64"
30,31/12/2016,"R$ 174,42 M","- R$ 19,86 M","R$ 183,38 M","- R$ 84,81 M","R$ 268,19 M","R$ 65,02 M","R$ 3,55"
31,30/09/2016,"R$ 202,16 M","R$ 7,77 M","- R$ 22,95 M","R$ 44,08 M","- R$ 67,03 M","- R$ 29,93 M","- R$ 1,63"
