,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 26,83 B","R$ 7,45 B","- R$ 1,32 B","- R$ 1,12 B","- R$ 208,00 M","- R$ 2,06 B","- R$ 21,67",67
1,31/03/2024,"R$ 27,84 B","R$ 7,64 B","- R$ 1,45 B","- R$ 1,12 B","- R$ 336,00 M","- R$ 2,59 B","- R$ 27,23",67
2,31/12/2023,"R$ 28,85 B","R$ 8,06 B","- R$ 1,16 B","- R$ 1,14 B","- R$ 22,00 M","- R$ 2,63 B","- R$ 27,61",67
3,30/09/2023,"R$ 30,28 B","R$ 8,78 B","- R$ 167,00 M","- R$ 1,13 B","R$ 961,00 M","- R$ 1,79 B","- R$ 0,75",67
4,30/06/2023,"R$ 30,70 B","R$ 9,41 B","R$ 561,00 M","- R$ 1,13 B","R$ 1,69 B","- R$ 1,16 B","- R$ 0,72",67
5,31/03/2023,"R$ 30,85 B","R$ 9,68 B","R$ 1,05 B","- R$ 1,13 B","R$ 2,18 B","- R$ 657,00 M","- R$ 0,41",67
6,31/12/2022,"R$ 30,90 B","R$ 9,59 B","R$ 1,16 B","- R$ 1,12 B","R$ 2,28 B","- R$ 342,00 M","- R$ 0,21",67
7,30/09/2022,"R$ 30,18 B","R$ 9,19 B","R$ 1,24 B","- R$ 1,11 B","R$ 2,34 B","- R$ 150,00 M","- R$ 0,09",67
8,30/06/2022,"R$ 30,52 B","R$ 9,20 B","- R$ 4,00 M","- R$ 1,07 B","R$ 1,07 B","- R$ 585,00 M","- R$ 0,37",67
9,31/03/2022,"R$ 30,75 B","R$ 9,23 B","- R$ 294,00 M","- R$ 1,04 B","R$ 742,00 M","- R$ 459,00 M","- R$ 0,29",67
10,31/12/2021,"R$ 30,90 B","R$ 9,33 B","- R$ 343,00 M","- R$ 993,00 M","R$ 650,00 M","- R$ 297,00 M","- R$ 0,19",67
11,30/09/2021,"R$ 32,24 B","R$ 9,86 B","- R$ 588,00 M","- R$ 948,00 M","R$ 360,00 M","R$ 10,00 M","R$ 0,01",67
12,30/06/2021,"R$ 32,71 B","R$ 10,45 B","R$ 1,47 B","- R$ 931,00 M","R$ 2,40 B","R$ 1,24 B","R$ 0,78",67
13,31/03/2021,"R$ 30,11 B","R$ 9,89 B","R$ 1,62 B","- R$ 923,00 M","R$ 2,54 B","R$ 1,17 B","R$ 0,73",67
14,31/12/2020,"R$ 28,90 B","R$ 9,47 B","R$ 1,62 B","- R$ 912,00 M","R$ 2,53 B","R$ 1,00 B","R$ 0,63",67
15,30/09/2020,"R$ 27,04 B","R$ 8,79 B","R$ 473,00 M","- R$ 936,00 M","R$ 1,41 B","- R$ 207,00 M","- R$ 0,13",67
16,30/06/2020,"R$ 24,92 B","R$ 7,73 B","- R$ 728,00 M","- R$ 923,00 M","R$ 195,00 M","- R$ 1,14 B","- R$ 0,72",67
17,31/03/2020,"R$ 25,66 B","R$ 7,54 B","- R$ 937,00 M","- R$ 906,00 M","- R$ 31,00 M","- R$ 1,37 B","- R$ 1,05",67
18,31/12/2019,"R$ 25,66 B","R$ 7,34 B","- R$ 1,04 B","- R$ 883,00 M","- R$ 159,00 M","- R$ 1,43 B","- R$ 1,10",67
19,30/09/2019,"R$ 25,56 B","R$ 6,98 B","- R$ 518,00 M","- R$ 366,00 M","- R$ 152,00 M","- R$ 841,00 M","- R$ 0,65",67
20,30/06/2019,"R$ 26,24 B","R$ 7,24 B","- R$ 10,00 M","- R$ 357,00 M","R$ 347,00 M","- R$ 541,00 M","- R$ 0,42",67
21,31/03/2019,"R$ 26,66 B","R$ 7,46 B","R$ 204,00 M","- R$ 343,00 M","R$ 547,00 M","- R$ 373,00 M","- R$ 0,29",67
22,31/12/2018,"R$ 26,93 B","R$ 7,90 B","R$ 353,00 M","- R$ 332,00 M","R$ 685,00 M","- R$ 267,00 M","- R$ 0,21",67
23,30/09/2018,"R$ 26,91 B","R$ 8,27 B","R$ 1,03 B","- R$ 335,00 M","R$ 1,36 B","R$ 151,00 M","R$ 0,12",67
24,30/06/2018,"R$ 26,64 B","R$ 8,41 B","R$ 1,29 B","- R$ 332,00 M","R$ 1,62 B","R$ 275,00 M","R$ 0,21",67
25,31/03/2018,"R$ 26,32 B","R$ 8,46 B","R$ 1,12 B","- R$ 321,00 M","R$ 1,44 B","R$ 170,00 M","R$ 0,13",67
26,31/12/2017,"R$ 25,69 B","R$ 8,18 B","R$ 1,04 B","- R$ 319,00 M","R$ 1,36 B","R$ 195,00 M","R$ 0,15",67
27,30/09/2017,"R$ 24,91 B","R$ 8,00 B","R$ 1,03 B","- R$ 297,00 M","R$ 1,33 B","R$ 141,00 M","R$ 0,11",67
28,30/06/2017,"R$ 22,92 B","R$ 7,40 B","R$ 813,00 M","- R$ 274,00 M","R$ 1,09 B","R$ 37,00 M","R$ 0,03",67
29,31/03/2017,"R$ 21,11 B","R$ 7,14 B","R$ 875,00 M","- R$ 251,00 M","R$ 1,13 B","- R$ 7,00 M","- R$ 0,01",67
30,31/12/2016,"R$ 19,82 B","R$ 6,71 B","R$ 713,00 M","- R$ 223,00 M","R$ 936,00 M","- R$ 95,00 M","- R$ 0,07",67
31,30/09/2016,"R$ 18,62 B","R$ 6,15 B","R$ 369,00 M","- R$ 216,00 M","R$ 585,00 M","- R$ 340,00 M","- R$ 0,26",67
32,30/06/2016,"R$ 18,60 B","R$ 6,08 B","R$ 299,00 M","- R$ 225,00 M","R$ 524,00 M","- R$ 297,00 M","- R$ 0,23",67
33,31/03/2016,"R$ 18,58 B","R$ 5,83 B","R$ 309,00 M","- R$ 231,00 M","R$ 540,00 M","- R$ 217,00 M","- R$ 0,17",67
34,31/12/2015,"R$ 19,27 B","R$ 6,17 B","R$ 707,00 M","- R$ 231,00 M","R$ 938,00 M","R$ 14,00 M","R$ 0,01",67
35,30/09/2015,"R$ 20,21 B","R$ 6,73 B","R$ 1,42 B","- R$ 219,00 M","R$ 1,64 B","R$ 603,00 M","R$ 0,47",67
36,30/06/2015,"R$ 21,41 B","R$ 7,13 B","R$ 1,90 B","- R$ 204,00 M","R$ 2,11 B","R$ 858,00 M","R$ 0,66",67
37,31/03/2015,"R$ 22,61 B","R$ 7,46 B","R$ 2,15 B","- R$ 188,00 M","R$ 2,33 B","R$ 1,03 B","R$ 0,80",67
