,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 547,06 M","R$ 150,80 M","R$ 49,11 M","- R$ 3,50 M","R$ 52,60 M","R$ 14,03 M","R$ 1,33"
1,31/03/2024,"R$ 414,13 M","R$ 92,10 M","R$ 20,92 M","- R$ 3,54 M","R$ 24,46 M","R$ 4,44 M","R$ 0,42"
2,31/12/2023,"R$ 634,69 M","R$ 145,38 M","R$ 47,84 M","- R$ 3,65 M","R$ 51,49 M","R$ 12,41 M","R$ 1,17"
3,30/09/2023,"R$ 612,23 M","R$ 120,56 M","R$ 37,68 M","- R$ 3,71 M","R$ 41,40 M","R$ 385,00 mil","R$ 0,04"
4,30/06/2023,"R$ 456,15 M","R$ 98,98 M","R$ 22,13 M","- R$ 3,74 M","R$ 25,87 M","R$ 158,00 mil","R$ 0,01"
5,31/03/2023,"R$ 416,09 M","R$ 92,33 M","R$ 19,11 M","- R$ 3,80 M","R$ 22,91 M","R$ 3,15 M","R$ 0,30"
6,31/12/2022,"R$ 638,63 M","R$ 109,42 M","R$ 22,11 M","- R$ 3,89 M","R$ 26,00 M","R$ 3,08 M","R$ 0,29"
7,30/09/2022,"R$ 684,99 M","R$ 130,92 M","R$ 41,03 M","- R$ 3,97 M","R$ 45,00 M","R$ 7,93 M","R$ 0,75"
8,30/06/2022,"R$ 513,73 M","R$ 131,77 M","R$ 34,84 M","- R$ 4,01 M","R$ 38,85 M","R$ 14,28 M","R$ 1,35"
9,31/03/2022,"R$ 428,51 M","R$ 111,98 M","R$ 32,12 M","- R$ 4,14 M","R$ 36,26 M","R$ 5,26 M","R$ 0,50"
10,31/12/2021,"R$ 548,58 M","R$ 93,33 M","R$ 9,81 M","- R$ 4,35 M","R$ 14,17 M","R$ 4,69 M","R$ 0,44"
11,30/09/2021,"R$ 629,73 M","R$ 124,17 M","R$ 35,98 M","- R$ 4,30 M","R$ 40,28 M","R$ 13,44 M","R$ 1,27"
12,30/06/2021,"R$ 460,67 M","R$ 99,47 M","R$ 21,63 M","- R$ 4,28 M","R$ 25,91 M","R$ 7,04 M","R$ 0,67"
13,31/03/2021,"R$ 363,76 M","R$ 80,47 M","R$ 16,26 M","- R$ 4,22 M","R$ 20,48 M","R$ 5,58 M","R$ 0,53"
14,31/12/2020,"R$ 424,38 M","R$ 60,57 M","- R$ 15,42 M","- R$ 4,16 M","- R$ 11,26 M","- R$ 9,54 M","- R$ 0,90"
15,30/09/2020,"R$ 510,78 M","R$ 162,54 M","R$ 69,45 M","- R$ 4,16 M","R$ 73,62 M","R$ 21,63 M","R$ 2,04"
16,30/06/2020,"R$ 352,73 M","R$ 118,49 M","R$ 47,10 M","- R$ 4,18 M","R$ 51,28 M","R$ 15,07 M","R$ 1,42"
17,31/03/2020,"R$ 276,19 M","R$ 86,45 M","R$ 16,31 M","- R$ 4,21 M","R$ 20,52 M","R$ 4,68 M","R$ 0,44"
18,31/12/2019,"R$ 342,26 M","R$ 89,31 M","R$ 16,48 M","- R$ 3,95 M","R$ 20,43 M","R$ 6,58 M","R$ 0,62"
19,30/09/2019,"R$ 323,24 M","R$ 79,09 M","R$ 10,93 M","- R$ 3,89 M","R$ 14,83 M","R$ 813,00 mil","R$ 0,08"
20,30/06/2019,"R$ 303,20 M","R$ 90,88 M","R$ 14,96 M","- R$ 4,02 M","R$ 18,98 M","R$ 1,54 M","R$ 0,15"
21,31/03/2019,"R$ 249,94 M","R$ 75,67 M","- R$ 13,12 M","- R$ 3,67 M","- R$ 9,45 M","R$ 1,76 M","R$ 0,17"
22,31/12/2018,"R$ 333,99 M","R$ 70,02 M","- R$ 7,73 M","- R$ 3,96 M","- R$ 3,77 M","- R$ 1,62 M","- R$ 0,15"
23,30/09/2018,"R$ 328,62 M","R$ 103,86 M","R$ 32,67 M","- R$ 3,71 M","R$ 36,39 M","R$ 11,58 M","R$ 1,09"
24,30/06/2018,"R$ 240,02 M","R$ 95,90 M","R$ 32,02 M","- R$ 3,73 M","R$ 35,76 M","R$ 12,44 M","R$ 1,18"
25,31/03/2018,"R$ 204,12 M","R$ 61,39 M","R$ 6,31 M","- R$ 3,67 M","R$ 9,98 M","R$ 1,73 M","R$ 0,16"
26,31/12/2017,"R$ 315,33 M","R$ 89,92 M","R$ 19,96 M","- R$ 3,77 M","R$ 23,73 M","R$ 9,63 M","R$ 0,91"
27,30/09/2017,"R$ 282,28 M","R$ 73,13 M","R$ 11,57 M","- R$ 3,57 M","R$ 15,14 M","R$ 1,39 M","R$ 0,13"
28,30/06/2017,"R$ 255,63 M","R$ 92,13 M","R$ 29,56 M","- R$ 3,53 M","R$ 33,09 M","R$ 6,76 M","R$ 0,64"
29,31/03/2017,"R$ 216,04 M","R$ 56,32 M","R$ 5,28 M","- R$ 3,45 M","R$ 8,73 M","R$ 1,37 M","R$ 0,13"
30,31/12/2016,"R$ 332,02 M","R$ 96,01 M","R$ 16,50 M","- R$ 3,35 M","R$ 19,85 M","R$ 587,00 mil","R$ 0,06"
31,30/09/2016,"R$ 327,56 M","R$ 93,24 M","R$ 26,13 M","- R$ 3,43 M","R$ 29,56 M","R$ 6,33 M","R$ 0,60"
32,30/06/2016,"R$ 280,42 M","R$ 123,48 M","R$ 53,11 M","- R$ 3,40 M","R$ 56,51 M","R$ 21,53 M","R$ 2,03"
33,31/03/2016,"R$ 232,31 M","R$ 77,33 M","R$ 17,84 M","- R$ 3,33 M","R$ 21,17 M","R$ 2,26 M","R$ 0,21"
34,31/12/2015,"R$ 315,92 M","R$ 104,14 M","R$ 28,74 M","- R$ 3,31 M","R$ 32,05 M","R$ 16,19 M","R$ 1,53"
35,30/09/2015,"R$ 286,06 M","R$ 104,76 M","R$ 40,27 M","- R$ 3,18 M","R$ 43,45 M","R$ 14,45 M","R$ 1,37"
36,30/06/2015,"R$ 242,49 M","R$ 69,72 M","R$ 5,22 M","- R$ 3,26 M","R$ 8,47 M","- R$ 8,04 M","- R$ 0,76"
37,31/03/2015,"R$ 212,36 M","R$ 68,89 M","R$ 13,34 M","- R$ 3,08 M","R$ 16,42 M","R$ 1,57 M","R$ 0,15"
38,31/12/2014,"R$ 295,66 M","R$ 87,90 M","R$ 23,00 M","- R$ 3,04 M","R$ 26,04 M","R$ 9,43 M","R$ 0,89"
