,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 92,08 M","- R$ 4,40 M","- R$ 66,01 M","R$ 21,67 M"
1,31/03/2024,"- R$ 105,60 M","- R$ 2,31 M","R$ 5,41 M","- R$ 102,50 M"
2,31/12/2023,"R$ 97,58 M","- R$ 1,47 M","- R$ 17,28 M","R$ 78,84 M"
3,30/09/2023,"R$ 63,88 M","- R$ 495,00 mil","R$ 62,29 M","R$ 125,68 M"
4,30/06/2023,"R$ 12,87 M","- R$ 955,00 mil","- R$ 98,99 M","- R$ 87,08 M"
5,31/03/2023,"- R$ 5,14 M","- R$ 899,00 mil","- R$ 34,11 M","- R$ 40,15 M"
6,31/12/2022,"- R$ 20,45 M","- R$ 760,00 mil","- R$ 24,02 M","- R$ 45,23 M"
7,30/09/2022,"R$ 18,58 M","- R$ 2,00 M","R$ 53,42 M","R$ 70,00 M"
8,30/06/2022,"- R$ 138,95 M","- R$ 639,00 mil","R$ 150,12 M","R$ 10,53 M"
9,31/03/2022,"R$ 42,89 M","- R$ 5,01 M","- R$ 32,82 M","R$ 5,06 M"
10,31/12/2021,"- R$ 99,86 M","- R$ 759,00 mil","R$ 85,39 M","- R$ 15,23 M"
11,30/09/2021,"- R$ 8,65 M","- R$ 1,34 M","R$ 4,89 M","- R$ 5,10 M"
12,30/06/2021,"R$ 19,98 M","- R$ 775,00 mil","R$ 47,44 M","R$ 66,64 M"
13,31/03/2021,"R$ 42,60 M","- R$ 3,29 M","- R$ 2,09 M","R$ 37,22 M"
14,31/12/2020,"R$ 138,75 M","- R$ 16,49 M","- R$ 4,62 M","R$ 117,64 M"
15,30/09/2020,"R$ 4,89 M","- R$ 5,84 M","R$ 36,31 M","R$ 35,37 M"
16,30/06/2020,"- R$ 67,47 M","- R$ 1,17 M","R$ 70,86 M","R$ 2,22 M"
17,31/03/2020,"- R$ 5,83 M","- R$ 2,00 M","- R$ 3,53 M","- R$ 11,37 M"
18,31/12/2019,"R$ 43,09 M","- R$ 5,26 M","- R$ 63,66 M","- R$ 25,83 M"
19,30/09/2019,"R$ 31,40 M","- R$ 5,73 M","R$ 30,73 M","R$ 56,40 M"
20,30/06/2019,"- R$ 152,30 M","- R$ 1,46 M","R$ 50,12 M","- R$ 103,64 M"
21,31/03/2019,"R$ 14,31 M","- R$ 4,21 M","- R$ 13,90 M","- R$ 3,80 M"
22,31/12/2018,"- R$ 33,30 M","- R$ 2,89 M","R$ 65,18 M","R$ 28,99 M"
23,30/09/2018,"- R$ 16,93 M","- R$ 2,16 M","- R$ 16,79 M","- R$ 35,87 M"
24,30/06/2018,"- R$ 15,29 M","- R$ 3,68 M","R$ 81,59 M","R$ 62,62 M"
25,31/03/2018,"R$ 26,87 M","- R$ 3,44 M","- R$ 54,63 M","- R$ 31,20 M"
26,31/12/2017,"R$ 31,45 M","- R$ 3,40 M","R$ 39,74 M","R$ 67,79 M"
27,30/09/2017,"R$ 10,90 M","- R$ 2,57 M","- R$ 58,50 M","- R$ 50,17 M"
28,30/06/2017,"R$ 39,29 M","- R$ 2,69 M","R$ 44,07 M","R$ 80,67 M"
29,31/03/2017,"R$ 46,89 M","- R$ 1,07 M","- R$ 4,65 M","R$ 41,17 M"
30,31/12/2016,"R$ 33,04 M","- R$ 2,12 M","R$ 56,70 M","R$ 87,62 M"
31,30/09/2016,"- R$ 42,19 M","- R$ 3,41 M","R$ 50,83 M","R$ 5,23 M"
32,30/06/2016,"- R$ 19,14 M","- R$ 4,36 M","- R$ 22,28 M","- R$ 45,78 M"
33,31/03/2016,"R$ 42,40 M","- R$ 3,50 M","- R$ 40,00 M","- R$ 1,10 M"
34,31/12/2015,"R$ 13,33 M","- R$ 7,70 M","R$ 40,91 M","R$ 46,54 M"
35,30/09/2015,"- R$ 63,57 M","- R$ 8,84 M","R$ 83,20 M","R$ 10,79 M"
36,30/06/2015,"- R$ 5,88 M","- R$ 6,19 M","- R$ 61,11 M","- R$ 73,19 M"
37,31/03/2015,"R$ 16,04 M","- R$ 4,18 M","R$ 19,73 M","R$ 31,59 M"
38,31/12/2014,"- R$ 17,95 M","- R$ 1,13 M","R$ 26,32 M","R$ 7,24 M"
39,30/09/2014,"- R$ 26,11 M","- R$ 3,88 M","R$ 35,78 M","R$ 5,80 M"
40,30/06/2014,"- R$ 15,51 M","- R$ 2,69 M","- R$ 15,33 M","- R$ 33,52 M"
41,31/03/2014,"- R$ 10,43 M","- R$ 9,64 M","R$ 36,84 M","R$ 16,76 M"
42,31/12/2013,"R$ 9,79 M","- R$ 9,53 M","- R$ 13,19 M","- R$ 12,94 M"
43,30/09/2013,"- R$ 57,55 M","- R$ 8,49 M","- R$ 519,00 mil","- R$ 66,56 M"
44,30/06/2013,"R$ 41,23 M","- R$ 13,56 M","R$ 133,85 M","R$ 161,53 M"
45,31/03/2013,"R$ 16,56 M","- R$ 24,85 M","- R$ 19,34 M","- R$ 27,63 M"
46,31/12/2012,"R$ 19,52 M","- R$ 24,76 M","R$ 30,71 M","R$ 25,47 M"
47,30/09/2012,"- R$ 36,77 M","- R$ 7,06 M","R$ 49,44 M","R$ 5,61 M"
48,30/06/2012,"R$ 7,24 M","- R$ 3,54 M","R$ 11,74 M","R$ 15,43 M"
49,31/03/2012,"R$ 21,34 M","- R$ 9,08 M","R$ 22,99 M","R$ 35,25 M"
50,31/12/2011,"- R$ 632,00 mil","- R$ 9,58 M","- R$ 13,03 M","- R$ 23,24 M"
51,30/09/2011,"- R$ 32,64 M","- R$ 1,51 M","R$ 32,89 M","- R$ 1,25 M"
52,30/06/2011,"R$ 618,00 mil","- R$ 4,39 M","- R$ 1,92 M","- R$ 5,68 M"
53,31/03/2011,"- R$ 2,42 M","- R$ 2,13 M","- R$ 3,97 M","- R$ 8,53 M"
