,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"- R$ 1,97 M","R$ 682,00 mil","- R$ 607,00 mil","- R$ 1,90 M",395
1,31/03/2024,"- R$ 9,36 M","- R$ 1,24 M","R$ 9,79 M","- R$ 814,00 mil",395
2,31/12/2023,"- R$ 2,47 M","- R$ 49,00 mil","R$ 1,36 M","- R$ 1,16 M",395
3,30/09/2023,"- R$ 656,00 mil","R$ 674,00 mil","- R$ 1.000,00","R$ 17,00 mil",395
4,30/06/2023,"- R$ 2,32 M","- R$ 303,00 mil","R$ 2,00 mil","- R$ 2,62 M",395
5,31/03/2023,"- R$ 1,62 M","- R$ 84,00 mil","- R$ 1.000,00","- R$ 1,70 M",395
6,31/12/2022,"- R$ 2,24 M","- R$ 140,00 mil","R$ 370,00 mil","- R$ 2,01 M",395
7,30/09/2022,"- R$ 2,23 M","- R$ 272,00 mil","R$ 0,00","- R$ 2,50 M",395
8,30/06/2022,"R$ 562,00 mil","- R$ 422,00 mil","R$ 69,00 mil","R$ 209,00 mil",395
9,31/03/2022,"- R$ 1,68 M","R$ 0,00","R$ 0,00","- R$ 1,68 M",395
10,31/12/2021,"- R$ 1,54 M","R$ 214,00 mil","R$ 0,00","- R$ 1,32 M",395
11,30/09/2021,"- R$ 1,05 M","- R$ 35,00 mil","R$ 0,00","- R$ 1,09 M",395
12,30/06/2021,"- R$ 2,16 M","R$ 1,82 M","- R$ 7,00 mil","- R$ 341,00 mil",395
13,31/03/2021,"- R$ 432,00 mil","- R$ 15,00 mil","- R$ 28,00 mil","- R$ 475,00 mil",395
14,31/12/2020,"- R$ 374,00 mil","R$ 0,00","- R$ 19,00 mil","- R$ 393,00 mil",395
15,30/09/2020,"- R$ 1,57 M","R$ 0,00","- R$ 5,00 M","- R$ 6,57 M",395
16,30/06/2020,"- R$ 2,36 M","R$ 0,00","- R$ 30,01 M","- R$ 32,37 M",395
17,31/03/2020,"- R$ 4,41 M","R$ 0,00","- R$ 5,00 mil","- R$ 4,42 M",395
18,31/12/2019,"R$ 34,29 M","R$ 0,00","- R$ 84,00 mil","R$ 34,21 M",395
19,30/09/2019,"R$ 1,12 M","R$ 0,00","- R$ 7,00 mil","R$ 1,12 M",395
20,30/06/2019,"- R$ 441,00 mil","- R$ 792,00 mil","- R$ 16,00 mil","- R$ 1,25 M",395
21,31/03/2019,"- R$ 1,18 M","R$ 396,00 mil","- R$ 94,00 mil","- R$ 879,00 mil",395
22,31/12/2018,"R$ 10,40 M","R$ 1,60 M","- R$ 7,73 M","R$ 4,28 M",395
23,30/09/2018,"R$ 571,00 mil","R$ 4,00 mil","- R$ 405,00 mil","R$ 170,00 mil",395
24,30/06/2018,"R$ 194,00 mil","R$ 0,00","- R$ 414,00 mil","- R$ 220,00 mil",395
25,31/03/2018,"- R$ 388,00 mil","R$ 0,00","- R$ 8,00 mil","- R$ 396,00 mil",395
26,31/12/2017,"R$ 4,12 M","R$ 0,00","- R$ 922,00 mil","R$ 3,20 M",395
27,30/09/2017,"R$ 70,00 mil","R$ 1.000,00","- R$ 17,00 mil","R$ 54,00 mil",395
28,30/06/2017,"R$ 3,63 M","- R$ 224,00 mil","- R$ 340,00 mil","R$ 3,06 M",395
29,31/03/2017,"R$ 918,00 mil","R$ 0,00","- R$ 239,00 mil","R$ 679,00 mil",395
30,31/12/2016,"R$ 4,66 M","R$ 10,00 mil","- R$ 11,79 M","- R$ 7,12 M",395
31,30/09/2016,"R$ 4,02 M","- R$ 23,00 mil","- R$ 311,00 mil","R$ 3,69 M",395
32,30/06/2016,"R$ 4,82 M","R$ 29,00 mil","- R$ 1,96 M","R$ 2,89 M",395
33,31/03/2016,"- R$ 483,00 mil","- R$ 6,00 mil","- R$ 1,62 M","- R$ 2,11 M",395
34,31/12/2015,"R$ 19,05 M","- R$ 432,00 mil","- R$ 26,53 M","- R$ 7,92 M",395
35,30/09/2015,"R$ 15,34 M","R$ 396,00 mil","- R$ 2,97 M","R$ 12,76 M",395
36,30/06/2015,"R$ 19,01 M","R$ 34,00 mil","- R$ 34,67 M","- R$ 15,62 M",395
37,31/03/2015,"R$ 32,50 M","R$ 2,00 mil","- R$ 33,37 M","- R$ 865,00 mil",395
38,31/12/2014,"R$ 28,91 M","- R$ 104,00 mil","- R$ 28,04 M","R$ 768,00 mil",395
39,30/09/2014,"R$ 27,07 M","- R$ 808,00 mil","- R$ 23,75 M","R$ 2,52 M",395
40,30/06/2014,"R$ 34,76 M","- R$ 1,10 M","- R$ 35,60 M","- R$ 1,94 M",395
41,31/03/2014,"R$ 19,65 M","- R$ 724,00 mil","- R$ 24,06 M","- R$ 5,13 M",395
42,31/12/2013,"R$ 36,02 M","- R$ 9,82 M","- R$ 31,69 M","- R$ 5,49 M",395
43,30/09/2013,"R$ 14,27 M","- R$ 158,00 mil","R$ 1,17 M","R$ 15,28 M",395
44,30/06/2013,"R$ 19,44 M","- R$ 1,04 M","- R$ 24,29 M","- R$ 5,89 M",395
45,31/03/2013,"R$ 22,77 M","- R$ 339,00 mil","- R$ 11,06 M","R$ 11,37 M",395
46,31/12/2012,"R$ 15,35 M","- R$ 197,00 mil","- R$ 29,36 M","- R$ 14,20 M",395
47,30/09/2012,"R$ 6,38 M","- R$ 876,00 mil","R$ 2,27 M","R$ 7,77 M",395
48,30/06/2012,"R$ 8,23 M","- R$ 208,00 mil","- R$ 18,77 M","- R$ 10,74 M",395
49,31/03/2012,"R$ 37,98 M","- R$ 258,00 mil","- R$ 31,17 M","R$ 6,56 M",395
50,31/12/2011,"R$ 26,85 M","- R$ 4,22 M","- R$ 21,73 M","R$ 899,00 mil",395
51,30/09/2011,"R$ 9,19 M","R$ 3,33 M","- R$ 22,67 M","- R$ 10,15 M",395
52,30/06/2011,"- R$ 9,94 M","- R$ 350,00 mil","- R$ 19,18 M","- R$ 29,48 M",395
53,31/03/2011,"- R$ 21,24 M","- R$ 926,00 mil","R$ 26,36 M","R$ 4,19 M",395
