,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 18/09/2024,"1,50","0,24","0,18","0,41","0,08","R$ 220,44 M","0,00%",241
1,30/06/2024,"1,11","0,18","0,13","0,30","0,06","R$ 163,68 M","0,00%",241
2,31/03/2024,"2,59","0,19","0,15","0,35","0,06","R$ 170,72 M","0,00%",241
3,31/12/2023,"-83,38","0,75","0,65","1,36","0,24","R$ 668,80 M","1,21%",241
4,30/09/2023,"-2,95","0,21","0,19","0,42","0,06","R$ 178,20 M","1,13%",241
5,30/06/2023,"-0,78","0,22","0,20","0,49","0,06","R$ 166,32 M","1,21%",241
6,31/03/2023,"-15,91","0,75","0,54","1,88","0,22","R$ 623,04 M","1,30%",241
7,31/12/2022,"16,80","0,15","0,13","0,48","0,05","R$ 140,80 M","2,34%",241
8,30/09/2022,"-91,51","0,27","0,22","0,92","0,08","R$ 249,92 M","1,32%",241
9,30/06/2022,"1,69","0,25","0,20","0,87","0,08","R$ 241,12 M","1,36%",241
10,31/03/2022,"9,12","0,28","0,25","0,88","0,08","R$ 244,64 M","1,34%",241
11,31/12/2021,"33,53","0,39","0,34","1,04","0,11","R$ 353,76 M","2,05%",241
12,30/09/2021,"1,43","0,45","0,40","1,41","0,13","R$ 417,12 M","1,74%",241
13,30/06/2021,"3,24","0,57","0,48","1,76","0,15","R$ 484,00 M","1,50%",241
14,31/03/2021,"5,17","0,95","0,84","3,08","0,24","R$ 802,56 M","0,90%",241
15,31/12/2020,"1,65","0,35","0,32","1,13","0,09","R$ 313,28 M","0,00%",241
16,30/09/2020,"-8,62","0,48","0,31","1,13","0,09","R$ 311,52 M","0,00%",241
17,30/06/2020,"-4,20","0,32","0,22","0,74","0,06","R$ 225,28 M","0,00%",241
18,31/03/2020,"-1,37","0,27","0,19","0,68","0,05","R$ 191,84 M","0,00%",241
19,31/12/2019,"-1,17","0,31","0,23","0,88","0,06","R$ 225,28 M","0,00%",241
20,30/09/2019,"-0,47","0,35","0,25","0,81","0,07","R$ 242,88 M","0,00%",241
21,30/06/2019,"-0,61","0,41","0,30","0,75","0,08","R$ 306,24 M","0,00%",241
22,31/03/2019,"-0,61","0,32","0,24","0,75","0,07","R$ 267,52 M","0,00%",241
23,31/12/2018,"-0,79","0,32","0,24","0,80","0,07","R$ 286,88 M","0,00%",241
