,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 1,66 B","R$ 328,04 M","R$ 229,74 M","- R$ 30,90 M","R$ 260,64 M","R$ 164,97 M","R$ 1,51",181
1,31/03/2024,"R$ 1,66 B","R$ 330,88 M","R$ 247,65 M","- R$ 30,73 M","R$ 278,38 M","R$ 175,60 M","R$ 1,87",181
2,31/12/2023,"R$ 1,75 B","R$ 342,03 M","R$ 263,20 M","- R$ 30,55 M","R$ 293,76 M","R$ 180,79 M","R$ 1,92",181
3,30/09/2023,"R$ 1,80 B","R$ 370,09 M","R$ 274,48 M","- R$ 29,17 M","R$ 303,65 M","R$ 159,55 M","R$ 1,70",181
4,30/06/2023,"R$ 1,84 B","R$ 364,89 M","R$ 266,93 M","- R$ 27,92 M","R$ 294,85 M","R$ 148,19 M","R$ 1,58",181
5,31/03/2023,"R$ 1,95 B","R$ 370,06 M","R$ 260,75 M","- R$ 26,68 M","R$ 287,43 M","R$ 137,37 M","R$ 1,46",181
6,31/12/2022,"R$ 2,10 B","R$ 384,52 M","R$ 279,50 M","- R$ 25,71 M","R$ 305,22 M","R$ 149,89 M","R$ 1,59",181
7,30/09/2022,"R$ 2,18 B","R$ 385,65 M","R$ 221,73 M","- R$ 25,28 M","R$ 247,01 M","R$ 133,52 M","R$ 1,42",181
8,30/06/2022,"R$ 2,18 B","R$ 419,60 M","R$ 264,99 M","- R$ 25,08 M","R$ 290,08 M","R$ 173,06 M","R$ 1,84",181
9,31/03/2022,"R$ 2,04 B","R$ 410,66 M","R$ 289,20 M","- R$ 25,02 M","R$ 314,22 M","R$ 209,62 M","R$ 2,23",181
10,31/12/2021,"R$ 1,77 B","R$ 369,43 M","R$ 254,07 M","- R$ 24,78 M","R$ 278,86 M","R$ 191,85 M","R$ 2,04",181
11,30/09/2021,"R$ 1,49 B","R$ 329,87 M","R$ 288,67 M","- R$ 25,85 M","R$ 314,52 M","R$ 196,99 M","R$ 2,10",181
12,30/06/2021,"R$ 1,33 B","R$ 284,56 M","R$ 238,92 M","- R$ 25,69 M","R$ 264,61 M","R$ 150,69 M","R$ 4,81",181
13,31/03/2021,"R$ 1,11 B","R$ 244,79 M","R$ 213,87 M","- R$ 25,26 M","R$ 239,13 M","R$ 148,04 M","R$ 4,72",181
14,31/12/2020,"R$ 994,70 M","R$ 215,90 M","R$ 176,02 M","- R$ 24,51 M","R$ 200,53 M","R$ 119,22 M","R$ 3,80",181
15,30/09/2020,"R$ 915,11 M","R$ 192,30 M","R$ 131,79 M","- R$ 22,52 M","R$ 154,31 M","R$ 98,21 M","R$ 3,13",181
