,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 78,87 M","- R$ 41,27 M","- R$ 16,84 M","R$ 20,75 M",181
1,31/03/2024,"R$ 13,52 M","- R$ 15,43 M","- R$ 36,22 M","- R$ 38,13 M",181
2,31/12/2023,"R$ 60,67 M","- R$ 9,70 M","- R$ 11,38 M","R$ 39,60 M",181
3,30/09/2023,"R$ 93,20 M","- R$ 2,57 M","- R$ 39,03 M","R$ 51,61 M",181
4,30/06/2023,"R$ 107,67 M","R$ 3,36 M","- R$ 36,65 M","R$ 74,38 M",181
5,31/03/2023,"R$ 78,93 M","- R$ 4,91 M","R$ 14,57 M","R$ 88,59 M",181
6,31/12/2022,"R$ 71,83 M","- R$ 6,68 M","- R$ 30,20 M","R$ 34,95 M",181
7,30/09/2022,"R$ 86,43 M","- R$ 2,50 M","- R$ 39,52 M","R$ 44,41 M",181
8,30/06/2022,"- R$ 10,63 M","R$ 10,32 M","- R$ 96,45 M","- R$ 96,76 M",181
9,31/03/2022,"R$ 53,99 M","R$ 16,99 M","R$ 47,22 M","R$ 118,20 M",181
10,31/12/2021,"- R$ 43,06 M","- R$ 48,77 M","R$ 94,61 M","R$ 38,28 M",181
11,30/09/2021,"R$ 38,69 M","R$ 21,63 M","- R$ 15,24 M","R$ 9,57 M",181
12,30/06/2021,"- R$ 36,64 M","- R$ 12,40 M","R$ 68,75 M","R$ 19,71 M",181
13,31/03/2021,"- R$ 7,44 M","- R$ 9,23 M","R$ 6,45 M","- R$ 10,22 M",181
14,31/12/2020,"R$ 1,27 M","R$ 17,84 M","- R$ 24,79 M","- R$ 5,68 M",181
15,30/09/2020,"R$ 17,10 M","- R$ 3,12 M","- R$ 22,53 M","- R$ 8,55 M",181
16,30/06/2020,"R$ 70,27 M","- R$ 5,51 M","- R$ 49,23 M","R$ 15,53 M",181
17,31/03/2020,"R$ 18,78 M","- R$ 4,36 M","R$ 12,90 M","R$ 27,31 M",181
18,31/12/2019,"- R$ 16,64 M","R$ 1,01 M","R$ 17,86 M","R$ 2,23 M",181
19,30/09/2019,"R$ 25,43 M","- R$ 14,53 M","- R$ 18,65 M","- R$ 7,75 M",181
20,30/06/2019,"- R$ 13,54 M","R$ 12,56 M","R$ 12,71 M","R$ 11,73 M",181
21,31/03/2019,"- R$ 5,39 M","R$ 2,36 M","- R$ 12,58 M","- R$ 15,60 M",181
22,31/12/2018,"R$ 8,67 M","- R$ 4,89 M","- R$ 4,69 M","- R$ 914,00 mil",181
23,30/09/2018,"R$ 6,05 M","- R$ 916,00 mil","- R$ 6,23 M","- R$ 1,10 M",181
24,30/06/2018,"- R$ 10,02 M","- R$ 7,49 M","R$ 15,53 M","- R$ 1,97 M",181
25,31/03/2018,"R$ 15,98 M","- R$ 3,34 M","- R$ 6,35 M","R$ 6,29 M",181
26,31/12/2017,"- R$ 11,40 M","- R$ 21,50 M","- R$ 6,71 M","- R$ 39,61 M",181
27,30/09/2017,"- R$ 7,82 M","R$ 11,72 M","- R$ 5,89 M","- R$ 1,99 M",181
