,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,RANDON PART,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Indústria e comércio de veíc. automotores e rebocados para a movimentação e o de transporte de materiais; de implem para o transp rodoviário e ferroviário e de aparelhos mecânicos. peças,"R$ 14,63 M",Bens Industriais,Material de Transporte,Material Rodoviário,"AGFS, IBRA, IGC, IGCT, INDX, ITAG, SMLL"
