,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 122,26 B","R$ 61,05 B","R$ 33,54 B","- R$ 16,36 B","R$ 49,90 B","- R$ 2,61 B","- R$ 0,20"
1,31/03/2024,"R$ 117,72 B","R$ 60,70 B","R$ 44,03 B","- R$ 16,65 B","R$ 60,68 B","R$ 23,70 B","R$ 1,82"
2,31/12/2023,"R$ 134,26 B","R$ 72,63 B","R$ 39,63 B","- R$ 20,49 B","R$ 60,12 B","R$ 31,04 B","R$ 2,38"
3,30/09/2023,"R$ 124,83 B","R$ 66,32 B","R$ 47,55 B","- R$ 19,48 B","R$ 67,03 B","R$ 26,63 B","R$ 2,04"
4,30/06/2023,"R$ 113,84 B","R$ 57,68 B","R$ 41,97 B","- R$ 18,28 B","R$ 60,25 B","R$ 28,78 B","R$ 2,21"
5,31/03/2023,"R$ 139,07 B","R$ 73,31 B","R$ 60,20 B","- R$ 17,77 B","R$ 77,97 B","R$ 38,16 B","R$ 2,93"
6,31/12/2022,"R$ 158,58 B","R$ 76,64 B","R$ 57,81 B","- R$ 19,46 B","R$ 77,27 B","R$ 43,34 B","R$ 3,32"
7,30/09/2022,"R$ 170,08 B","R$ 86,84 B","R$ 74,61 B","- R$ 18,54 B","R$ 93,15 B","R$ 46,10 B","R$ 3,53"
8,30/06/2022,"R$ 170,96 B","R$ 95,86 B","R$ 96,43 B","- R$ 18,62 B","R$ 115,05 B","R$ 54,33 B","R$ 4,16"
9,31/03/2022,"R$ 141,64 B","R$ 74,77 B","R$ 65,40 B","- R$ 18,50 B","R$ 83,90 B","R$ 44,56 B","R$ 3,42"
10,31/12/2021,"R$ 134,19 B","R$ 59,05 B","R$ 58,29 B","- R$ 18,72 B","R$ 77,01 B","R$ 31,50 B","R$ 2,42"
11,30/09/2021,"R$ 121,59 B","R$ 59,55 B","R$ 66,46 B","- R$ 17,77 B","R$ 84,23 B","R$ 31,14 B","R$ 2,39"
12,30/06/2021,"R$ 110,71 B","R$ 57,01 B","R$ 52,18 B","- R$ 16,47 B","R$ 68,66 B","R$ 42,86 B","R$ 3,29"
13,31/03/2021,"R$ 86,17 B","R$ 44,03 B","R$ 33,90 B","- R$ 16,81 B","R$ 50,71 B","R$ 1,17 B","R$ 0,09"
14,31/12/2020,"R$ 74,97 B","R$ 40,36 B","R$ 68,01 B","- R$ 13,33 B","R$ 81,34 B","R$ 59,89 B","R$ 4,59"
