,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 77,02 M","- R$ 65,77 M","- R$ 11,26 M","- R$ 11,00 mil"
1,31/03/2024,"R$ 69,73 M","- R$ 65,74 M","- R$ 4,01 M","- R$ 28,00 mil"
2,31/12/2023,"R$ 73,57 M","- R$ 57,97 M","- R$ 10,19 M","R$ 5,41 M"
3,30/09/2023,"R$ 78,67 M","- R$ 62,67 M","- R$ 10,30 M","R$ 5,70 M"
4,30/06/2023,"R$ 68,64 M","- R$ 63,64 M","- R$ 9,79 M","- R$ 4,79 M"
5,31/03/2023,"R$ 55,90 M","- R$ 51,45 M","- R$ 4,51 M","- R$ 58,00 mil"
6,31/12/2022,"R$ 50,77 M","- R$ 45,58 M","- R$ 4,92 M","R$ 276,00 mil"
7,30/09/2022,"R$ 36,08 M","- R$ 33,77 M","- R$ 2,49 M","- R$ 174,00 mil"
8,30/06/2022,"R$ 32,32 M","- R$ 27,37 M","- R$ 236,00 mil","R$ 4,72 M"
9,31/03/2022,"R$ 38,32 M","- R$ 37,03 M","- R$ 1,36 M","- R$ 72,00 mil"
10,31/12/2021,"R$ 34,91 M","- R$ 34,51 M","R$ 263,00 mil","R$ 666,00 mil"
11,30/09/2021,"R$ 34,34 M","- R$ 31,25 M","- R$ 2,91 M","R$ 187,00 mil"
12,30/06/2021,"R$ 26,41 M","- R$ 33,71 M","R$ 7,33 M","R$ 27,00 mil"
13,31/03/2021,"R$ 23,83 M","- R$ 31,08 M","R$ 7,31 M","R$ 54,00 mil"
14,31/12/2020,"R$ 15,87 M","- R$ 22,05 M","R$ 6,26 M","R$ 80,00 mil"
15,30/09/2020,"R$ 17,14 M","- R$ 23,26 M","R$ 6,15 M","R$ 29,00 mil"
16,30/06/2020,"R$ 15,82 M","- R$ 14,13 M","- R$ 1,67 M","R$ 21,00 mil"
17,31/03/2020,"R$ 14,04 M","- R$ 13,00 M","- R$ 952,00 mil","R$ 87,00 mil"
18,31/12/2019,"R$ 16,22 M","- R$ 15,70 M","- R$ 549,00 mil","- R$ 29,00 mil"
19,30/09/2019,"- R$ 7,69 M","- R$ 3,64 M","R$ 11,62 M","R$ 152,00 mil"
20,30/06/2019,"- R$ 4,36 M","- R$ 7,41 M","- R$ 1,56 M","- R$ 4,35 M"
21,31/03/2019,"R$ 1,76 M","- R$ 851,00 mil","- R$ 577,00 mil","R$ 194,00 mil"
22,31/12/2018,"R$ 17,76 M","- R$ 5,03 M","- R$ 12,83 M","- R$ 97,00 mil"
23,30/09/2018,"R$ 15,91 M","- R$ 5,09 M","- R$ 10,80 M","R$ 23,00 mil"
24,30/06/2018,"R$ 9,22 M","- R$ 5,09 M","- R$ 4,15 M","- R$ 20,00 mil"
25,31/03/2018,"R$ 10,96 M","- R$ 6,66 M","- R$ 4,30 M","R$ 3,00 mil"
26,31/12/2017,"R$ 12,45 M","- R$ 5,76 M","- R$ 6,53 M","R$ 159,00 mil"
27,30/09/2017,"R$ 34,02 M","- R$ 8,55 M","- R$ 25,46 M","R$ 2,00 mil"
28,30/06/2017,"R$ 38,14 M","- R$ 8,20 M","- R$ 29,92 M","R$ 26,00 mil"
29,31/03/2017,"R$ 40,82 M","- R$ 6,81 M","- R$ 34,04 M","- R$ 33,00 mil"
30,31/12/2016,"R$ 40,28 M","- R$ 6,12 M","- R$ 34,22 M","- R$ 53,00 mil"
31,30/09/2016,"R$ 19,79 M","- R$ 1,19 M","- R$ 18,63 M","- R$ 29,00 mil"
32,30/06/2016,"R$ 18,68 M","- R$ 949,00 mil","- R$ 17,77 M","- R$ 44,00 mil"
33,31/03/2016,"R$ 18,43 M","- R$ 543,00 mil","- R$ 17,87 M","R$ 11,00 mil"
