,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,RIOSULENSE,METALURGICA RIOSULENSE S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,,"R$ 18,00 mil",Bens Industriais,Material de Transporte,Material Rodoviário,-
