,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
52,30/09/2011,"-9,85","1,79","0,34","1,70","0,23","R$ 47,81 M","0,00%"
53,30/06/2011,"-7,49","1,90","0,37","2,54","0,24","R$ 48,39 M","0,00%"
54,31/03/2011,"-7,26","1,92","0,38","4,28","0,24","R$ 48,39 M","0,00%"
55,31/12/2010,"-10,22","1,70","0,41","4,37","0,24","R$ 48,39 M","0,00%"
56,30/09/2010,NA,"1,55",NA,"-30,35","0,24","R$ 48,39 M","0,00%"
57,30/06/2010,NA,"1,55",NA,"-1,98","0,24","R$ 48,39 M","0,00%"
58,31/03/2010,"-9,92","1,56","0,51","2,37","0,25","R$ 48,39 M","0,00%"
59,31/12/2009,"-5,58","-3,65","0,66","3,47","0,50","R$ 57,43 M","0,00%"
60,30/09/2009,"-1,75","-2,88","0,66","96,49","0,52","R$ 57,41 M","0,00%"
61,30/06/2009,"-1,85","-3,23","0,60","-6,69","0,51","R$ 57,42 M","0,00%"
62,31/03/2009,"-2,26","-4,55","0,54","-6,62","0,49","R$ 57,42 M","0,00%"
63,31/12/2008,"-3,26","-10,26","0,50","-6,12","0,47","R$ 57,42 M","0,00%"
64,30/09/2008,"47,24","4,56","0,49",NA,"0,51","R$ 58,29 M","1,67%"
65,30/06/2008,"24,58","4,97","0,57",NA,"0,64","R$ 66,45 M","1,47%"
66,31/03/2008,"23,39","6,38","0,72",NA,"0,88","R$ 81,61 M","1,19%"
67,31/12/2007,"24,23","6,82","0,77",NA,"0,96","R$ 82,20 M","0,44%"
68,30/09/2007,"30,84","7,78","0,96",NA,"1,26","R$ 96,20 M","0,38%"
69,30/06/2007,"16,23","3,80","0,46",NA,"0,58","R$ 43,73 M","0,83%"
70,31/03/2007,"16,35","3,11","0,35",NA,"0,43","R$ 31,48 M","1,77%"
71,31/12/2006,"40,49","4,92","0,53",NA,"0,66","R$ 46,64 M","1,19%"
72,30/09/2006,"31,11","1,60","0,18",NA,"0,21","R$ 15,27 M","3,64%"
73,30/06/2006,"14,61","1,53","0,16",NA,"0,20","R$ 13,88 M","4,01%"
74,31/03/2006,"14.593,24","1.378,25","145,93",NA,"171,02","R$ 11,66 B","4,77%"
75,31/12/2005,"6,03","1,36","0,15",NA,"0,17","R$ 11,66 M","4.190,00%"
76,30/09/2005,"5,40","1,23","0,16",NA,"0,17","R$ 11,66 M","4.190,00%"
77,30/06/2005,"7,00","1,71","0,20",NA,"0,22","R$ 14,58 M","3.352,00%"
78,31/03/2005,"5,37","1,59","0,19",NA,"0,21","R$ 12,83 M","3.809,09%"
79,31/12/2004,"7,54","1,81","0,21",NA,"0,23","R$ 12,83 M","2.460,91%"
80,30/09/2004,"3,61","0,84","0,11",NA,"0,12","R$ 6,41 M","4.921,82%"
81,30/06/2004,"3,75","0,77","0,11",NA,"0,11","R$ 5,25 M","6.008,88%"
82,31/03/2004,"5,36","0,96","0,13",NA,"0,15","R$ 5,83 M","5.414,00%"
83,31/12/2003,"3,54","0,59","0,08",NA,"0,09","R$ 3,38 M","3.879,31%"
84,30/09/2003,"2,80","0,48","0,07",NA,"0,08","R$ 2,92 M","4.491,02%"
85,30/06/2003,"1,38","0,26","0,04",NA,"0,05","R$ 1,46 M","9.000,00%"
86,31/03/2003,"6,21","0,67","0,11",NA,"0,12","R$ 3,51 M","3.737,54%"
87,31/12/2002,"8,89","0,43","0,07",NA,"0,08","R$ 2,17 M","0,00%"
88,30/09/2002,"1,24","0,16","0,03",NA,"0,03","R$ 822,03 mil","0,00%"
89,30/06/2002,"2,26","0,18","0,03",NA,"0,03","R$ 822,03 mil","0,00%"
90,31/12/2001,"0,94","0,12","0,03",NA,"0,02","R$ 588,83 mil","0,00%"
91,30/09/2001,"5,72","0,06","0,01",NA,"0,01","R$ 297,33 mil","0,00%"
92,31/03/2001,"1,61","0,14","0,03",NA,"0,03","R$ 583,00 mil","0,00%"
93,31/12/2000,"10,68","0,34","0,07",NA,"0,06","R$ 1,40 M","0,00%"
94,30/09/2000,"5,75","0,21","0,05",NA,"0,04","R$ 874,50 mil","0,00%"
95,30/06/2000,"-2,63","0,23","0,06",NA,"0,04","R$ 874,50 mil","0,00%"
96,31/03/2000,"-0,09","0,02","0,00",NA,"0,00","R$ 64,13 mil","0,00%"
