,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 26/09/2024,"6,58","1,78","1,02","4,77","0,95","R$ 367,00 M","3,52%"
1,30/06/2024,"6,75","1,83","1,05","4,89","0,97","R$ 376,41 M","3,43%"
2,31/03/2024,"7,85","2,11","1,23","6,18","1,11","R$ 431,12 M","3,00%"
3,31/12/2023,"9,24","2,65","1,47","6,80","1,40","R$ 500,28 M","3,53%"
4,30/09/2023,"7,82","2,67","1,33","6,04","1,35","R$ 475,02 M","3,72%"
5,30/06/2023,"5,58","2,25","0,95","5,30","1,06","R$ 363,45 M","4,76%"
6,31/03/2023,"5,91","2,56","1,03","7,20","1,18","R$ 402,35 M","4,30%"
7,31/12/2022,"6,20","2,90","1,05","8,17","1,25","R$ 414,76 M","2,85%"
8,30/09/2022,"7,86","4,00","1,29","13,76","1,49","R$ 496,39 M","2,34%"
9,30/06/2022,"5,60","3,16","0,95","10,57","1,09","R$ 341,64 M","3,40%"
10,31/03/2022,"7,24","4,30","1,16","10,33","1,32","R$ 395,92 M","2,93%"
11,31/12/2021,"4,60","5,10","1,26","11,69","1,44","R$ 408,10 M","0,00%"
12,30/09/2021,"9,63","6,83","1,56","13,39","1,64","R$ 459,99 M","0,00%"
13,30/06/2021,"13,38","11,34","2,14","21,62","2,19","R$ 571,11 M","0,00%"
14,31/03/2021,"3,24","3,00","0,53","4,99","0,47","R$ 118,90 M","0,00%"
15,31/12/2020,"-20,53","-14,32","0,60","7,38","0,49","R$ 117,18 M","0,00%"
16,30/09/2020,"5,21","6,95","0,73","7,43","0,56","R$ 127,39 M","0,00%"
17,30/06/2020,"4,76","14,52","0,53","5,38","0,43","R$ 85,08 M","0,00%"
18,31/03/2020,"3,69","26,04","0,40","4,86","0,34","R$ 68,21 M","0,00%"
19,31/12/2019,"3,87","-25,62","0,40","4,13","0,35","R$ 67,05 M","0,00%"
20,30/09/2019,NA,"-10,23",NA,"-8,49","0,34","R$ 65,30 M","0,00%"
21,30/06/2019,NA,"-4,16",NA,"-11,69","0,28","R$ 51,01 M","0,00%"
22,31/03/2019,NA,"-2,91",NA,"26,83","0,26","R$ 47,23 M","0,00%"
23,31/12/2018,"2,95","-1,78","0,24","2,00","0,20","R$ 35,45 M","0,00%"
24,30/09/2018,"1,42","-1,54","0,25","2,20","0,18","R$ 34,97 M","0,00%"
25,30/06/2018,"0,83","-1,40","0,27","3,92","0,19","R$ 36,15 M","0,00%"
26,31/03/2018,"0,90","-1,28","0,29","3,40","0,20","R$ 37,25 M","0,00%"
27,31/12/2017,"0,87","-1,01","0,26","2,58","0,16","R$ 32,07 M","0,00%"
28,30/09/2017,"1,01","-0,39","0,16","0,55","0,10","R$ 18,58 M","0,00%"
29,30/06/2017,"-3,51","-0,27","0,16","0,49","0,11","R$ 18,58 M","0,00%"
30,31/03/2017,"-1,04","-0,15","0,09","0,26","0,06","R$ 10,50 M","0,00%"
31,31/12/2016,"-0,68","-0,15","0,10","0,26","0,06","R$ 10,61 M","0,00%"
32,30/09/2016,"-0,26","-0,16","0,10","0,54","0,06","R$ 10,61 M","0,00%"
33,30/06/2016,"-0,18","-0,17","0,10","0,57","0,06","R$ 10,61 M","0,00%"
34,31/03/2016,"-0,17","-0,18","0,10","0,58","0,06","R$ 10,61 M","0,00%"
35,31/12/2015,"-0,18","-0,20","0,09","0,61","0,06","R$ 10,61 M","0,00%"
36,30/09/2015,"-0,29","-0,43","0,09","0,70","0,06","R$ 10,61 M","0,00%"
37,30/06/2015,"-2,03","-2,58","0,08","1,46","0,06","R$ 10,61 M","0,00%"
38,31/03/2015,"4,05","3,51","0,10","2,47","0,07","R$ 13,34 M","0,00%"
39,31/12/2014,"1,65","1,55","0,09","1,62","0,06","R$ 11,66 M","0,00%"
40,30/09/2014,"1,08","0,97","0,08","2,11","0,06","R$ 11,66 M","0,00%"
41,30/06/2014,"-36,55","10,35","0,09","0,72","0,06","R$ 11,66 M","0,00%"
42,31/03/2014,"-4,33","22,99","0,08","0,79","0,06","R$ 11,65 M","0,00%"
43,31/12/2013,"-1,94","26,01","0,09","0,69","0,06","R$ 11,65 M","0,00%"
44,30/09/2013,"-1,05","9,21","0,09","0,71","0,06","R$ 11,65 M","0,00%"
45,30/06/2013,"-1,28","12,08","0,15","0,90","0,09","R$ 17,46 M","0,00%"
46,31/03/2013,"-1,10","5,45","0,16","0,84","0,09","R$ 17,46 M","0,00%"
47,31/12/2012,"-1,12","2,70","0,16","0,93","0,10","R$ 17,46 M","0,00%"
48,30/09/2012,"-2,99","2,01","0,21","1,17","0,13","R$ 24,78 M","0,00%"
49,30/06/2012,"-4,72","1,66","0,19","1,31","0,13","R$ 25,06 M","0,00%"
50,31/03/2012,"-10,70","1,31","0,18","1,70","0,13","R$ 25,06 M","0,00%"
51,31/12/2011,"-8,79","1,17","0,18","2,04","0,13","R$ 25,65 M","0,00%"
