,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 3,08 B","- R$ 1,74 B","- R$ 1,87 B","- R$ 541,58 M",322
1,31/03/2024,"R$ 2,94 B","- R$ 1,90 B","- R$ 335,54 M","R$ 710,90 M",322
2,31/12/2023,"R$ 3,43 B","- R$ 1,65 B","- R$ 1,17 B","R$ 603,88 M",322
3,30/09/2023,"R$ 3,75 B","- R$ 1,39 B","- R$ 1,48 B","R$ 878,48 M",322
4,30/06/2023,"R$ 3,90 B","- R$ 1,27 B","- R$ 1,51 B","R$ 1,12 B",322
5,31/03/2023,"R$ 3,92 B","- R$ 559,13 M","- R$ 2,99 B","R$ 367,94 M",322
6,31/12/2022,"R$ 3,44 B","- R$ 646,72 M","- R$ 2,44 B","R$ 349,61 M",322
7,30/09/2022,"R$ 3,03 B","- R$ 610,54 M","- R$ 3,24 B","- R$ 822,72 M",322
8,30/06/2022,"R$ 2,39 B","- R$ 951,53 M","- R$ 2,04 B","- R$ 596,55 M",322
9,31/03/2022,"R$ 2,22 B","- R$ 1,50 B","- R$ 509,36 M","R$ 209,33 M",322
10,31/12/2021,"R$ 2,51 B","- R$ 1,03 B","- R$ 2,20 B","- R$ 718,90 M",322
11,30/09/2021,"R$ 2,54 B","- R$ 1,13 B","- R$ 1,81 B","- R$ 389,20 M",322
12,30/06/2021,"R$ 2,51 B","- R$ 683,01 M","- R$ 2,64 B","- R$ 814,65 M",322
13,31/03/2021,"R$ 2,52 B","- R$ 1,29 B","- R$ 713,73 M","R$ 512,89 M",322
14,31/12/2020,"R$ 2,10 B","- R$ 1,77 B","R$ 198,89 M","R$ 527,14 M",322
15,30/09/2020,"R$ 2,02 B","- R$ 984,37 M","- R$ 59,67 M","R$ 977,60 M",322
16,30/06/2020,"R$ 2,46 B","- R$ 938,81 M","- R$ 340,49 M","R$ 1,18 B",322
17,31/03/2020,"R$ 2,41 B","- R$ 168,51 M","- R$ 2,35 B","- R$ 109,51 M",322
18,31/12/2019,"R$ 2,51 B","R$ 202,04 M","- R$ 2,23 B","R$ 480,79 M",322
19,30/09/2019,"R$ 2,18 B","- R$ 472,76 M","- R$ 1,32 B","R$ 391,22 M",322
20,30/06/2019,"R$ 1,81 B","- R$ 394,79 M","- R$ 1,58 B","- R$ 165,85 M",322
21,31/03/2019,"R$ 1,54 B","- R$ 1,08 B","- R$ 1,07 B","- R$ 619,78 M",322
22,31/12/2018,"R$ 1,57 B","- R$ 1,12 B","- R$ 1,58 B","- R$ 1,12 B",322
23,30/09/2018,"R$ 1,70 B","- R$ 1,27 B","- R$ 1,25 B","- R$ 816,80 M",322
24,30/06/2018,"R$ 1,64 B","- R$ 1,29 B","- R$ 922,72 M","- R$ 570,01 M",322
25,31/03/2018,"R$ 1,67 B","- R$ 570,42 M","- R$ 1,44 B","- R$ 341,80 M",322
26,31/12/2017,"R$ 1,64 B","- R$ 634,78 M","- R$ 1,38 B","- R$ 380,82 M",322
27,30/09/2017,"R$ 1,69 B","- R$ 682,27 M","- R$ 553,50 M","R$ 449,46 M",322
28,30/06/2017,"R$ 1,73 B","- R$ 620,27 M","- R$ 551,66 M","R$ 555,47 M",322
29,31/03/2017,"R$ 1,98 B","- R$ 589,83 M","- R$ 560,35 M","R$ 826,33 M",322
30,31/12/2016,"R$ 2,09 B","- R$ 637,01 M","- R$ 1,31 B","R$ 140,69 M",322
31,30/09/2016,"R$ 1,88 B","- R$ 431,41 M","- R$ 1,23 B","R$ 215,47 M",322
32,30/06/2016,"R$ 1,98 B","- R$ 478,75 M","- R$ 1,42 B","R$ 84,18 M",322
33,31/03/2016,"R$ 1,85 B","- R$ 491,89 M","- R$ 1,68 B","- R$ 328,08 M",322
34,31/12/2015,"R$ 1,93 B","- R$ 521,31 M","- R$ 417,86 M","R$ 993,94 M",322
35,30/09/2015,"R$ 1,84 B","- R$ 552,46 M","- R$ 733,91 M","R$ 555,35 M",322
36,30/06/2015,"R$ 1,60 B","- R$ 587,50 M","- R$ 563,75 M","R$ 449,13 M",322
37,31/03/2015,"R$ 1,49 B","- R$ 629,30 M","- R$ 311,03 M","R$ 544,68 M",322
38,31/12/2014,"R$ 1,32 B","- R$ 661,54 M","- R$ 218,84 M","R$ 437,75 M",322
39,30/09/2014,"R$ 1,28 B","- R$ 705,52 M","- R$ 117,39 M","R$ 461,18 M",322
40,30/06/2014,"R$ 1,26 B","- R$ 782,29 M","R$ 24,30 M","R$ 498,13 M",322
41,31/03/2014,"R$ 1,13 B","- R$ 772,59 M","R$ 94,31 M","R$ 456,06 M",322
42,31/12/2013,"R$ 942,69 M","- R$ 791,31 M","R$ 214,85 M","R$ 366,23 M",322
43,30/09/2013,"R$ 861,02 M","- R$ 767,03 M","R$ 222,57 M","R$ 316,55 M",322
44,30/06/2013,"R$ 781,92 M","- R$ 676,96 M","R$ 174,78 M","R$ 279,74 M",322
45,31/03/2013,"R$ 663,97 M","- R$ 669,62 M","R$ 228,82 M","R$ 223,16 M",322
46,31/12/2012,"R$ 488,08 M","- R$ 616,16 M","R$ 256,69 M","R$ 128,62 M",322
47,30/09/2012,"R$ 535,31 M","- R$ 571,42 M","R$ 7,14 M","- R$ 28,97 M",322
48,30/06/2012,"R$ 517,45 M","- R$ 554,60 M","R$ 69,04 M","R$ 31,88 M",322
49,31/03/2012,"R$ 567,82 M","- R$ 524,99 M","R$ 14,94 M","R$ 57,77 M",322
50,31/12/2011,"R$ 653,17 M","- R$ 509,71 M","- R$ 247,72 M","- R$ 104,27 M",322
51,30/09/2011,"R$ 854,16 M","- R$ 500,81 M","- R$ 385,48 M","- R$ 32,12 M",322
52,30/06/2011,"R$ 897,74 M","- R$ 459,16 M","- R$ 569,20 M","- R$ 130,62 M",322
53,31/03/2011,"R$ 972,93 M","- R$ 432,86 M","- R$ 594,29 M","- R$ 54,22 M",322
