,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 6,51 B","R$ 705,14 M","R$ 2,77",254.543.576,0,0,254.543.576,3.395.679,0,0,3.395.679,251.147.897,0,251.147.897,207
1,31/03/2024,"R$ 7,99 B","R$ 838,10 M","R$ 4,91",170.824.989,0,0,170.824.989,3.395.679,0,0,3.395.679,167.429.310,0,167.429.310,207
2,31/12/2023,"R$ 7,71 B","R$ 1,11 B","R$ 6,52",170.824.989,0,0,170.824.989,3.395.679,0,0,3.395.679,167.429.310,0,167.429.310,207
3,30/09/2023,"R$ 7,83 B","R$ 1,02 B","R$ 6,00",170.824.989,0,0,170.824.989,3.395.679,0,0,3.395.679,167.429.310,0,167.429.310,207
4,30/06/2023,"R$ 8,76 B","R$ 1,06 B","R$ 6,18",170.824.989,0,0,170.824.989,3.395.679,0,0,3.395.679,167.429.310,0,167.429.310,207
5,31/03/2023,"R$ 11,11 B","R$ 1,44 B","R$ 8,45",170.824.989,0,0,170.824.989,3.395.679,0,0,3.395.679,167.429.310,0,167.429.310,207
6,31/12/2022,"R$ 9,91 B","R$ 1,49 B","R$ 8,69",170.824.989,0,0,170.824.989,3.395.679,0,0,3.395.679,167.429.310,0,167.429.310,207
7,30/09/2022,"R$ 8,71 B","R$ 1,28 B","R$ 7,51",170.824.989,0,0,170.824.989,3.395.679,0,0,3.395.679,167.429.310,0,167.429.310,207
8,30/06/2022,"R$ 7,84 B","R$ 1,26 B","R$ 7,35",170.824.989,0,0,170.824.989,3.395.679,0,0,3.395.679,167.429.310,0,167.429.310,207
9,31/03/2022,"R$ 8,98 B","R$ 1,40 B","R$ 8,20",170.824.989,0,0,170.824.989,3.395.679,0,0,3.395.679,167.429.310,0,167.429.310,207
10,31/12/2021,"R$ 6,77 B","R$ 1,46 B","R$ 8,54",170.824.989,0,0,170.824.989,3.395.679,0,0,3.395.679,167.429.310,0,167.429.310,207
11,30/09/2021,"R$ 5,97 B","R$ 1,36 B","R$ 7,99",170.824.989,0,0,170.824.989,3.395.679,0,0,3.395.679,167.429.310,0,167.429.310,207
12,30/06/2021,"R$ 4,51 B","R$ 988,80 M","R$ 6,80",145.370.444,0,0,145.370.444,3.395.679,0,0,3.395.679,141.974.765,0,141.974.765,207
13,31/03/2021,"R$ 5,41 B","R$ 986,33 M","R$ 6,95",141.968.923,0,0,141.968.923,3.395.679,0,0,3.395.679,138.573.244,0,138.573.244,207
14,31/12/2020,"R$ 4,26 B","R$ 1,02 B","R$ 7,34",138.328.524,0,0,138.328.524,0,0,0,0,138.328.524,0,138.328.524,207
15,30/09/2020,"R$ 1,35 B","R$ 185,77 M","R$ 1,03",181.027.330,0,0,181.027.330,0,0,0,0,181.027.330,0,181.027.330,207
16,30/06/2020,"R$ 1,20 B","R$ 187,79 M","R$ 1,04",181.027.330,0,0,181.027.330,0,0,0,0,181.027.330,0,181.027.330,207
17,31/03/2020,"R$ 1,57 B","R$ 189,79 M","R$ 1,05",181.027.330,0,0,181.027.330,0,0,0,0,181.027.330,0,181.027.330,207
18,31/12/2019,"R$ 1,41 B","R$ 192,06 M","R$ 1,06",181.027.330,0,0,181.027.330,0,0,0,0,181.027.330,0,181.027.330,207
