,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 1,85 B","R$ 878,43 M","R$ 692,23 M","- R$ 248,66 M","R$ 940,88 M","R$ 354,71 M","R$ 1,05",397
1,31/03/2024,"R$ 1,64 B","R$ 806,68 M","R$ 651,64 M","- R$ 242,45 M","R$ 894,10 M","R$ 315,86 M","R$ 0,93",397
2,31/12/2023,"R$ 1,79 B","R$ 765,60 M","R$ 659,59 M","- R$ 236,45 M","R$ 896,04 M","R$ 294,49 M","R$ 0,87",397
3,30/09/2023,"R$ 1,78 B","R$ 942,76 M","R$ 797,13 M","- R$ 230,00 M","R$ 1,03 B","R$ 424,39 M","R$ 1,25",397
4,30/06/2023,"R$ 1,63 B","R$ 816,11 M","R$ 669,28 M","- R$ 222,20 M","R$ 891,47 M","R$ 335,38 M","R$ 0,99",397
5,31/03/2023,"R$ 1,25 B","R$ 467,76 M","R$ 392,00 M","- R$ 222,66 M","R$ 614,66 M","R$ 145,89 M","R$ 0,43",397
6,31/12/2022,"R$ 1,47 B","R$ 576,21 M","R$ 485,32 M","- R$ 223,32 M","R$ 708,63 M","R$ 244,09 M","R$ 0,72",397
7,30/09/2022,"R$ 1,57 B","R$ 668,57 M","R$ 567,41 M","- R$ 244,58 M","R$ 811,99 M","R$ 322,76 M","R$ 0,95",397
8,30/06/2022,"R$ 1,44 B","R$ 554,79 M","R$ 474,60 M","- R$ 295,69 M","R$ 770,29 M","R$ 206,92 M","R$ 0,61",397
9,31/03/2022,"R$ 1,10 B","R$ 317,25 M","R$ 262,92 M","- R$ 291,06 M","R$ 553,97 M","R$ 100,41 M","R$ 0,30",397
10,31/12/2021,"R$ 1,07 B","R$ 281,90 M","R$ 220,50 M","- R$ 280,36 M","R$ 500,85 M","R$ 66,23 M","R$ 0,19",397
11,30/09/2021,"R$ 1,23 B","R$ 478,87 M","R$ 375,72 M","- R$ 262,15 M","R$ 637,88 M","R$ 137,45 M","R$ 0,40",397
12,30/06/2021,"R$ 1,16 B","R$ 450,69 M","R$ 580,83 M","- R$ 257,73 M","R$ 838,56 M","R$ 420,42 M","R$ 1,24",397
13,31/03/2021,"R$ 965,02 M","R$ 304,62 M","R$ 232,10 M","- R$ 256,51 M","R$ 488,61 M","R$ 75,49 M","R$ 0,22",397
14,31/12/2020,"R$ 990,35 M","R$ 320,16 M","R$ 431,93 M","- R$ 248,03 M","R$ 679,96 M","R$ 226,84 M","R$ 0,67",397
15,30/09/2020,"R$ 1,01 B","R$ 384,95 M","R$ 306,02 M","- R$ 246,69 M","R$ 552,71 M","R$ 148,58 M","R$ 0,44",397
16,30/06/2020,"R$ 928,51 M","R$ 330,44 M","R$ 245,21 M","- R$ 251,66 M","R$ 496,86 M","R$ 146,39 M","R$ 0,43",397
17,31/03/2020,"R$ 674,73 M","R$ 51,68 M","- R$ 20,18 M","- R$ 303,56 M","R$ 283,38 M","- R$ 91,53 M","- R$ 0,27",397
18,31/12/2019,"R$ 701,69 M","R$ 104,14 M","R$ 172,71 M","- R$ 236,46 M","R$ 409,17 M","R$ 87,12 M","R$ 0,26",397
19,30/09/2019,"R$ 856,50 M","R$ 265,17 M","R$ 366,77 M","- R$ 230,76 M","R$ 597,53 M","R$ 180,99 M","R$ 0,53",397
20,30/06/2019,"R$ 815,56 M","R$ 242,77 M","R$ 243,62 M","- R$ 229,26 M","R$ 472,88 M","R$ 119,37 M","R$ 0,35",397
21,31/03/2019,"R$ 827,06 M","R$ 210,95 M","R$ 259,55 M","- R$ 224,75 M","R$ 484,29 M","R$ 115,88 M","R$ 0,34",397
22,31/12/2018,"R$ 992,66 M","R$ 344,79 M","R$ 240,41 M","- R$ 155,61 M","R$ 396,02 M","R$ 144,56 M","R$ 0,43",397
23,30/09/2018,"R$ 1,00 B","R$ 367,80 M","R$ 281,56 M","- R$ 151,91 M","R$ 433,47 M","R$ 164,58 M","R$ 0,48",397
24,30/06/2018,"R$ 911,57 M","R$ 291,67 M","R$ 233,31 M","- R$ 149,56 M","R$ 382,87 M","R$ 124,06 M","R$ 0,36",397
25,31/03/2018,"R$ 820,63 M","R$ 245,70 M","R$ 183,35 M","- R$ 147,52 M","R$ 330,87 M","R$ 88,42 M","R$ 0,26",397
26,31/12/2017,"R$ 903,99 M","R$ 292,17 M","R$ 154,23 M","- R$ 144,13 M","R$ 298,36 M","R$ 67,94 M","R$ 0,20",397
27,30/09/2017,"R$ 896,53 M","R$ 326,72 M","R$ 267,22 M","- R$ 142,11 M","R$ 409,34 M","R$ 145,39 M","R$ 0,43",397
28,30/06/2017,"R$ 893,95 M","R$ 328,98 M","R$ 267,11 M","- R$ 140,87 M","R$ 407,98 M","R$ 144,48 M","R$ 0,42",397
29,31/03/2017,"R$ 798,33 M","R$ 237,83 M","R$ 213,99 M","- R$ 139,75 M","R$ 353,73 M","R$ 103,43 M","R$ 0,30",397
30,31/12/2016,"R$ 809,85 M","R$ 236,08 M","R$ 168,69 M","- R$ 143,80 M","R$ 312,49 M","R$ 54,03 M","R$ 0,16",397
31,30/09/2016,"R$ 888,01 M","R$ 314,74 M","R$ 225,56 M","- R$ 140,54 M","R$ 366,10 M","R$ 113,88 M","R$ 0,33",397
32,30/06/2016,"R$ 832,34 M","R$ 285,33 M","R$ 198,66 M","- R$ 138,66 M","R$ 337,31 M","R$ 85,58 M","R$ 0,25",397
33,31/03/2016,"R$ 749,22 M","R$ 234,49 M","R$ 317,55 M","- R$ 136,77 M","R$ 454,32 M","R$ 164,05 M","R$ 0,48",397
34,31/12/2015,"R$ 885,39 M","R$ 348,21 M","R$ 174,73 M","- R$ 133,35 M","R$ 308,08 M","R$ 92,11 M","R$ 0,27",397
35,30/09/2015,"R$ 801,70 M","R$ 263,49 M","R$ 173,28 M","- R$ 130,60 M","R$ 303,87 M","R$ 56,50 M","R$ 0,17",397
