,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 715,82 M","- R$ 483,45 M","- R$ 661,37 M","- R$ 429,00 M",397
1,31/03/2024,"R$ 488,93 M","- R$ 347,35 M","- R$ 474,24 M","- R$ 332,66 M",397
2,31/12/2023,"R$ 1,01 B","- R$ 894,37 M","R$ 1,53 B","R$ 1,64 B",397
3,30/09/2023,"R$ 986,17 M","- R$ 395,49 M","- R$ 70,87 M","R$ 519,81 M",397
4,30/06/2023,"R$ 919,52 M","- R$ 420,27 M","- R$ 164,04 M","R$ 335,21 M",397
5,31/03/2023,"R$ 707,34 M","- R$ 228,04 M","- R$ 457,43 M","R$ 21,87 M",397
6,31/12/2022,"R$ 306,54 M","- R$ 549,04 M","- R$ 359,14 M","- R$ 601,64 M",397
7,30/09/2022,"R$ 704,88 M","- R$ 640,11 M","R$ 177,24 M","R$ 242,01 M",397
8,30/06/2022,"R$ 584,58 M","- R$ 392,66 M","- R$ 209,75 M","- R$ 17,84 M",397
9,31/03/2022,"R$ 276,21 M","- R$ 256,34 M","- R$ 612,15 M","- R$ 592,29 M",397
10,31/12/2021,"R$ 354,79 M","- R$ 520,99 M","- R$ 58,80 M","- R$ 225,01 M",397
11,30/09/2021,"R$ 390,46 M","- R$ 638,84 M","R$ 1,38 B","R$ 1,13 B",397
12,30/06/2021,"R$ 553,86 M","- R$ 227,86 M","- R$ 265,30 M","R$ 60,70 M",397
13,31/03/2021,"R$ 271,76 M","- R$ 127,74 M","- R$ 479,55 M","- R$ 335,54 M",397
14,31/12/2020,"R$ 665,06 M","- R$ 322,26 M","- R$ 415,94 M","- R$ 73,14 M",397
15,30/09/2020,"R$ 428,51 M","- R$ 308,59 M","- R$ 95,49 M","R$ 24,43 M",397
16,30/06/2020,"R$ 367,07 M","- R$ 95,12 M","R$ 29,81 M","R$ 301,76 M",397
17,31/03/2020,"R$ 541,50 M","- R$ 96,50 M","- R$ 159,83 M","R$ 285,17 M",397
18,31/12/2019,"R$ 184,84 M","- R$ 154,99 M","- R$ 383,42 M","- R$ 353,57 M",397
19,30/09/2019,"R$ 497,20 M","- R$ 250,74 M","- R$ 143,31 M","R$ 103,16 M",397
20,30/06/2019,"R$ 180,54 M","- R$ 130,02 M","R$ 548,99 M","R$ 599,52 M",397
21,31/03/2019,"R$ 243,32 M","- R$ 121,04 M","- R$ 79,78 M","R$ 42,50 M",397
22,31/12/2018,"R$ 259,90 M","- R$ 143,14 M","- R$ 267,38 M","- R$ 150,62 M",397
23,30/09/2018,"R$ 477,59 M","- R$ 205,33 M","- R$ 57,03 M","R$ 215,22 M",397
24,30/06/2018,"R$ 317,27 M","- R$ 220,49 M","- R$ 105,78 M","- R$ 9,00 M",397
25,31/03/2018,"R$ 80,94 M","- R$ 130,12 M","- R$ 152,56 M","- R$ 201,74 M",397
26,31/12/2017,"R$ 316,94 M","- R$ 259,25 M","- R$ 167,68 M","- R$ 110,00 M",397
27,30/09/2017,"R$ 366,18 M","- R$ 153,28 M","- R$ 205,24 M","R$ 7,66 M",397
28,30/06/2017,"R$ 348,41 M","- R$ 185,15 M","R$ 160,39 M","R$ 323,65 M",397
29,31/03/2017,"R$ 8,67 M","R$ 2,40 M","- R$ 105,69 M","- R$ 94,62 M",397
30,31/12/2016,"R$ 316,19 M","- R$ 143,15 M","- R$ 333,74 M","- R$ 160,70 M",397
31,30/09/2016,"R$ 326,12 M","- R$ 186,91 M","- R$ 214,26 M","- R$ 75,05 M",397
32,30/06/2016,"R$ 340,33 M","- R$ 117,85 M","- R$ 92,18 M","R$ 130,31 M",397
33,31/03/2016,"- R$ 16,76 M","- R$ 99,94 M","- R$ 109,39 M","- R$ 226,09 M",397
34,31/12/2015,"R$ 441,03 M","- R$ 275,43 M","- R$ 237,36 M","- R$ 71,77 M",397
35,30/09/2015,"R$ 290,49 M","- R$ 155,80 M","- R$ 159,66 M","- R$ 24,96 M",397
36,30/06/2015,"R$ 251,14 M","- R$ 243,17 M","R$ 12,46 M","R$ 20,43 M",397
37,31/03/2015,"R$ 177,30 M","- R$ 187,35 M","R$ 492,90 M","R$ 482,84 M",397
38,31/12/2014,"R$ 305,34 M","- R$ 305,48 M","- R$ 140,38 M","- R$ 140,52 M",397
39,30/09/2014,"R$ 272,12 M","- R$ 322,19 M","R$ 61,83 M","R$ 11,75 M",397
40,30/06/2014,"R$ 303,75 M","- R$ 294,65 M","- R$ 94,12 M","- R$ 85,01 M",397
41,31/03/2014,"R$ 126,22 M","- R$ 138,11 M","R$ 17,71 M","R$ 5,82 M",397
42,31/12/2013,"R$ 285,50 M","- R$ 216,48 M","R$ 90,76 M","R$ 159,78 M",397
43,30/09/2013,"R$ 229,21 M","- R$ 167,51 M","- R$ 118,92 M","- R$ 57,22 M",397
44,30/06/2013,"R$ 388,25 M","- R$ 231,96 M","- R$ 136,97 M","R$ 19,32 M",397
45,31/03/2013,"R$ 120,06 M","- R$ 184,29 M","R$ 66,42 M","R$ 2,20 M",397
46,31/12/2012,"R$ 241,92 M","- R$ 242,35 M","- R$ 317,50 M","- R$ 317,94 M",397
47,30/09/2012,"R$ 357,80 M","- R$ 249,71 M","R$ 324,70 M","R$ 432,78 M",397
48,30/06/2012,"R$ 210,35 M","- R$ 250,34 M","- R$ 62,08 M","- R$ 102,08 M",397
49,31/03/2012,"R$ 36,81 M","- R$ 241,74 M","R$ 98,58 M","- R$ 106,35 M",397
50,31/12/2011,"R$ 296,98 M","- R$ 578,61 M","R$ 313,43 M","R$ 31,80 M",397
51,30/09/2011,"R$ 307,36 M","- R$ 309,97 M","- R$ 18,63 M","- R$ 21,24 M",397
52,30/06/2011,"R$ 338,91 M","- R$ 222,40 M","- R$ 38,39 M","R$ 78,12 M",397
53,31/03/2011,"R$ 114,78 M","- R$ 111,30 M","- R$ 80,81 M","- R$ 77,33 M",397
