,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 70,55 M","R$ 8,11 M","R$ 9,17 M","- R$ 1,14 M","R$ 10,28 M","R$ 4,06 M","R$ 1,97",404
1,31/03/2024,"R$ 62,23 M","R$ 9,08 M","R$ 6,51 M","- R$ 1,08 M","R$ 7,59 M","R$ 430,00 mil","R$ 0,21",404
2,31/12/2023,"R$ 61,07 M","R$ 5,93 M","- R$ 9,99 M","- R$ 1,11 M","- R$ 8,89 M","- R$ 16,45 M","- R$ 7,99",404
3,30/09/2023,"R$ 71,38 M","R$ 9,53 M","- R$ 1,87 M","- R$ 1,09 M","- R$ 659,00 mil","- R$ 5,26 M","- R$ 2,56",404
4,30/06/2023,"R$ 66,54 M","R$ 7,76 M","- R$ 355,00 mil","- R$ 1,10 M","R$ 741,00 mil","- R$ 3,59 M","- R$ 1,74",404
5,31/03/2023,"R$ 69,11 M","R$ 10,85 M","R$ 48,00 mil","- R$ 1,08 M","R$ 1,13 M","- R$ 171,00 mil","- R$ 0,08",404
6,31/12/2022,"R$ 72,09 M","R$ 9,21 M","- R$ 7,50 M","- R$ 1,08 M","- R$ 6,41 M","- R$ 1,63 M","- R$ 0,79",404
7,30/09/2022,"R$ 81,84 M","R$ 16,58 M","R$ 12,25 M","- R$ 1,07 M","R$ 13,32 M","R$ 30,28 M","R$ 14,71",404
8,30/06/2022,"R$ 72,30 M","R$ 10,43 M","R$ 1,18 M","- R$ 1,03 M","R$ 2,21 M","- R$ 3,65 M","- R$ 1,78",404
9,31/03/2022,"R$ 66,80 M","R$ 10,60 M","R$ 2,01 M","- R$ 991,00 mil","R$ 3,00 M","- R$ 939,00 mil","- R$ 0,46",404
10,31/12/2021,"R$ 59,23 M","R$ 7,17 M","R$ 3,51 M","- R$ 1.000,00 mil","R$ 4,51 M","- R$ 378,00 mil","- R$ 0,18",404
11,30/09/2021,"R$ 68,55 M","R$ 13,41 M","- R$ 19,74 M","- R$ 1,00 M","- R$ 18,74 M","R$ 2,12 M","R$ 1,03",404
12,30/06/2021,"R$ 64,42 M","R$ 10,78 M","R$ 33,46 M","- R$ 1,03 M","R$ 34,49 M","R$ 129,50 M","R$ 62,93",404
13,31/03/2021,"R$ 51,97 M","R$ 7,35 M","R$ 1,19 M","- R$ 1,04 M","R$ 2,23 M","- R$ 1,71 M","- R$ 0,83",404
14,31/12/2020,"R$ 42,82 M","R$ 4,93 M","R$ 52,81 M","- R$ 1,10 M","R$ 53,91 M","R$ 41,20 M","R$ 20,02",404
15,30/09/2020,"R$ 38,73 M","R$ 4,90 M","- R$ 1,20 M","- R$ 1,10 M","- R$ 96,00 mil","- R$ 4,20 M","- R$ 2,04",404
16,30/06/2020,"R$ 24,69 M","R$ 1,72 M","- R$ 3,12 M","- R$ 1,10 M","- R$ 2,02 M","- R$ 5,19 M","- R$ 2,52",404
17,31/03/2020,"R$ 40,03 M","R$ 4,69 M","- R$ 1,85 M","- R$ 1,10 M","- R$ 748,00 mil","- R$ 6,93 M","- R$ 3,37",404
18,31/12/2019,"R$ 40,42 M","R$ 6,21 M","- R$ 1,01 M","- R$ 1,12 M","R$ 113,00 mil","- R$ 9,90 M","- R$ 4,81",404
19,30/09/2019,"R$ 48,54 M","R$ 3,38 M","- R$ 3,93 M","- R$ 1,12 M","- R$ 2,81 M","- R$ 9,69 M","- R$ 4,71",404
20,30/06/2019,"R$ 45,08 M","R$ 2,45 M","- R$ 4,99 M","- R$ 1,14 M","- R$ 3,85 M","- R$ 12,39 M","- R$ 6,02",404
21,31/03/2019,"R$ 45,11 M","R$ 3,05 M","- R$ 3,64 M","- R$ 1,12 M","- R$ 2,52 M","- R$ 7,14 M","- R$ 3,47",404
22,31/12/2018,"R$ 41,01 M","R$ 3,04 M","- R$ 7,40 M","- R$ 1,18 M","- R$ 6,22 M","- R$ 18,37 M","- R$ 8,92",404
23,30/09/2018,"R$ 42,77 M","R$ 3,60 M","- R$ 3,34 M","- R$ 1,17 M","- R$ 2,16 M","- R$ 2,37 M","- R$ 1,15",404
24,30/06/2018,"R$ 41,35 M","R$ 3,33 M","- R$ 3,75 M","- R$ 1,20 M","- R$ 2,55 M","- R$ 6,95 M","- R$ 3,38",404
25,31/03/2018,"R$ 37,88 M","R$ 3,85 M","- R$ 2,61 M","- R$ 1,15 M","- R$ 1,46 M","- R$ 4,60 M","- R$ 2,24",404
26,31/12/2017,"R$ 29,92 M","R$ 1,15 M","- R$ 5,64 M","- R$ 1,23 M","- R$ 4,42 M","R$ 12,50 M","R$ 6,07",404
27,30/09/2017,"R$ 32,11 M","R$ 2,14 M","- R$ 3,69 M","- R$ 1,31 M","- R$ 2,38 M","R$ 8,74 M","R$ 4,25",404
28,30/06/2017,"R$ 29,96 M","R$ 1,77 M","- R$ 3,08 M","- R$ 1,30 M","- R$ 1,78 M","- R$ 4,66 M","- R$ 2,26",404
29,31/03/2017,"R$ 29,58 M","R$ 1,72 M","- R$ 3,52 M","- R$ 1,29 M","- R$ 2,23 M","- R$ 10,07 M","- R$ 4,89",404
30,31/12/2016,"R$ 22,42 M","- R$ 867,00 mil","R$ 8,43 M","- R$ 1,33 M","R$ 9,76 M","R$ 498,00 mil","R$ 0,24",404
31,30/09/2016,"R$ 31,83 M","R$ 4,79 M","- R$ 1,25 M","- R$ 1,32 M","R$ 69,00 mil","- R$ 6,70 M","- R$ 3,25",404
32,30/06/2016,"R$ 36,33 M","R$ 5,80 M","- R$ 268,00 mil","- R$ 1,33 M","R$ 1,06 M","- R$ 3,54 M","- R$ 1,72",404
33,31/03/2016,"R$ 31,10 M","R$ 836,00 mil","- R$ 5,74 M","- R$ 1,33 M","- R$ 4,41 M","- R$ 11,28 M","- R$ 5,48",404
34,31/12/2015,"R$ 26,44 M","- R$ 4,82 M","- R$ 39,90 M","- R$ 2,31 M","- R$ 37,59 M","- R$ 40,47 M","- R$ 19,67",404
35,30/09/2015,"R$ 41,59 M","R$ 2,98 M","- R$ 5,10 M","- R$ 2,74 M","- R$ 2,36 M","- R$ 12,40 M","- R$ 6,03",404
36,30/06/2015,"R$ 39,56 M","R$ 2,73 M","- R$ 5,12 M","- R$ 2,71 M","- R$ 2,41 M","- R$ 9,45 M","- R$ 0,46",404
37,31/03/2015,"R$ 44,13 M","R$ 5,54 M","- R$ 1,71 M","- R$ 2,69 M","R$ 975,00 mil","- R$ 7,45 M","- R$ 0,36",404
38,31/12/2014,"R$ 42,58 M","- R$ 32,00 mil","- R$ 36,90 M","- R$ 3,26 M","- R$ 33,65 M","- R$ 30,81 M","- R$ 1,50",404
39,30/09/2014,"R$ 52,28 M","R$ 7,78 M","- R$ 603,00 mil","- R$ 2,29 M","R$ 1,68 M","- R$ 4,46 M","- R$ 0,22",404
40,30/06/2014,"R$ 46,86 M","R$ 7,21 M","- R$ 2,79 M","- R$ 2,57 M","- R$ 213,00 mil","- R$ 5,04 M","- R$ 0,24",404
41,31/03/2014,"R$ 53,93 M","R$ 10,22 M","R$ 1,43 M","- R$ 2,45 M","R$ 3,87 M","- R$ 882,00 mil","- R$ 0,04",404
42,31/12/2013,"R$ 52,98 M","R$ 12,53 M","R$ 5,30 M","- R$ 2,47 M","R$ 7,77 M","R$ 941,00 mil","R$ 0,05",404
43,30/09/2013,"R$ 58,61 M","R$ 14,58 M","R$ 4,66 M","- R$ 2,44 M","R$ 7,10 M","R$ 1,87 M","R$ 0,09",404
44,30/06/2013,"R$ 60,80 M","R$ 14,04 M","R$ 3,60 M","- R$ 2,38 M","R$ 5,98 M","R$ 151,00 mil","R$ 0,01",404
45,31/03/2013,"R$ 56,05 M","R$ 13,46 M","R$ 4,66 M","- R$ 2,29 M","R$ 6,95 M","R$ 2,18 M","R$ 0,11",404
46,31/12/2012,"R$ 44,84 M","R$ 7,57 M","R$ 17,21 M","- R$ 2,34 M","R$ 19,55 M","R$ 1,73 M","R$ 0,08",404
47,30/09/2012,"R$ 49,34 M","R$ 9,28 M","R$ 50,00 mil","- R$ 2,34 M","R$ 2,40 M","- R$ 2,43 M","- R$ 0,12",404
48,30/06/2012,"R$ 47,19 M","R$ 7,33 M","- R$ 4,91 M","- R$ 2,35 M","- R$ 2,57 M","- R$ 7,25 M","- R$ 0,35",404
49,31/03/2012,"R$ 48,84 M","R$ 5,99 M","- R$ 4,82 M","- R$ 2,35 M","- R$ 2,47 M","- R$ 6,97 M","- R$ 0,34",404
50,31/12/2011,"R$ 52,46 M","R$ 9,51 M","- R$ 1,14 M","- R$ 2,32 M","R$ 1,18 M","- R$ 2,71 M","- R$ 0,13",404
51,30/09/2011,"R$ 68,90 M","R$ 15,76 M","R$ 4,64 M","- R$ 2,54 M","R$ 7,17 M","R$ 2,49 M","R$ 0,12",404
52,30/06/2011,"R$ 59,40 M","R$ 12,37 M","R$ 1,04 M","- R$ 1,98 M","R$ 3,01 M","- R$ 1,46 M","- R$ 0,07",404
53,31/03/2011,"R$ 53,27 M","R$ 11,74 M","R$ 3,22 M","- R$ 1,99 M","R$ 5,21 M","R$ 714,00 mil","R$ 0,14",404
54,31/12/2010,"R$ 54,26 M","R$ 13,14 M","- R$ 7,81 M",,,"- R$ 7,58 M","- R$ 1,47",404
55,30/09/2010,"R$ 62,45 M","R$ 17,78 M","R$ 7,72 M",,,"R$ 3,89 M","R$ 0,76",404
56,30/06/2010,"R$ 56,89 M","R$ 12,88 M","R$ 3,07 M",,,"R$ 762,00 mil","R$ 0,15",404
57,31/03/2010,"R$ 52,35 M","R$ 13,62 M","R$ 5,16 M",,,"R$ 2,20 M","R$ 0,43",404
58,31/12/2009,"R$ 43,89 M","R$ 10,01 M","- R$ 4,49 M",,,"- R$ 4,15 M","- R$ 0,81",404
59,30/09/2009,"R$ 39,97 M","R$ 10,57 M","R$ 2,81 M",,,"R$ 1,06 M","R$ 0,21",404
60,30/06/2009,"R$ 34,90 M","R$ 7,64 M","- R$ 388,00 mil",,,"- R$ 2,41 M","- R$ 0,47",404
61,31/03/2009,"R$ 34,82 M","R$ 7,33 M","- R$ 206,00 mil",,,"- R$ 1,59 M","- R$ 0,31",404
62,31/12/2008,"R$ 47,23 M","R$ 13,60 M","R$ 2,30 M",,,"R$ 370,00 mil","R$ 0,07",404
63,30/09/2008,"R$ 61,12 M","R$ 17,81 M","R$ 8,35 M",,,"R$ 4,81 M","R$ 0,94",404
64,30/06/2008,"R$ 54,07 M","R$ 13,44 M","R$ 4,94 M",,,"R$ 1,19 M","R$ 0,23",404
65,31/03/2008,"R$ 48,83 M","R$ 12,98 M","R$ 5,21 M",,,"R$ 2,22 M","R$ 0,43",404
66,31/12/2007,"R$ 45,10 M","R$ 10,96 M","- R$ 24,00 mil",,,"- R$ 1,79 M","- R$ 0,35",404
67,30/09/2007,"R$ 51,49 M","R$ 15,10 M","R$ 8,54 M",,,"R$ 3,57 M","R$ 0,69",404
68,30/06/2007,"R$ 49,63 M","R$ 12,36 M","R$ 5,23 M",,,"R$ 1,92 M","R$ 0,37",404
