,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"- R$ 2,32 M","- R$ 23,87 M","R$ 26,18 M","- R$ 14,00 mil",404
1,31/03/2024,"- R$ 10,59 M","- R$ 8,24 M","R$ 18,83 M","R$ 7,00 mil",404
2,31/12/2023,"- R$ 8,50 M","- R$ 10,98 M","R$ 18,53 M","- R$ 948,00 mil",404
3,30/09/2023,"R$ 3,52 M","- R$ 11,75 M","R$ 8,70 M","R$ 469,00 mil",404
4,30/06/2023,"R$ 5,79 M","- R$ 12,16 M","R$ 6,36 M","- R$ 7,00 mil",404
5,31/03/2023,"R$ 1,68 M","- R$ 12,14 M","R$ 10,32 M","- R$ 138,00 mil",404
6,31/12/2022,"R$ 6,03 M","- R$ 9,28 M","R$ 3,78 M","R$ 529,00 mil",404
7,30/09/2022,"- R$ 4,26 M","- R$ 9,53 M","R$ 13,73 M","- R$ 58,00 mil",404
8,30/06/2022,"- R$ 5,97 M","- R$ 10,64 M","R$ 16,01 M","- R$ 601,00 mil",404
9,31/03/2022,"- R$ 453,00 mil","- R$ 10,54 M","R$ 10,17 M","- R$ 825,00 mil",404
10,31/12/2021,"R$ 4,98 M","- R$ 11,07 M","R$ 5,45 M","- R$ 635,00 mil",404
11,30/09/2021,"- R$ 312,00 mil","- R$ 8,18 M","R$ 5,12 M","- R$ 3,38 M",404
12,30/06/2021,"R$ 1,07 M","- R$ 5,31 M","R$ 4,41 M","R$ 171,00 mil",404
13,31/03/2021,"- R$ 5,07 M","- R$ 3,86 M","R$ 6,67 M","- R$ 2,27 M",404
14,31/12/2020,"- R$ 8,12 M","- R$ 2,57 M","R$ 8,06 M","- R$ 2,64 M",404
15,30/09/2020,"- R$ 8,65 M","- R$ 2,57 M","R$ 13,31 M","R$ 2,09 M",404
16,30/06/2020,"- R$ 9,03 M","- R$ 2,96 M","R$ 10,02 M","- R$ 1,97 M",404
17,31/03/2020,"- R$ 3,43 M","- R$ 2,95 M","R$ 7,45 M","R$ 1,06 M",404
18,31/12/2019,"- R$ 5,12 M","- R$ 2,78 M","R$ 5,75 M","- R$ 2,15 M",404
19,30/09/2019,"- R$ 1,78 M","- R$ 2,27 M","R$ 2,99 M","- R$ 1,06 M",404
20,30/06/2019,"R$ 77,00 mil","- R$ 1,80 M","R$ 2,06 M","R$ 343,00 mil",404
21,31/03/2019,"- R$ 503,00 mil","- R$ 3,03 M","R$ 3,91 M","R$ 380,00 mil",404
22,31/12/2018,"- R$ 787,00 mil","- R$ 3,31 M","R$ 4,08 M","- R$ 17,00 mil",404
23,30/09/2018,"R$ 1,47 M","- R$ 3,57 M","R$ 875,00 mil","- R$ 1,23 M",404
24,30/06/2018,"R$ 813,00 mil","- R$ 2,51 M","- R$ 644,00 mil","- R$ 2,34 M",404
