,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 23,98 B","R$ 11,64 B","R$ 6,20",1.876.606.210,0,0,1.876.606.210,4.942.852,0,0,4.942.852,1.871.663.358,0,1.871.663.358,1
1,31/03/2024,"R$ 25,05 B","R$ 11,65 B","R$ 6,21",1.876.606.210,0,0,1.876.606.210,4.650.087,0,0,4.650.087,1.871.956.123,0,1.871.956.123,1
2,31/12/2023,"R$ 25,14 B","R$ 11,67 B","R$ 6,22",1.876.606.210,0,0,1.876.606.210,4.650.087,0,0,4.650.087,1.871.956.123,0,1.871.956.123,1
3,30/09/2023,"R$ 25,22 B","R$ 12,08 B","R$ 6,44",1.876.606.210,0,0,1.876.606.210,4.689.922,0,0,4.689.922,1.871.916.288,0,1.871.916.288,1
4,30/06/2023,"R$ 25,61 B","R$ 12,18 B","R$ 6,49",1.876.606.210,0,0,1.876.606.210,4.815.419,0,0,4.815.419,1.871.790.791,0,1.871.790.791,1
5,31/03/2023,"R$ 25,83 B","R$ 12,22 B","R$ 6,51",1.876.606.210,0,0,1.876.606.210,8.769.398,0,0,8.769.398,1.867.836.812,0,1.867.836.812,1
6,31/12/2022,"R$ 26,40 B","R$ 12,18 B","R$ 6,49",1.876.606.210,0,0,1.876.606.210,1.913.841,0,0,1.913.841,1.874.692.369,0,1.874.692.369,1
7,30/09/2022,"R$ 26,32 B","R$ 12,39 B","R$ 6,60",1.876.606.210,0,0,1.876.606.210,1.973.291,0,0,1.973.291,1.874.632.919,0,1.874.632.919,1
8,30/06/2022,"R$ 27,91 B","R$ 12,62 B","R$ 6,72",1.876.606.210,0,0,1.876.606.210,1.603.624,0,0,1.603.624,1.875.002.586,0,1.875.002.586,1
9,31/03/2022,"R$ 28,46 B","R$ 12,71 B","R$ 6,78",1.876.606.210,0,0,1.876.606.210,6.171.008,0,0,6.171.008,1.870.435.202,0,1.870.435.202,1
10,31/12/2021,"R$ 28,51 B","R$ 12,73 B","R$ 6,78",1.876.606.210,0,0,1.876.606.210,2.860.602,0,0,2.860.602,1.873.745.608,0,1.873.745.608,1
11,30/09/2021,"R$ 28,90 B","R$ 12,68 B","R$ 6,76",1.876.606.210,0,0,1.876.606.210,3.027.324,0,0,3.027.324,1.873.578.886,0,1.873.578.886,1
12,30/06/2021,"R$ 29,63 B","R$ 13,05 B","R$ 6,95",1.876.606.210,0,0,1.876.606.210,7.475.021,0,0,7.475.021,1.869.131.189,0,1.869.131.189,1
13,31/03/2021,"R$ 29,80 B","R$ 13,13 B","R$ 7,00",1.876.606.210,0,0,1.876.606.210,7.515.304,0,0,7.515.304,1.869.090.906,0,1.869.090.906,1
14,31/12/2020,"R$ 30,78 B","R$ 13,21 B","R$ 7,04",1.876.606.210,0,0,1.876.606.210,7.638.405,0,0,7.638.405,1.868.967.805,0,1.868.967.805,1
15,30/09/2020,"R$ 36,08 B","R$ 17,19 B","R$ 9,16",1.876.606.210,0,0,1.876.606.210,7.638.405,0,0,7.638.405,1.868.967.805,0,1.868.967.805,1
16,30/06/2020,"R$ 36,09 B","R$ 17,85 B","R$ 9,51",1.876.606.210,0,0,1.876.606.210,7.799.189,0,0,7.799.189,1.868.807.021,0,1.868.807.021,1
17,31/03/2020,"R$ 36,28 B","R$ 18,29 B","R$ 9,75",1.876.606.210,0,0,1.876.606.210,7.812.464,0,0,7.812.464,1.868.793.746,0,1.868.793.746,1
18,31/12/2019,"R$ 34,12 B","R$ 15,83 B","R$ 9,63",1.644.248.206,0,0,1.644.248.206,9.113.832,0,0,9.113.832,1.635.134.374,0,1.635.134.374,1
19,30/09/2019,"R$ 32,71 B","R$ 16,06 B","R$ 9,77",1.644.248.206,0,0,1.644.248.206,9.570.146,0,0,9.570.146,1.634.678.060,0,1.634.678.060,1
20,30/06/2019,"R$ 33,84 B","R$ 16,05 B","R$ 9,76",1.644.248.206,0,0,1.644.248.206,10.625.933,0,0,10.625.933,1.633.622.273,0,1.633.622.273,1
21,31/03/2019,"R$ 33,65 B","R$ 15,95 B","R$ 9,70",1.644.248.206,0,0,1.644.248.206,14.470.592,0,0,14.470.592,1.629.777.614,0,1.629.777.614,1
22,31/12/2018,"R$ 30,65 B","R$ 15,90 B","R$ 9,67",1.644.248.206,0,0,1.644.248.206,14.642.717,0,0,14.642.717,1.629.605.489,0,1.629.605.489,1
23,30/09/2018,"R$ 24,99 B","R$ 15,89 B","R$ 9,67",1.644.248.206,0,0,1.644.248.206,17.221.855,0,0,17.221.855,1.627.026.351,0,1.627.026.351,1
24,30/06/2018,"R$ 19,14 B","R$ 15,72 B","R$ 9,56",1.644.248.206,0,0,1.644.248.206,16.957.165,0,0,16.957.165,1.627.291.041,0,1.627.291.041,1
25,31/03/2018,"R$ 18,99 B","R$ 15,68 B","R$ 9,56",1.640.648.206,0,0,1.640.648.206,1.206.065,0,0,1.206.065,1.639.442.141,0,1.639.442.141,1
26,31/12/2017,"R$ 18,67 B","R$ 15,21 B","R$ 9,27",1.640.526.448,0,0,1.640.526.448,169.265,0,0,169.265,1.640.357.183,0,1.640.357.183,1
27,30/09/2017,"R$ 18,47 B","R$ 15,04 B","R$ 9,19",1.637.455.614,0,0,1.637.455.614,169.265,0,0,169.265,1.637.286.349,0,1.637.286.349,1
28,30/06/2017,"R$ 18,14 B","R$ 14,70 B","R$ 9,04",1.626.069.778,0,0,1.626.069.778,279.705,0,0,279.705,1.625.790.073,0,1.625.790.073,1
29,31/03/2017,"R$ 17,94 B","R$ 14,36 B","R$ 8,84",1.624.847.000,0,0,1.624.847.000,1.223.000,0,0,1.223.000,1.623.624.000,0,1.623.624.000,1
30,31/12/2016,"R$ 17,60 B","R$ 13,85 B","R$ 8,52",1.626.069.778,0,0,1.626.069.778,2.211.075,0,0,2.211.075,1.623.858.703,0,1.623.858.703,1
31,30/09/2016,"R$ 16,91 B","R$ 13,16 B","R$ 8,11",1.621.839.000,0,0,1.621.839.000,4.230.000,0,0,4.230.000,1.617.609.000,0,1.617.609.000,1
32,30/06/2016,"R$ 17,28 B","R$ 13,42 B","R$ 8,29",1.618.406.000,0,0,1.618.406.000,7.663.000,0,0,7.663.000,1.610.743.000,0,1.610.743.000,1
33,31/03/2016,"R$ 16,96 B","R$ 13,08 B","R$ 8,09",1.616.720.000,0,0,1.616.720.000,9.350.000,0,0,9.350.000,1.607.370.000,0,1.607.370.000,1
34,31/12/2015,"R$ 16,64 B","R$ 12,46 B","R$ 7,72",1.614.707.000,0,0,1.614.707.000,11.363.000,0,0,11.363.000,1.603.344.000,0,1.603.344.000,1
35,30/09/2015,"R$ 16,51 B","R$ 12,29 B","R$ 7,62",1.614.039.000,0,0,1.614.039.000,12.031.000,0,0,12.031.000,1.602.008.000,0,1.602.008.000,1
36,30/06/2015,"R$ 16,48 B","R$ 12,15 B","R$ 7,49",1.623.154.000,0,0,1.623.154.000,2.275.000,0,0,2.275.000,1.620.879.000,0,1.620.879.000,1
