,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"6,95%","2,87%","10,53%","4,34%","-3,67%","-1,76%","66,02%","-7,24%","13,65%","24,53%","0,24","2,05","1,05","4,54"
1,30/06/2024,"6,20%","2,64%","9,39%","4,01%","-4,24%","-2,02%","65,86%","-8,49%","12,91%","23,81%","0,24","2,06","1,06","4,71"
2,31/03/2024,"5,59%","2,40%","8,47%","3,63%","-4,55%","-2,15%","65,05%","-9,22%","11,73%","22,83%","0,23","2,15","1,15","5,35"
3,31/12/2023,"5,23%","2,39%","7,93%","3,61%","-4,05%","-1,87%","63,73%","-8,48%","12,59%","24,07%","0,22","2,15","1,15","5,11"
4,30/09/2023,"4,03%","1,77%","6,11%","2,68%","-2,41%","-1,14%","64,83%","-5,26%","9,61%","21,40%","0,22","2,09","1,09","5,89"
5,30/06/2023,"3,14%","1,44%","4,76%","2,19%","-3,23%","-1,46%","63,56%","-7,45%","8,47%","20,64%","0,20","2,10","1,10","6,58"
6,31/03/2023,"2,79%","1,26%","4,23%","1,92%","-3,63%","-1,62%","63,38%","-8,80%","7,69%","20,42%","0,18","2,11","1,11","6,77"
7,31/12/2022,"2,11%","0,95%","3,19%","1,44%","-4,16%","-1,86%","63,38%","-10,39%","5,96%","19,11%","0,18","2,17","1,17","8,31"
8,30/09/2022,"2,37%","1,13%","3,59%","1,72%","-2,05%","-0,90%","60,85%","-5,32%","7,28%","21,21%","0,17","2,12","1,12","7,70"
9,30/06/2022,"1,59%","0,78%","2,40%","1,18%","-3,21%","-1,42%","59,49%","-8,64%","5,24%","20,11%","0,16","2,21","1,21","8,82"
10,31/03/2022,"1,22%","0,59%","1,84%","0,90%","-3,13%","-1,38%","60,12%","-8,48%","3,92%","18,92%","0,16","2,24","1,24","9,08"
11,31/12/2021,"0,49%","0,24%","0,75%","0,37%","-3,70%","-1,59%","60,16%","-10,24%","1,64%","17,37%","0,16","2,24","1,24","9,99"
12,30/09/2021,"-12,73%","-5,77%","-19,28%","-8,74%","-26,61%","-12,68%","63,07%","-95,79%","-49,27%","-33,05%","0,13","2,28","1,28","-5,12"
13,30/06/2021,"-16,18%","-6,61%","-24,52%","-10,02%","-30,80%","-15,23%","63,90%","-112,97%","-57,75%","-41,79%","0,13","2,27","1,27","-4,14"
14,31/03/2021,"-17,77%","-7,59%","-26,92%","-11,49%","-32,02%","-16,14%","63,79%","-118,72%","-66,97%","-50,69%","0,14","2,27","1,27","-3,23"
15,31/12/2020,"-19,07%","-7,75%","-28,90%","-11,74%","-36,67%","-17,02%","63,05%","-110,19%","-61,43%","-45,95%","0,15","2,33","1,33","-3,32"
16,30/09/2020,"-5,82%","-2,28%","-8,81%","-3,46%","-12,17%","-5,97%","59,44%","-31,59%","-15,18%","4,16%","0,19","2,10","1,10","37,76"
17,30/06/2020,"0,59%","0,26%","0,90%","0,40%","-4,00%","-1,90%","59,19%","-9,96%","1,50%","16,62%","0,19","2,02","1,02","9,52"
18,31/03/2020,"5,12%","2,36%","7,76%","3,57%","-0,26%","-0,13%","59,20%","-0,62%","11,52%","28,22%","0,20","1,98","0,98","5,44"
19,31/12/2019,"9,31%","3,04%","14,10%","4,60%","1,48%","0,77%","60,02%","3,35%","14,47%","31,52%","0,23","2,15","1,15","5,30"
20,30/09/2019,"6,54%","3,20%","9,90%","4,85%","3,25%","2,07%","62,56%","7,36%","12,59%","28,61%","0,28","2,04","1,04","5,54"
21,30/06/2019,"10,93%","4,43%","16,56%","6,72%","5,37%","4,41%","62,88%","12,50%","15,47%","28,82%","0,35","2,11","1,11","4,21"
22,31/03/2019,"13,61%","5,29%","20,62%","8,02%","7,44%","6,14%","62,36%","17,85%","18,56%","28,31%","0,34","2,11","1,11","3,27"
23,31/12/2018,"15,42%","5,63%","23,36%","8,53%","9,23%","7,52%","62,57%","23,16%","20,54%","28,41%","0,32","1,93","0,93","3,60"
24,30/09/2018,"18,43%","6,64%","27,93%","10,06%","11,18%","9,10%","59,78%","30,63%","26,48%","34,20%","0,30","1,57","0,57","1,24"
25,30/06/2018,"20,43%","7,26%","30,95%","10,99%","12,14%","9,83%","61,08%","32,07%","28,41%","35,89%","0,31","1,22","0,22","-0,09"
26,31/03/2018,"25,45%","8,17%","38,57%","12,38%","12,98%","10,39%","61,49%","33,55%","30,09%","37,58%","0,31","1,21","0,21","-0,27"
27,31/12/2017,"28,68%","8,57%","43,45%","12,99%","13,59%","10,69%","62,11%","33,87%","30,49%","37,99%","0,32","1,23","0,23","-0,29"
28,30/09/2017,"41,33%","11,52%","62,62%","17,46%","17,96%","13,97%","65,02%","38,81%","36,26%","43,02%","0,36","1,23","0,23","-0,23"
29,30/06/2017,"26,38%","8,22%","39,97%","12,46%","13,31%","10,34%","61,06%","32,66%","30,07%","37,58%","0,32","1,23","0,23","-0,16"
30,31/03/2017,"26,21%","8,29%","39,71%","12,57%","13,45%","10,37%","60,08%","32,93%","31,10%","38,71%","0,31","1,25","0,25","-0,41"
31,31/12/2016,"36,16%","9,30%","54,79%","14,09%","14,97%","11,21%","58,88%","35,55%","34,44%","42,10%","0,32","1,27","0,27","-0,36"
32,30/09/2016,"27,37%","6,77%","41,47%","10,26%","10,49%","7,81%","54,47%","27,45%","27,66%","36,04%","0,28","1,28","0,28","-0,30"
33,30/06/2016,"37,33%","9,41%","56,56%","14,26%","14,21%","10,48%","58,67%","33,05%","34,55%","41,76%","0,32","1,29","0,29","-0,10"
34,31/03/2016,"39,70%","9,09%","60,16%","13,78%","13,75%","10,28%","58,32%","30,96%","32,50%","39,68%","0,33","1,30","0,30","0,07"
35,31/12/2015,"41,87%","8,27%","63,45%","12,53%","12,20%","9,02%","57,44%","26,52%","28,40%","35,62%","0,34","1,34","0,34","0,19"
36,30/09/2015,"38,59%","7,49%","58,46%","11,35%","12,04%","8,85%","56,37%","26,04%","26,95%","34,35%","0,34","1,34","0,34","0,21"
37,30/06/2015,"60,61%","24,24%","91,84%","36,72%","40,01%","28,58%","55,37%","24,53%","25,35%","32,97%","1,16","1,36","0,36","0,30"
38,31/03/2015,"53,57%","21,76%","81,17%","32,97%","37,86%","25,38%","55,82%","25,01%","25,99%","33,28%","1,01","1,34","0,34","0,38"
39,31/12/2014,"63,45%","21,85%","96,13%","33,11%","38,21%","24,53%","56,47%","26,51%","27,58%","34,19%","0,93","1,35","0,35","0,38"
40,30/09/2014,"58,47%","19,65%","88,58%","29,77%","34,18%","21,79%","57,49%","28,52%","30,26%","36,29%","0,76","1,36","0,36","0,99"
41,30/06/2014,"58,89%","18,23%","89,23%","27,62%","31,96%","20,18%","59,17%","32,39%","34,16%","39,13%","0,62","1,40","0,40","0,41"
42,31/03/2014,"49,24%","15,00%","74,61%","22,73%","25,73%","15,73%","56,21%","28,26%","30,28%","35,49%","0,56","1,49","0,49","0,72"
43,31/12/2013,"58,65%","13,81%","88,87%","20,93%","23,00%","13,65%","54,25%","25,62%","27,72%","33,08%","0,53","1,56","0,56","0,79"
44,30/09/2013,"36,34%","11,12%","55,06%","16,84%","18,71%","10,73%","52,15%","22,75%","25,21%","30,69%","0,47","1,57","0,57","0,98"
45,30/06/2013,"36,92%","9,87%","55,93%","14,96%","16,28%","9,37%","49,92%","20,60%","23,14%","28,84%","0,45","1,58","0,58","1,09"
46,31/03/2013,"22,58%","8,07%","34,22%","12,22%","13,43%","8,48%","48,11%","18,51%","21,14%","27,05%","0,46","1,64","0,64","1,21"
47,31/12/2012,"63,68%","8,04%","96,48%","12,18%","13,69%","6,81%","45,73%","14,37%","17,29%","23,41%","0,47","1,68","0,68","1,29"
