,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 323,76 M","- R$ 103,61 M","- R$ 23,19 M","R$ 196,96 M",154
1,31/03/2024,"R$ 268,42 M","R$ 51,32 M","- R$ 199,15 M","R$ 120,59 M",154
2,31/12/2023,"R$ 282,03 M","- R$ 68,13 M","- R$ 145,43 M","R$ 68,47 M",154
3,30/09/2023,"R$ 311,68 M","- R$ 34,23 M","- R$ 164,18 M","R$ 113,27 M",154
4,30/06/2023,"R$ 325,12 M","- R$ 72,79 M","- R$ 209,39 M","R$ 42,94 M",154
5,31/03/2023,"R$ 339,28 M","- R$ 218,24 M","- R$ 82,62 M","R$ 38,43 M",154
6,31/12/2022,"R$ 348,15 M","- R$ 137,40 M","- R$ 88,12 M","R$ 122,64 M",154
7,30/09/2022,"R$ 227,35 M","- R$ 85,48 M","- R$ 329,74 M","- R$ 187,88 M",154
8,30/06/2022,"R$ 161,11 M","- R$ 13,86 M","- R$ 252,12 M","- R$ 104,87 M",154
9,31/03/2022,"R$ 106,36 M","R$ 23,20 M","- R$ 160,75 M","- R$ 31,19 M",154
10,31/12/2021,"R$ 42,04 M","- R$ 13,78 M","- R$ 156,81 M","- R$ 128,56 M",154
11,30/09/2021,"R$ 153,19 M","- R$ 61,14 M","R$ 92,31 M","R$ 184,37 M",154
12,30/06/2021,"R$ 219,22 M","- R$ 88,59 M","R$ 57,17 M","R$ 187,80 M",154
13,31/03/2021,"R$ 245,39 M","- R$ 61,84 M","- R$ 59,01 M","R$ 124,54 M",154
14,31/12/2020,"R$ 253,96 M","R$ 13,48 M","- R$ 45,51 M","R$ 221,93 M",154
15,30/09/2020,"R$ 181,41 M","R$ 15,12 M","- R$ 11,72 M","R$ 184,81 M",154
16,30/06/2020,"R$ 116,05 M","R$ 11,42 M","- R$ 24,60 M","R$ 102,87 M",154
17,31/03/2020,"R$ 61,09 M","R$ 12,69 M","- R$ 23,83 M","R$ 49,95 M",154
