,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 706,00 mil","- R$ 3,82 M","R$ 3,34 M","- R$ 1,19 M"
1,31/03/2024,"- R$ 465,00 mil","- R$ 7,28 M","- R$ 3,47 M","- R$ 11,21 M"
2,31/12/2023,"- R$ 921,00 mil","- R$ 72,00 mil","- R$ 33,00 mil","- R$ 1,03 M"
3,30/09/2023,"R$ 2,30 M","- R$ 37,00 mil","- R$ 33,00 mil","R$ 2,23 M"
4,30/06/2023,"- R$ 231,00 mil","- R$ 2,00 mil","- R$ 7,55 M","- R$ 7,78 M"
5,31/03/2023,"R$ 3,43 M","- R$ 30,00 mil","- R$ 912,00 mil","R$ 2,49 M"
6,31/12/2022,"R$ 979,00 mil","- R$ 27,00 mil","- R$ 79,00 mil","R$ 873,00 mil"
7,30/09/2022,"R$ 2,17 M","R$ 3,00 mil","- R$ 33,00 mil","R$ 2,14 M"
8,30/06/2022,"R$ 3,94 M","- R$ 120,00 mil","- R$ 1,44 M","R$ 2,38 M"
9,31/03/2022,"R$ 534,00 mil","- R$ 120,00 mil","- R$ 45,00 mil","R$ 369,00 mil"
10,31/12/2021,"R$ 2,70 M","- R$ 254,00 mil","- R$ 38,00 mil","R$ 2,41 M"
11,30/09/2021,"R$ 2,03 M","- R$ 4,00 mil","- R$ 9,00 mil","R$ 2,02 M"
12,30/06/2021,"R$ 5,40 M","- R$ 11,00 mil","- R$ 6,28 M","- R$ 887,00 mil"
13,31/03/2021,"- R$ 430,00 mil","R$ 0,00","- R$ 12,00 mil","- R$ 442,00 mil"
14,31/12/2020,"R$ 634,00 mil","- R$ 5,00 mil","- R$ 139,00 mil","R$ 490,00 mil"
15,30/09/2020,"R$ 749,00 mil","R$ 0,00","- R$ 15,00 mil","R$ 734,00 mil"
16,30/06/2020,"R$ 847,00 mil","R$ 0,00","- R$ 13,00 mil","R$ 834,00 mil"
17,31/03/2020,"R$ 1,59 M","- R$ 14,00 mil","- R$ 12,00 mil","R$ 1,56 M"
