,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
36,30/09/2015,"-7.885,60","-191,66","0,00","2.045,20","2.651,31","R$ 1,53 B","0,00%"
37,30/06/2015,"-3.445,51","-190,61","0,00","2.179,21","2.651,31","R$ 1,53 B","0,00%"
38,31/03/2015,"-2.293,56","-191,37","0,00","-7.082,44","2.646,72","R$ 1,53 B","0,00%"
39,31/12/2014,"-1.478,07","-191,71","0,00","-4.191,25","2.651,31","R$ 1,53 B","0,00%"
40,30/09/2014,"-1.164,24","-196,43","0,00","-2.397,82","2.693,32","R$ 1,53 B","0,00%"
41,30/06/2014,"-1.088,06","-201,77","0,00","-2.112,99","2.756,41","R$ 1,53 B","0,00%"
42,31/03/2014,"-981,90","-208,79","0,00","-1.578,75","2.796,72","R$ 1,53 B","0,00%"
43,31/12/2013,"-942,58","-220,27","0,00","-1.389,47","2.838,23","R$ 1,53 B","0,00%"
44,30/09/2013,"-180,22","-17,64","0,00","-239,49","811,67","R$ 431,81 M","0,00%"
45,30/06/2013,"-189,14","-17,86","0,00","-251,64","822,49","R$ 431,81 M","0,00%"
46,31/03/2013,"-189,14","-17,86","0,00","-251,64","822,49","R$ 431,81 M","0,00%"
47,31/12/2012,"-235,57","-18,51","0,00","-340,01","841,73","R$ 431,81 M","0,00%"
48,30/09/2012,"-881,24","-19,56","0,00","-1.296,72","851,69","R$ 431,81 M","0,00%"
49,30/06/2012,"-961,71","-19,72","0,00","-1.223,25","861,89","R$ 431,81 M","0,00%"
50,31/03/2012,"-955,32","-19,90","0,00","-1.055,76","870,58","R$ 431,81 M","0,00%"
51,31/12/2011,"-920,70","-20,09","0,00","-1.084,94","888,49","R$ 431,81 M","0,00%"
52,30/09/2011,"-769,71","-20,00","0,00","2.665,47","903,36","R$ 431,81 M","0,00%"
53,30/06/2011,"-707,88","-20,14","0,00","3.296,24","922,66","R$ 431,81 M","0,00%"
54,31/03/2011,"-688,69","-20,32","0,00","5.607,88","970,35","R$ 431,81 M","0,00%"
55,31/12/2010,"-628,54","-20,54","0,00","0,00","988,12","R$ 431,81 M","0,00%"
56,30/09/2010,"-495,76","-20,54","0,00","0,00","1.233,73","R$ 431,81 M","0,00%"
57,30/06/2010,"-508,61","-20,73","0,00","0,00","1.237,27","R$ 431,81 M","0,00%"
58,31/03/2010,"-509,21","-20,94","0,00","0,00","1.237,27","R$ 431,81 M","0,00%"
59,31/12/2009,"-584,31","-21,24","0,00","0,00","1.237,27","R$ 431,81 M","0,00%"
60,30/09/2009,"-565,93","-21,42","0,00","-1.799,19","1.237,27","R$ 431,81 M","0,00%"
61,30/06/2009,"-549,37","-21,61","0,00","-2.937,46","1.266,30","R$ 431,81 M","0,00%"
62,31/03/2009,"-552,18","-21,84","0,00","431.806,80","1.292,83","R$ 431,81 M","0,00%"
63,31/12/2008,"-547,28","-22,04","0,00","431.806,80","1.292,83","R$ 431,81 M","0,00%"
64,30/09/2008,"-500,94","-22,27","0,00",NA,"5.265,94","R$ 431,81 M","0,00%"
65,30/06/2008,"-489,58","-22,49","0,00",NA,"5.265,94","R$ 431,81 M","0,00%"
66,31/03/2008,"-502,10","-22,74","0,00",NA,"5.265,94","R$ 431,81 M","0,00%"
67,31/12/2007,"-460,35","-22,96","0,00",NA,"5.465,91","R$ 431,81 M","0,00%"
68,30/09/2007,"-522,14","-23,30","0,00",NA,"5.465,91","R$ 431,81 M","0,00%"
69,30/06/2007,"-534,41","-23,57","0,00",NA,"3.062,46","R$ 431,81 M","0,00%"
70,31/03/2007,"-562,98","-23,81","0,00",NA,"3.062,46","R$ 431,81 M","0,00%"
71,31/12/2006,"-571,17","-24,17","0,00",NA,"2.127,13","R$ 431,81 M","0,00%"
72,30/09/2006,"-530,48","-24,39","0,00",NA,"2.127,13","R$ 431,81 M","0,00%"
73,30/06/2006,"-604,77","-24,66","0,00",NA,"1.593,38","R$ 431,81 M","0,00%"
74,31/03/2006,"-604,77","-24,66","0,00",NA,"1.593,38","R$ 431,81 M","0,00%"
75,31/12/2005,"-518,38","-25,24","0,00",NA,"1.312,48","R$ 431,81 M","0,00%"
76,30/09/2005,"-530,48","-25,57","0,00",NA,"1.320,51","R$ 431,81 M","0,00%"
77,30/06/2005,"-530,48","-25,93","0,00",NA,"1.101,55","R$ 431,81 M","0,00%"
78,31/03/2005,"-497,47","-26,20","0,00",NA,"968,18","R$ 431,81 M","0,00%"
79,31/12/2004,"-504,45","-26,53","0,00",NA,"920,70","R$ 431,81 M","0,00%"
80,30/09/2004,"-468,85","-26,86","0,00",NA,"824,06","R$ 431,81 M","0,00%"
81,30/06/2004,"-503,27","-27,26","0,00",NA,"840,09","R$ 431,81 M","0,00%"
82,31/03/2004,"-391,13","-27,66","0,00",NA,"861,89","R$ 431,81 M","0,00%"
83,31/12/2003,"-338,41","-28,00","0,00",NA,"775,24","R$ 431,81 M","0,00%"
84,30/09/2003,"-275,74","-28,49","0,00",NA,"408,91","R$ 431,81 M","0,00%"
85,30/06/2003,"-217,64","-28,83","0,00",NA,"387,97","R$ 431,81 M","0,00%"
86,31/03/2003,"-202,82","-29,77","0,00",NA,"186,69","R$ 431,81 M","0,00%"
87,31/12/2002,"-182,58","-30,53","0,00",NA,"186,28","R$ 431,81 M","0,00%"
88,30/09/2002,"-9,77","-31,78","0,00",NA,"186,12","R$ 431,81 M","0,00%"
89,30/06/2002,"-9,91","-33,23","28.787,12",NA,"180,98","R$ 431,81 M","0,00%"
90,31/03/2002,"-9,77","-34,80","28.787,12",NA,"178,29","R$ 431,81 M","0,00%"
91,31/12/2001,"-9,61","-36,21","28.787,12",NA,"217,75","R$ 431,81 M","0,00%"
92,31/03/2001,"-6,33","103,24","-222,61",NA,"7,16","R$ 371,99 M","0,00%"
93,31/12/2000,"-4,94","75,45","181,63",NA,"7,87","R$ 371,99 M","0,00%"
94,30/09/2000,"-1,86","9,69","-31,83",NA,"2,94","R$ 371,99 M","0,00%"
95,30/06/2000,"-1,67","8,52","143,68",NA,"1,78","R$ 371,99 M","0,00%"
96,31/03/2000,"-20,87","5,97","93,49",NA,"1,68","R$ 371,99 M","0,00%"
