,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 176,72 M","- R$ 152,90 M","- R$ 6,10 M","R$ 17,20 M"
1,31/03/2024,"R$ 153,38 M","- R$ 61,70 M","- R$ 129,23 M","- R$ 33,54 M"
2,31/12/2023,"R$ 143,92 M","- R$ 132,58 M","- R$ 135,43 M","- R$ 117,86 M"
3,30/09/2023,"R$ 156,85 M","- R$ 17,40 M","- R$ 210,01 M","- R$ 63,21 M"
4,30/06/2023,"R$ 329,02 M","- R$ 175,90 M","- R$ 215,13 M","- R$ 54,99 M"
5,31/03/2023,"R$ 482,56 M","- R$ 287,73 M","- R$ 260,50 M","- R$ 73,22 M"
6,31/12/2022,"R$ 525,35 M","- R$ 280,46 M","- R$ 236,86 M","R$ 15,46 M"
7,30/09/2022,"R$ 528,97 M","- R$ 477,63 M","- R$ 116,00 M","- R$ 62,58 M"
8,30/06/2022,"R$ 508,02 M","- R$ 330,57 M","- R$ 175,22 M","R$ 3,14 M"
9,31/03/2022,"R$ 324,72 M","- R$ 285,94 M","- R$ 70,20 M","- R$ 12,93 M"
10,31/12/2021,"R$ 397,94 M","- R$ 247,54 M","- R$ 51,82 M","R$ 94,53 M"
11,30/09/2021,"R$ 405,65 M","- R$ 134,29 M","- R$ 161,09 M","R$ 110,79 M"
12,30/06/2021,"R$ 339,39 M","- R$ 112,05 M","- R$ 178,51 M","R$ 52,82 M"
13,31/03/2021,"R$ 481,20 M","- R$ 106,22 M","- R$ 185,82 M","R$ 183,90 M"
14,31/12/2020,"R$ 352,01 M","- R$ 76,36 M","- R$ 212,28 M","R$ 55,27 M"
15,30/09/2020,"R$ 309,21 M","- R$ 88,01 M","- R$ 175,33 M","R$ 34,68 M"
16,30/06/2020,"R$ 283,28 M","- R$ 76,40 M","- R$ 104,58 M","R$ 92,26 M"
17,31/03/2020,"R$ 157,92 M","- R$ 73,63 M","- R$ 41,36 M","R$ 34,81 M"
18,31/12/2019,"R$ 108,79 M","- R$ 67,02 M","- R$ 32,57 M","R$ 9,20 M"
19,30/09/2019,"R$ 68,49 M","- R$ 30,33 M","- R$ 23,12 M","R$ 15,04 M"
20,30/06/2019,"R$ 30,49 M","- R$ 26,68 M","R$ 5,09 M","R$ 8,90 M"
21,31/03/2019,"R$ 17,00 mil","- R$ 17,86 M","R$ 24,73 M","R$ 6,88 M"
22,31/12/2018,"R$ 32,01 M","- R$ 19,00 M","R$ 7,07 M","R$ 20,09 M"
23,30/09/2018,"R$ 46,20 M","- R$ 15,77 M","- R$ 25,64 M","R$ 4,80 M"
24,30/06/2018,"R$ 72,28 M","- R$ 8,90 M","- R$ 68,08 M","- R$ 4,70 M"
25,31/03/2018,"R$ 93,23 M","- R$ 16,74 M","- R$ 74,52 M","R$ 1,98 M"
26,31/12/2017,"R$ 33,82 M","- R$ 20,78 M","- R$ 33,08 M","- R$ 20,03 M"
27,30/09/2017,"R$ 2,93 M","- R$ 30,58 M","R$ 10,83 M","- R$ 16,82 M"
28,30/06/2017,"- R$ 12,69 M","- R$ 36,80 M","R$ 38,38 M","- R$ 11,10 M"
29,31/03/2017,"- R$ 17,11 M","- R$ 22,68 M","R$ 29,78 M","- R$ 10,02 M"
30,31/12/2016,"R$ 36,28 M","- R$ 12,25 M","- R$ 57,63 M","- R$ 33,60 M"
31,30/09/2016,"R$ 111,70 M","- R$ 9,69 M","- R$ 135,96 M","- R$ 33,95 M"
32,30/06/2016,"R$ 130,95 M","- R$ 22,20 M","- R$ 173,68 M","- R$ 64,93 M"
33,31/03/2016,"R$ 168,82 M","- R$ 34,84 M","- R$ 169,06 M","- R$ 35,08 M"
34,31/12/2015,"R$ 79,19 M","- R$ 25,62 M","- R$ 97,79 M","- R$ 44,22 M"
35,30/09/2015,"R$ 65,79 M","- R$ 73,65 M","- R$ 145,01 M","- R$ 152,87 M"
36,30/06/2015,"R$ 53,18 M","- R$ 59,16 M","- R$ 192,60 M","- R$ 198,58 M"
37,31/03/2015,"R$ 3,50 M","- R$ 58,84 M","- R$ 109,52 M","- R$ 164,85 M"
38,31/12/2014,"R$ 51,51 M","- R$ 71,19 M","- R$ 156,91 M","- R$ 176,58 M"
39,30/09/2014,"R$ 29,30 M","- R$ 24,48 M","- R$ 122,41 M","- R$ 117,59 M"
40,30/06/2014,"R$ 44,19 M","- R$ 21,55 M","- R$ 73,65 M","- R$ 51,00 M"
41,31/03/2014,"R$ 114,36 M","- R$ 19,96 M","- R$ 108,93 M","- R$ 14,53 M"
42,31/12/2013,"R$ 191,31 M","- R$ 28,25 M","- R$ 62,72 M","R$ 100,34 M"
43,30/09/2013,"R$ 209,04 M","- R$ 43,97 M","- R$ 24,66 M","R$ 140,54 M"
44,30/06/2013,"R$ 192,52 M","- R$ 53,49 M","R$ 63,77 M","R$ 202,94 M"
45,31/03/2013,"R$ 154,31 M","- R$ 86,08 M","- R$ 7,01 M","R$ 61,36 M"
46,31/12/2012,"R$ 60,88 M","- R$ 95,87 M","R$ 53,41 M","R$ 18,56 M"
47,30/09/2012,"R$ 18,17 M","- R$ 77,15 M","R$ 72,49 M","R$ 17,84 M"
48,30/06/2012,"R$ 6,63 M","- R$ 78,21 M","R$ 18,90 M","- R$ 48,36 M"
49,31/03/2012,"- R$ 8,65 M","- R$ 54,57 M","R$ 41,94 M","- R$ 16,96 M"
50,31/12/2011,"R$ 45,35 M","- R$ 48,24 M","- R$ 23,43 M","- R$ 21,99 M"
51,30/09/2011,"R$ 26,29 M","- R$ 24,04 M","- R$ 4,55 M","- R$ 2,31 M"
