,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"7,05%","7,58%","10,68%","11,49%","9,72%","3,61%","37,18%","7,90%","17,62%","28,61%","0,46","2,78","1,78","2,53"
1,30/06/2024,"7,06%","7,69%","10,70%","11,65%","11,90%","4,04%","39,83%","9,71%","20,49%","30,17%","0,42","2,80","1,80","2,27"
2,31/03/2024,"12,23%","13,02%","18,54%","19,73%","28,81%","9,53%","41,24%","21,71%","31,72%","40,07%","0,44","2,64","1,64","1,77"
3,31/12/2023,"15,54%","16,68%","23,54%","25,27%","34,08%","10,91%","43,07%","24,05%","34,59%","41,65%","0,45","2,71","1,71","1,72"
4,30/09/2023,"19,43%","20,83%","29,44%","31,56%","42,47%","17,08%","46,85%","28,58%","40,73%","47,26%","0,60","2,69","1,69","1,50"
5,30/06/2023,"20,17%","21,59%","30,56%","32,71%","47,76%","18,75%","46,90%","29,87%","41,51%","47,84%","0,63","2,95","1,95","1,88"
6,31/03/2023,"18,26%","19,45%","27,67%","29,47%","33,01%","14,47%","47,57%","20,71%","33,25%","39,45%","0,70","3,02","2,02","2,02"
7,31/12/2022,"19,67%","21,04%","29,81%","31,87%","39,50%","15,99%","47,91%","22,42%","34,38%","40,49%","0,71","3,12","2,12","1,55"
8,30/09/2022,"22,38%","23,96%","33,92%","36,30%","37,27%","16,98%","46,29%","21,01%","33,21%","39,31%","0,81","2,49","1,49","1,50"
9,30/06/2022,"22,56%","23,99%","34,18%","36,35%","40,97%","18,11%","44,91%","21,25%","31,80%","37,66%","0,85","2,55","1,55","1,68"
10,31/03/2022,"22,01%","23,43%","33,35%","35,50%","40,43%","17,94%","42,39%","20,56%","30,26%","35,95%","0,87","2,28","1,28","1,42"
11,31/12/2021,"20,59%","21,79%","31,19%","33,01%","36,29%","15,73%","39,36%","17,77%","27,14%","32,90%","0,89","2,47","1,47","1,63"
12,30/09/2021,"17,14%","18,35%","25,97%","27,80%","33,30%","14,03%","37,45%","17,26%","24,80%","30,77%","0,81","2,19","1,19","1,30"
13,30/06/2021,"16,40%","17,92%","24,85%","27,16%","49,72%","11,72%","34,55%","14,02%","21,71%","28,20%","0,84","2,26","1,26","1,62"
14,31/03/2021,"11,90%","12,95%","18,03%","19,62%","37,09%","8,41%","32,92%","11,44%","18,84%","25,95%","0,74","2,25","1,25","1,91"
15,31/12/2020,"9,17%","9,99%","13,89%","15,13%","27,57%","5,87%","31,60%","9,01%","16,08%","23,58%","0,65","2,31","1,31","2,20"
16,30/09/2020,"8,25%","9,33%","12,50%","14,14%","19,13%","3,54%","30,83%","5,89%","16,48%","28,40%","0,60","2,37","1,37","2,01"
17,30/06/2020,"12,89%","14,32%","19,53%","21,69%","-8,91%","-1,84%","31,03%","-2,86%","23,66%","35,97%","0,64","4,24","3,24","1,99"
18,31/03/2020,"11,98%","13,29%","18,15%","20,14%","-17,84%","-3,70%","29,83%","-5,92%","22,53%","35,29%","0,62","4,41","3,41","2,27"
19,31/12/2019,"12,32%","13,51%","18,67%","20,47%","-25,74%","-5,21%","29,86%","-8,86%","22,82%","36,42%","0,59","4,69","3,69","2,31"
20,30/09/2019,"9,74%","10,66%","14,76%","16,15%","-30,32%","-6,26%","25,50%","-9,60%","16,69%","24,67%","0,65","5,40","4,40","3,34"
21,30/06/2019,"6,40%","7,16%","9,70%","10,85%","-5,28%","-1,07%","26,89%","-1,67%","11,82%","19,74%","0,64","4,85","3,85","3,84"
22,31/03/2019,"7,01%","7,97%","10,62%","12,07%","0,57%","0,13%","28,29%","0,20%","13,36%","20,99%","0,62","4,83","3,83","3,73"
23,31/12/2018,"6,67%","7,51%","10,11%","11,38%","0,88%","0,20%","28,21%","0,32%","12,63%","20,01%","0,62","4,94","3,94","3,71"
24,30/09/2018,"2,61%","2,78%","3,95%","4,22%","-17,05%","-4,88%","27,02%","-8,28%","5,44%","16,23%","0,59","4,84","3,84","4,84"
25,30/06/2018,"1,34%","1,40%","2,03%","2,12%","-21,84%","-6,07%","26,97%","-10,59%","2,92%","14,18%","0,57","4,95","3,95","5,85"
26,31/03/2018,"0,95%","0,99%","1,44%","1,51%","-22,49%","-6,18%","27,96%","-11,17%","2,15%","13,36%","0,55","4,53","3,53","5,92"
27,31/12/2017,"0,29%","0,30%","0,44%","0,46%","-24,30%","-6,44%","26,29%","-12,59%","0,67%","11,79%","0,51","4,41","3,41","6,86"
28,30/09/2017,"3,57%","3,78%","5,41%","5,72%","-3,27%","-0,87%","28,85%","-1,80%","8,72%","16,46%","0,48","3,50","2,50","5,49"
29,30/06/2017,"3,09%","3,33%","4,69%","5,05%","-5,45%","-1,60%","26,82%","-3,14%","7,53%","15,58%","0,51","3,60","2,60","6,46"
30,31/03/2017,"3,24%","3,42%","4,91%","5,19%","-5,47%","-1,46%","25,51%","-2,98%","8,16%","23,43%","0,49","3,64","2,64","4,51"
31,31/12/2016,"3,77%","3,98%","5,72%","6,03%","-2,72%","-0,65%","27,13%","-1,39%","9,26%","25,33%","0,47","3,77","2,77","4,13"
32,30/09/2016,"3,53%","3,71%","5,35%","5,62%","-5,53%","-1,34%","26,02%","-2,90%","8,86%","25,31%","0,46","3,76","2,76","4,07"
33,30/06/2016,"4,32%","4,72%","6,54%","7,16%","-2,51%","-0,75%","27,97%","-1,54%","10,85%","27,67%","0,49","3,41","2,41","3,37"
