,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 29,65 M","- R$ 72,38 M","R$ 41,34 M","- R$ 1,39 M"
1,31/03/2024,"- R$ 67,64 M","- R$ 140,46 M","R$ 199,55 M","- R$ 8,54 M"
2,31/12/2023,"- R$ 111,82 M","R$ 162,64 M","- R$ 28,76 M","R$ 22,06 M"
3,30/09/2023,"- R$ 194,62 M","R$ 45,14 M","R$ 132,21 M","- R$ 17,27 M"
4,30/06/2023,"R$ 21,19 M","- R$ 21,54 M","R$ 1,61 M","R$ 1,26 M"
5,31/03/2023,"R$ 33,86 M","R$ 5,77 M","- R$ 40,10 M","- R$ 470,00 mil"
6,31/12/2022,"- R$ 117,42 M","R$ 79,68 M","R$ 54,51 M","R$ 16,77 M"
7,30/09/2022,"R$ 25,60 M","R$ 37,46 M","- R$ 61,98 M","R$ 1,09 M"
8,30/06/2022,"R$ 96,39 M","R$ 14,37 M","- R$ 98,19 M","R$ 12,57 M"
9,31/03/2022,"R$ 75,44 M","- R$ 54,99 M","- R$ 22,82 M","- R$ 2,36 M"
10,31/12/2021,"R$ 40,41 M","R$ 184,09 M","- R$ 222,56 M","R$ 1,93 M"
11,30/09/2021,"- R$ 122,90 M","- R$ 641,55 M","- R$ 25,30 M","- R$ 789,75 M"
12,30/06/2021,"- R$ 8,16 M","R$ 11,51 M","- R$ 22,52 M","- R$ 19,17 M"
13,31/03/2021,"- R$ 67,49 M","- R$ 4,00 M","- R$ 16,62 M","- R$ 88,11 M"
14,31/12/2020,"R$ 18,76 M","- R$ 180,65 M","R$ 49,46 M","- R$ 112,44 M"
15,30/09/2020,"- R$ 6,56 M","- R$ 3,87 M","R$ 984,94 M","R$ 974,51 M"
16,30/06/2020,"R$ 3,62 M","- R$ 1,08 M","- R$ 13,62 M","- R$ 11,08 M"
17,31/03/2020,"- R$ 24,01 M","R$ 11,25 M","- R$ 4,54 M","- R$ 17,30 M"
18,31/12/2019,NA,NA,NA,NA
