,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 9,57 B","R$ 2,50 B","R$ 1,67",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
1,31/03/2024,"R$ 8,98 B","R$ 2,24 B","R$ 1,49",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
2,31/12/2023,"R$ 9,02 B","R$ 1,95 B","R$ 1,30",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
3,30/09/2023,"R$ 9,49 B","R$ 2,56 B","R$ 1,70",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
4,30/06/2023,"R$ 8,75 B","R$ 2,39 B","R$ 1,59",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
5,31/03/2023,"R$ 8,56 B","R$ 2,29 B","R$ 1,52",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
6,31/12/2022,"R$ 8,43 B","R$ 2,18 B","R$ 1,45",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
7,30/09/2022,"R$ 8,09 B","R$ 2,44 B","R$ 1,63",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
8,30/06/2022,"R$ 8,20 B","R$ 2,29 B","R$ 1,53",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
9,31/03/2022,"R$ 8,45 B","R$ 2,02 B","R$ 1,34",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
10,31/12/2021,"R$ 9,16 B","R$ 2,11 B","R$ 1,40",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
11,30/09/2021,"R$ 9,07 B","R$ 2,51 B","R$ 1,67",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
12,30/06/2021,"R$ 7,92 B","R$ 2,00 B","R$ 1,33",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
13,31/03/2021,"R$ 7,71 B","R$ 2,20 B","R$ 1,46",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
14,31/12/2020,"R$ 7,10 B","R$ 1,93 B","R$ 1,28",1.028.701.000,474.085.000,474.085.000,1.502.786.000,0,0,0,0,1.028.701.000,474.085.000,1.502.786.000
