,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 17/09/2024,"7,75","1,76","3,29","8,21","0,60","R$ 11,96 B","9,98%",233
1,30/06/2024,"7,85","1,79","3,33","8,31","0,61","R$ 12,17 B","8,00%",233
2,31/03/2024,"8,98","1,73","3,58","8,27","0,62","R$ 12,24 B","6,13%",233
3,31/12/2023,"8,67","1,77","3,53","15,67","0,61","R$ 11,91 B","6,51%",233
4,30/09/2023,"13,45","1,84","4,76","14,04","0,63","R$ 12,27 B","9,53%",233
5,30/06/2023,"13,38","1,86","5,32","12,38","0,66","R$ 12,48 B","10,89%",233
6,31/03/2023,"9,77","1,92","4,96","10,65","0,68","R$ 12,45 B","17,11%",233
7,31/12/2022,"8,91","1,96","4,93","6,42","0,75","R$ 12,87 B","16,52%",233
8,30/09/2022,"7,34","1,95","4,81","7,15","0,76","R$ 13,62 B","13,48%",233
9,30/06/2022,"7,15","2,08","4,51","8,25","0,82","R$ 14,91 B","8,89%",233
10,31/03/2022,"6,30","1,93","4,16","8,36","0,80","R$ 14,15 B","12,82%",233
11,31/12/2021,"5,84","1,93","3,72","8,92","0,81","R$ 12,94 B","12,01%",233
12,30/09/2021,"5,13","1,88","3,32","10,86","0,81","R$ 12,95 B","11,92%",233
13,30/06/2021,"5,14","2,14","3,48","12,54","0,90","R$ 13,68 B","13,39%",233
14,31/03/2021,"5,68","2,09","3,64","23,05","0,92","R$ 13,79 B","12,11%",233
15,31/12/2020,"4,67","1,75","2,97","20,41","0,75","R$ 10,59 B","10,47%",233
16,30/09/2020,"6,52","1,82","3,73","19,53","0,76","R$ 10,52 B","7,91%",233
17,30/06/2020,"7,37","1,82","3,99","18,81","0,73","R$ 9,84 B","5,60%",233
18,31/03/2020,"7,71","1,75","4,34","11,72","0,75","R$ 9,28 B","7,05%",233
19,31/12/2019,"9,93","2,02","5,54","11,11","0,89","R$ 10,02 B","6,54%",233
20,30/09/2019,"8,89","1,95","5,22","10,80","0,91","R$ 9,73 B","5,55%",233
21,30/06/2019,"10,22","2,16","6,21","10,45","1,01","R$ 10,17 B","6,66%",233
22,31/03/2019,"9,47","2,00","5,76","8,76","1,04","R$ 9,05 B","9,06%",233
23,31/12/2018,"8,92","2,09","5,85","7,98","1,11","R$ 8,93 B","10,04%",233
24,30/09/2018,"8,55","1,93","6,10","6,59","0,98","R$ 8,31 B","8,74%",233
25,30/06/2018,"8,74","1,69","5,98","5,32","0,91","R$ 7,27 B","8,99%",233
26,31/03/2018,"10,83","1,58","6,78","5,05","0,87","R$ 7,09 B","8,24%",233
27,31/12/2017,"12,05","1,80","7,25","5,30","0,97","R$ 7,57 B","7,79%",233
28,30/09/2017,"13,05","1,70","7,13","4,60","0,86","R$ 7,15 B","8,45%",233
29,30/06/2017,"12,26","1,96","7,10","5,00","0,98","R$ 8,19 B","8,95%",233
30,31/03/2017,"10,21","1,83","6,27","5,14","0,95","R$ 10,04 B","9,48%",233
31,31/12/2016,"9,59","1,92","5,94","5,12","0,98","R$ 10,04 B","9,48%",233
32,30/09/2016,"8,38","1,92","5,33","5,19","0,94","R$ 10,04 B","9,48%",233
33,30/06/2016,"8,91","1,93","5,38","5,36","0,96","R$ 9,84 B","9,48%",233
34,31/03/2016,"8,60","1,79","5,15","5,07","0,92","R$ 9,84 B","9,48%",233
35,31/12/2015,"9,09","1,89","5,36","4,91","0,93","R$ 9,84 B","9,48%",233
36,30/09/2015,"10,12","1,94","5,78","4,75","0,91","R$ 9,84 B","9,48%",233
