,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 911,11 M","R$ 567,19 M","R$ 646,53 M","- R$ 5,29 M","R$ 649,99 M","R$ 403,14 M","R$ 0,39",233
1,31/03/2024,"R$ 731,32 M","R$ 612,17 M","R$ 710,77 M","- R$ 4,63 M","R$ 715,39 M","R$ 374,03 M","R$ 0,36",233
2,31/12/2023,"R$ 1,30 B","R$ 665,46 M","R$ 714,36 M","- R$ 5,13 M","R$ 719,49 M","R$ 481,69 M","R$ 0,47",233
3,30/09/2023,"R$ 686,47 M","R$ 431,06 M","R$ 420,28 M","- R$ 3,77 M","R$ 424,05 M","R$ 278,94 M","R$ 0,27",233
4,30/06/2023,"R$ 678,50 M","R$ 438,31 M","R$ 470,72 M","- R$ 3,79 M","R$ 474,61 M","R$ 220,33 M","R$ 0,21",233
5,31/03/2023,"R$ 692,92 M","R$ 586,47 M","R$ 729,62 M","- R$ 5,24 M","R$ 734,86 M","R$ 386,77 M","R$ 0,37",233
6,31/12/2022,"R$ 509,36 M","R$ 312,26 M","R$ 224,07 M","- R$ 5,25 M","R$ 229,32 M","R$ 22,82 M","R$ 0,02",233
7,30/09/2022,"R$ 463,79 M","R$ 325,95 M","R$ 396,80 M","- R$ 5,78 M","R$ 402,58 M","R$ 302,45 M","R$ 0,29",233
8,30/06/2022,"R$ 847,72 M","R$ 753,92 M","R$ 925,13 M","- R$ 7,09 M","R$ 932,22 M","R$ 564,02 M","R$ 0,55",233
9,31/03/2022,"R$ 795,65 M","R$ 725,94 M","R$ 895,29 M","- R$ 6,86 M","R$ 902,15 M","R$ 559,92 M","R$ 0,54",233
10,31/12/2021,"R$ 716,96 M","R$ 591,54 M","R$ 689,95 M","- R$ 6,14 M","R$ 696,09 M","R$ 423,08 M","R$ 0,41",233
11,30/09/2021,"R$ 942,32 M","R$ 747,30 M","R$ 856,21 M","- R$ 6,02 M","R$ 862,23 M","R$ 536,89 M","R$ 0,52",233
12,30/06/2021,"R$ 904,32 M","R$ 772,82 M","R$ 1,02 B","- R$ 5,81 M","R$ 1,02 B","R$ 697,90 M","R$ 0,68",233
13,31/03/2021,"R$ 908,45 M","R$ 711,40 M","R$ 874,04 M","- R$ 4,69 M","R$ 878,73 M","R$ 555,85 M","R$ 0,54",233
14,31/12/2020,"R$ 1,17 B","R$ 881,46 M","R$ 1,19 B","- R$ 3,18 M","R$ 1,20 B","R$ 828,98 M","R$ 0,80",233
15,30/09/2020,"R$ 941,22 M","R$ 687,47 M","R$ 860,98 M","- R$ 4,61 M","R$ 865,60 M","R$ 631,91 M","R$ 0,61",233
16,30/06/2020,"R$ 755,65 M","R$ 473,29 M","R$ 561,83 M","- R$ 4,05 M","R$ 565,87 M","R$ 437,85 M","R$ 0,42",233
17,31/03/2020,"R$ 690,42 M","R$ 471,09 M","R$ 579,57 M","- R$ 3,45 M","R$ 583,01 M","R$ 364,19 M","R$ 0,35",233
18,31/12/2019,"R$ 427,46 M","R$ 216,01 M","R$ 279,21 M","- R$ 2,83 M","R$ 282,03 M","R$ 177,47 M","R$ 0,17",233
19,30/09/2019,"R$ 597,75 M","R$ 404,65 M","R$ 452,57 M","- R$ 3,79 M","R$ 456,36 M","R$ 357,61 M","R$ 0,35",233
20,30/06/2019,"R$ 427,50 M","R$ 339,22 M","R$ 419,09 M","- R$ 3,20 M","R$ 422,29 M","R$ 307,20 M","R$ 0,30",233
21,31/03/2019,"R$ 342,25 M","R$ 261,07 M","R$ 254,13 M","- R$ 3,39 M","R$ 257,52 M","R$ 159,58 M","R$ 0,15",233
22,31/12/2018,"R$ 564,12 M","R$ 365,42 M","R$ 401,45 M","- R$ 1,66 M","R$ 403,11 M","R$ 327,06 M","R$ 0,32",233
23,30/09/2018,"R$ 403,18 M","R$ 322,31 M","R$ 369,79 M","- R$ 1,66 M","R$ 371,45 M","R$ 267,72 M","R$ 0,26",233
24,30/06/2018,"R$ 351,24 M","R$ 303,50 M","R$ 344,48 M","- R$ 1,60 M","R$ 346,08 M","R$ 259,25 M","R$ 0,25",233
25,31/03/2018,"R$ 316,71 M","R$ 281,65 M","R$ 314,13 M","- R$ 1,48 M","R$ 315,61 M","R$ 217,28 M","R$ 0,21",233
26,31/12/2017,"R$ 360,57 M","R$ 273,71 M","R$ 341,16 M","- R$ 1,35 M","R$ 342,52 M","R$ 277,56 M","R$ 0,27",233
27,30/09/2017,"R$ 214,90 M","R$ 167,66 M","R$ 148,41 M","- R$ 949,00 mil","R$ 149,36 M","R$ 97,33 M","R$ 0,09",233
28,30/06/2017,"R$ 169,27 M","R$ 143,58 M","R$ 117,58 M","- R$ 809,00 mil","R$ 118,39 M","R$ 72,03 M","R$ 0,07",233
29,31/03/2017,"R$ 332,32 M","R$ 294,34 M","R$ 319,10 M","- R$ 815,00 mil","R$ 319,92 M","R$ 201,37 M","R$ 0,19",233
30,31/12/2016,"R$ 298,13 M","R$ 234,69 M","R$ 258,60 M","- R$ 829,00 mil","R$ 259,43 M","R$ 183,62 M","R$ 0,18",233
31,30/09/2016,"R$ 364,61 M","R$ 314,78 M","R$ 351,32 M","- R$ 706,00 mil","R$ 352,02 M","R$ 217,56 M","R$ 0,21",233
32,30/06/2016,"R$ 323,36 M","R$ 302,00 M","R$ 319,85 M","- R$ 640,00 mil","R$ 320,49 M","R$ 207,21 M","R$ 0,20",233
33,31/03/2016,"R$ 404,97 M","R$ 390,41 M","R$ 441,46 M","- R$ 1,15 M","R$ 442,61 M","R$ 253,69 M","R$ 0,25",233
34,31/12/2015,"R$ 459,51 M","R$ 425,75 M","R$ 466,62 M","- R$ 521,00 mil","R$ 467,14 M","R$ 307,98 M","R$ 0,30",233
35,30/09/2015,"R$ 348,24 M","R$ 310,99 M","R$ 312,59 M","- R$ 428,00 mil","R$ 313,01 M","R$ 158,99 M","R$ 0,15",233
36,30/06/2015,"R$ 392,19 M","R$ 366,59 M","R$ 401,53 M","- R$ 389,00 mil","R$ 401,92 M","R$ 240,52 M","R$ 0,23",233
37,31/03/2015,"R$ 342,53 M","R$ 320,65 M","R$ 356,81 M","- R$ 405,00 mil","R$ 357,22 M","R$ 201,93 M","R$ 0,20",233
38,31/12/2014,"R$ 346,44 M","R$ 288,09 M","R$ 303,90 M","- R$ 365,00 mil","R$ 304,27 M","R$ 215,64 M","R$ 0,21",233
39,30/09/2014,"R$ 622,10 M","R$ 579,39 M","R$ 742,36 M","- R$ 345,00 mil","R$ 742,71 M","R$ 497,62 M","R$ 0,48",233
40,30/06/2014,"R$ 259,73 M","R$ 227,62 M","R$ 231,92 M","- R$ 349,00 mil","R$ 232,27 M","R$ 80,08 M","R$ 0,08",233
41,31/03/2014,"R$ 267,54 M","R$ 229,82 M","R$ 237,36 M","- R$ 386,00 mil","R$ 237,75 M","R$ 111,51 M","R$ 0,11",233
42,31/12/2013,"R$ 309,18 M","R$ 234,16 M","R$ 233,19 M","- R$ 311,00 mil","R$ 233,50 M","R$ 141,36 M","R$ 0,14",233
43,30/09/2013,"R$ 612,04 M","R$ 567,03 M","R$ 694,44 M","- R$ 514,00 mil","R$ 694,96 M","R$ 477,95 M","R$ 0,46",233
