,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"10,46%","11,97%","15,85%","18,13%","25,07%","8,59%","62,14%","42,41%","69,38%","69,89%","0,20","2,90","1,90","3,27"
1,30/06/2024,"9,68%","11,11%","14,67%","16,83%","23,03%","8,19%","62,62%","42,44%","68,57%","69,09%","0,19","2,93","1,93","3,61"
2,31/03/2024,"9,03%","10,33%","13,68%","15,65%","20,88%","7,35%","63,14%","39,85%","68,11%","68,62%","0,18","2,78","1,78","3,72"
3,31/12/2023,"9,81%","11,30%","14,87%","17,11%","20,82%","7,90%","63,10%","40,68%","69,45%","69,99%","0,19","2,91","1,91","3,57"
4,30/09/2023,"7,65%","8,78%","11,59%","13,31%","13,08%","5,09%","68,87%","35,40%","71,86%","72,56%","0,14","2,92","1,92","4,51"
5,30/06/2023,"7,50%","8,62%","11,36%","13,06%","13,03%","5,11%","70,93%","39,77%","77,68%","78,53%","0,13","2,81","1,81","4,40"
6,31/03/2023,"9,72%","11,14%","14,73%","16,88%","17,61%","7,34%","78,71%","50,76%","90,53%","91,45%","0,14","2,84","1,84","3,62"
7,31/12/2022,"10,78%","12,30%","16,33%","18,63%","21,68%","9,12%","80,95%","55,39%","93,30%","94,26%","0,16","2,63","1,63","2,87"
8,30/09/2022,"13,01%","14,81%","19,71%","22,43%","26,70%","11,48%","84,89%","65,49%","102,94%","103,86%","0,18","2,57","1,57","2,36"
9,30/06/2022,"15,70%","17,83%","23,80%","27,02%","32,67%","13,72%","85,35%","63,10%","101,94%","102,73%","0,22","2,55","1,55","2,00"
10,31/03/2022,"16,83%","18,96%","25,51%","28,73%","33,61%","14,76%","84,47%","66,02%","102,90%","103,63%","0,22","2,40","1,40","1,79"
11,31/12/2021,"17,81%","19,92%","26,99%","30,18%","36,74%","15,69%","81,31%","63,76%","98,94%","99,59%","0,25","2,38","1,38","1,86"
12,30/09/2021,"21,74%","24,02%","32,94%","36,39%","44,05%","18,32%","79,20%","64,75%","98,35%","98,85%","0,28","2,33","1,33","1,56"
