,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_fcf,preco_ativo_total,preco_ebit,preco_capital_giro,ev_ebit,ev_ebitda,preco_ncav,ev_receita_liquida,ev_fcf,ev_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 08/11/2024,"0,01","-0,01","0,15","-0,26","-0,26","0,03","-0,03","-0,03","-0,40","-0,40","0,00","2,07","-3,53","0,44","R$ 17,44 M","0,00%"
1,30/09/2024,"0,01","-0,01","0,15","-0,26","-0,26","0,03","-0,03","-0,03","-0,40","-0,40","0,00","2,07","-3,53","0,44","R$ 17,44 M","0,00%"
2,30/06/2024,"0,01","0,00","0,17","-0,23","-0,23","0,02","-0,03","-0,02","-0,39","-0,39","0,00","2,56","-3,40","0,35","R$ 14,78 M","0,00%"
3,31/03/2024,"0,01","-0,01","0,18","-0,34","-0,33","0,03","-0,03","-0,03","-0,39","-0,39","0,00","2,18","-3,97","0,31","R$ 17,11 M","0,00%"
4,31/12/2023,"0,02","-0,01","0,28","-0,46","-0,45","0,04","-0,05","-0,05","-0,38","-0,38","-0,01","2,22","-3,61","0,30","R$ 25,67 M","0,00%"
5,30/09/2023,"-0,01","0,00","0,06","-0,19","-0,18","0,01","-0,29","0,00","-46,88","-48,10","0,00","10,24","-29,79","1,32","R$ 8,60 M","0,00%"
6,30/06/2023,"-0,02","0,00","0,17","-0,77","-0,73","0,02","2,85","-0,01","202,63","182,08","0,00","11,99","-51,98","1,20","R$ 18,65 M","0,00%"
7,31/03/2023,"-0,06","0,00","0,18","-1,53","-1,32","0,02","-48,39","-0,01","-2.983,84","4.323,52","0,00","10,81","-81,46","1,12","R$ 20,61 M","0,00%"
8,31/12/2022,"-20,41","-0,33","13,42","384,00","797,05","1,36","-26,48","-0,64","-46,11","-46,68","-0,19","23,37","1.387,86","2,37","R$ 1,60 B","0,00%"
9,30/09/2022,"0,05","-0,01","0,19","-2,60","-2,26","0,03","-0,12","-0,01","-4,30","-4,31","0,00","6,84","-79,97","0,97","R$ 33,12 M","0,00%"
10,30/06/2022,"0,07","-0,01","0,20","-32,11","-18,99","0,05","-0,23","-0,02","-4,61","-4,62","-0,01","4,02","-382,44","0,94","R$ 57,26 M","0,00%"
11,31/03/2022,"0,53","-0,01","0,21","28,67","28,67","0,06","-0,20","-0,03","-3,07","-3,08","-0,01","3,24","439,13","0,92","R$ 73,53 M","0,00%"
12,31/12/2021,"-0,61","-0,02","0,18","3,17","3,17","0,06","-0,22","-0,04","-3,17","-3,17","-0,01","2,58","45,28","0,88","R$ 78,02 M","0,00%"
13,30/09/2021,"-0,27","-0,02","0,27","1,96","1,97","0,08","-0,45","-0,04","-4,79","-4,83","-0,01","2,89","21,12","0,82","R$ 107,78 M","0,00%"
14,30/06/2021,"-0,28","-0,03","0,55","2,65","2,66","0,11","-0,44","-0,06","-3,62","-3,65","-0,02","4,49","21,67","0,87","R$ 165,59 M","0,00%"
15,31/03/2021,"-0,11","-0,01","0,22","0,88","0,88","0,03","-0,17","-0,02","-3,68","-3,71","-0,01","4,81","19,02","0,74","R$ 56,46 M","0,00%"
16,31/12/2020,"-0,10","-0,01","0,22","1,13","1,14","0,03","-0,16","-0,02","-4,34","-4,38","0,00","5,77","30,35","0,69","R$ 45,17 M","0,00%"
17,30/09/2020,"-0,04","-0,01","0,14","0,58","0,58","0,02","-0,07","-0,01","-3,96","-3,99","0,00","7,84","32,67","0,91","R$ 29,04 M","0,00%"
18,30/06/2020,"-0,04","-0,01","0,17","0,96","0,96","0,02","-0,11","-0,01","-5,19","-5,23","0,00","8,12","45,92","0,91","R$ 34,60 M","0,00%"
19,31/03/2020,"-0,03","-0,01","0,12","0,42","0,43","0,01","-0,07","-0,01","-4,15","-4,19","0,00","7,43","26,08","0,87","R$ 26,62 M","0,00%"
20,31/12/2019,"-0,03","-0,01","0,10","0,23","0,23","0,02","-0,07","-0,01","-3,46","-3,49","0,00","5,26","12,12","0,82","R$ 30,57 M","0,00%"
21,30/09/2019,"-0,06","-0,01","0,32","0,31","0,31","0,02","-0,18","-0,02","-6,80","-7,21","0,00","12,37","11,97","0,75","R$ 41,30 M","0,00%"
22,30/06/2019,"-0,07","-0,01","0,28","0,18","0,18","0,02","-0,19","-0,02","-5,97","-6,27","-0,01","8,86","5,79","0,72","R$ 49,20 M","0,00%"
23,31/03/2019,"-0,05","-0,01","0,14","0,16","0,16","0,02","-0,12","-0,02","-4,45","-4,82","0,00","5,51","6,17","0,66","R$ 40,09 M","0,00%"
24,31/12/2018,"-0,70","-0,15","2,76","2,85","2,85","0,24","-1,46","-0,35","-5,12","-6,14","-0,07","9,69","9,99","0,84","R$ 588,88 M","0,00%"
25,30/09/2018,"0,15","-0,02","0,18","0,48","0,48","0,04","-0,05","-0,05","-0,98","-1,02","-0,01","3,21","8,58","0,63","R$ 87,93 M","0,00%"
26,30/06/2018,"0,16","-0,02","0,15","0,50","0,50","0,02","-0,04","-0,04","-0,89","-0,93","-0,01","3,64","12,43","0,59","R$ 61,31 M","0,00%"
27,31/03/2018,"0,45","-0,02","0,21","0,56","0,56","0,03","-0,05","-0,06","-0,83","-0,86","-0,01","3,77","10,25","0,54","R$ 84,12 M","0,00%"
28,31/12/2017,"0,45","-0,02","0,17","0,31","0,31","0,03","-0,04","-0,06","-0,83","-0,85","-0,01","3,22","5,86","0,50","R$ 78,71 M","0,00%"
29,30/09/2017,"-0,03","-0,03","0,32","-0,18","-0,18","0,03","-0,04","-0,03","-1,10","-1,12","-0,01","8,84","-5,08","0,82","R$ 115,11 M","0,00%"
30,30/06/2017,"-0,02","-0,03","0,41","-0,16","-0,15","0,03","-0,02","-0,03","-0,71","-0,72","-0,01","11,69","-4,45","0,75","R$ 107,24 M","0,00%"
31,31/03/2017,"-0,02","-0,03","0,48","-0,27","-0,27","0,02","-0,02","-0,03","-0,64","-0,65","-0,01","12,89","-7,25","0,65","R$ 107,24 M","0,00%"
32,31/12/2016,"-0,02","-0,03","0,43","-0,33","-0,33","0,02","-0,02","-0,03","-0,63","-0,64","-0,01","11,68","-8,84","0,62","R$ 107,24 M","0,00%"
33,30/09/2016,"-0,02","-0,11","0,35","0,10","0,10","0,01","-0,03","-0,09","-0,71","-0,79","-0,01","9,74","2,69","0,41","R$ 107,24 M","0,00%"
34,30/06/2016,"-0,04","0,19","0,16","0,20","0,20","0,02","-0,05","-0,07","-1,08","-1,27","-0,01","3,22","4,03","0,34","R$ 151,51 M","0,00%"
35,31/03/2016,"-0,06","0,12","0,14","0,31","0,31","0,02","-0,08","-0,10","-1,36","-1,66","-0,02","2,44","5,57","0,31","R$ 178,08 M","0,00%"
36,31/12/2015,"-0,76","1,08","1,15","2,73","2,72","0,19","-0,98","-1,22","-2,40","-2,98","-0,20","2,80","6,63","0,47","R$ 2,10 B","0,00%"
37,30/09/2015,"-5,27","1,38","1,91","34,34","35,51","0,40","-21,29","-66,21","-35,02","-45,29","-0,56","3,14","58,40","0,66","R$ 5,36 B","0,00%"
38,30/06/2015,"-0,90","0,17","0,21","0,96","0,98","0,05","-16,46","0,85","-87,25","342,59","-0,07","1,13","5,17","0,25","R$ 713,29 M","0,00%"
39,31/03/2015,"-0,92","0,16","0,17","1,11","1,13","0,04","8,63","0,27","58,14","31,79","-0,07","1,13","7,61","0,28","R$ 635,17 M","0,00%"
