,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 19,66 M","- R$ 1,14 M","R$ 5,14 M","- R$ 15,66 M"
1,31/03/2024,"- R$ 9,82 M","- R$ 282,00 mil","R$ 5,03 M","- R$ 5,07 M"
2,31/12/2023,"- R$ 18,44 M","- R$ 201,00 mil","R$ 7,07 M","- R$ 11,57 M"
3,30/09/2023,"- R$ 15,55 M","- R$ 240,00 mil","R$ 4,98 M","- R$ 10,81 M"
4,30/06/2023,"- R$ 7,01 M","- R$ 529,00 mil","- R$ 46,00 mil","- R$ 7,59 M"
5,31/03/2023,"- R$ 15,12 M","- R$ 899,00 mil","R$ 6,90 M","- R$ 9,12 M"
6,31/12/2022,"- R$ 8,45 M","- R$ 297,00 mil","R$ 13,76 M","R$ 5,02 M"
7,30/09/2022,"R$ 6,21 M","- R$ 1,57 M","- R$ 1,23 M","R$ 3,41 M"
8,30/06/2022,"R$ 3,92 M","- R$ 1,67 M","- R$ 10,39 M","- R$ 8,14 M"
9,31/03/2022,"R$ 2,49 M","R$ 6,90 M","- R$ 2,83 M","R$ 6,55 M"
10,31/12/2021,"- R$ 25,34 M","- R$ 914,00 mil","- R$ 8,26 M","- R$ 34,52 M"
11,30/09/2021,"R$ 17,15 M","- R$ 2,15 M","- R$ 19,41 M","- R$ 4,42 M"
12,30/06/2021,"R$ 8,27 M","R$ 2,29 M","- R$ 6,48 M","R$ 4,09 M"
13,31/03/2021,"R$ 24,57 M","- R$ 215,00 mil","- R$ 13,91 M","R$ 10,44 M"
14,31/12/2020,"R$ 4,95 M","- R$ 617,00 mil","- R$ 12,50 M","- R$ 8,17 M"
15,30/09/2020,"R$ 24,74 M","- R$ 3,68 M","- R$ 7,97 M","R$ 13,09 M"
16,30/06/2020,"R$ 10,25 M","- R$ 1,05 M","- R$ 5,24 M","R$ 3,96 M"
17,31/03/2020,"- R$ 99,00 mil","- R$ 1,14 M","- R$ 9,70 M","- R$ 10,94 M"
18,31/12/2019,"R$ 15,14 M","- R$ 931,00 mil","- R$ 28,82 M","- R$ 14,62 M"
19,30/09/2019,"R$ 10,88 M","R$ 2,79 M","- R$ 17,91 M","- R$ 4,23 M"
20,30/06/2019,"R$ 37,84 M","- R$ 2,92 M","- R$ 34,77 M","R$ 154,00 mil"
21,31/03/2019,"R$ 68,09 M","R$ 2,42 M","- R$ 68,73 M","R$ 1,77 M"
22,31/12/2018,"R$ 17,73 M","R$ 58,17 M","- R$ 113,56 M","- R$ 37,67 M"
23,30/09/2018,"R$ 150,52 M","R$ 1,72 M","- R$ 142,40 M","R$ 9,83 M"
24,30/06/2018,"R$ 11,15 M","- R$ 4,33 M","- R$ 6,14 M","R$ 681,00 mil"
25,31/03/2018,"R$ 27,55 M","R$ 2,39 M","- R$ 19,29 M","R$ 10,64 M"
26,31/12/2017,"- R$ 6,91 M","- R$ 1,53 M","- R$ 7,77 M","- R$ 16,21 M"
27,30/09/2017,"R$ 151,74 M","- R$ 64,51 M","- R$ 108,78 M","- R$ 21,55 M"
28,30/06/2017,"- R$ 22,84 M","R$ 43,62 M","- R$ 11,54 M","R$ 9,24 M"
29,31/03/2017,"R$ 130,49 M","- R$ 39,06 M","- R$ 119,10 M","- R$ 27,67 M"
30,31/12/2016,"- R$ 882,09 M","R$ 1,11 B","- R$ 265,88 M","- R$ 33,63 M"
31,30/09/2016,"R$ 82,92 M","- R$ 26,09 M","- R$ 92,84 M","- R$ 36,02 M"
32,30/06/2016,"R$ 268,80 M","- R$ 90,09 M","- R$ 280,63 M","- R$ 101,92 M"
33,31/03/2016,"R$ 204,69 M","R$ 20,40 M","- R$ 456,64 M","- R$ 231,55 M"
34,31/12/2015,"R$ 553,33 M","R$ 122,14 M","- R$ 538,39 M","R$ 137,07 M"
35,30/09/2015,"- R$ 187,77 M","R$ 91,08 M","- R$ 586,09 M","- R$ 682,77 M"
36,30/06/2015,"R$ 42,05 M","R$ 32,54 M","R$ 242,18 M","R$ 316,76 M"
37,31/03/2015,"R$ 361,07 M","R$ 4,53 M","- R$ 576,84 M","- R$ 211,23 M"
38,31/12/2014,"R$ 195,47 M","R$ 23,75 M","- R$ 171,90 M","R$ 47,33 M"
39,30/09/2014,"R$ 155,88 M","- R$ 24,56 M","R$ 23,48 M","R$ 154,80 M"
40,30/06/2014,"- R$ 133,14 M","- R$ 37,12 M","R$ 20,95 M","- R$ 149,31 M"
41,31/03/2014,"- R$ 142,19 M","- R$ 52,03 M","- R$ 123,79 M","- R$ 318,01 M"
42,31/12/2013,"R$ 171,83 M","- R$ 62,86 M","- R$ 324,18 M","- R$ 215,22 M"
43,30/09/2013,"- R$ 260,00 M","- R$ 70,27 M","R$ 53,61 M","- R$ 276,66 M"
44,30/06/2013,"- R$ 955,58 M","R$ 53,77 M","R$ 870,55 M","- R$ 31,26 M"
45,31/03/2013,"R$ 315,40 M","- R$ 110,83 M","- R$ 134,92 M","R$ 69,65 M"
46,31/12/2012,"- R$ 254,21 M","- R$ 111,91 M","R$ 331,35 M","- R$ 34,77 M"
47,30/09/2012,"- R$ 606,29 M","R$ 56,94 M","R$ 411,71 M","- R$ 137,64 M"
48,30/06/2012,"- R$ 351,00 M","R$ 5,14 M","R$ 609,03 M","R$ 263,17 M"
49,31/03/2012,"- R$ 111,09 M","- R$ 81,23 M","R$ 223,84 M","R$ 31,52 M"
50,31/12/2011,"- R$ 387,57 M","- R$ 13,66 M","R$ 581,96 M","R$ 180,73 M"
51,30/09/2011,"- R$ 1,95 M","- R$ 90,96 M","R$ 72,37 M","- R$ 20,54 M"
52,30/06/2011,"R$ 147,98 M","- R$ 62,77 M","- R$ 222,72 M","- R$ 137,51 M"
53,31/03/2011,"- R$ 304,91 M","- R$ 11,11 M","R$ 206,66 M","- R$ 109,36 M"
