,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"10,41%","9,88%","15,78%","14,96%","6,27%","1,84%","31,68%","1,32%","4,64%","8,78%","1,40","3,24","2,24","1,21"
1,30/06/2024,"9,37%","9,28%","14,19%","14,06%","4,47%","1,18%","31,65%","0,85%","4,33%","8,67%","1,39","3,25","2,25","1,33"
2,31/03/2024,"8,36%","8,34%","12,67%","12,63%","2,76%","0,75%","31,68%","0,55%","4,03%","8,60%","1,36","3,37","2,37","1,38"
3,31/12/2023,"7,38%","7,29%","11,19%","11,04%","0,01%","0,00%","31,65%","0,00%","3,69%","8,40%","1,30","3,39","2,39","1,27"
4,30/09/2023,"9,86%","9,75%","14,93%","14,77%","6,23%","1,74%","31,86%","1,28%","4,40%","9,21%","1,37","3,40","2,40","1,20"
5,30/06/2023,NA,NA,NA,NA,NA,NA,"31,85%","0,82%","5,54%","10,26%",NA,"3,77","2,77","1,27"
6,31/03/2023,NA,NA,NA,NA,NA,NA,"31,95%","1,80%","6,05%","10,50%",NA,"3,70","2,70","1,34"
7,31/12/2022,NA,NA,NA,NA,NA,NA,"32,11%","2,87%","6,93%","11,15%",NA,"3,68","2,68","1,38"
8,30/09/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,57","2,57","-62,21"
9,30/06/2022,"9,96%","9,61%","15,09%","14,56%","6,26%","2,25%","32,19%","1,62%","4,53%","8,48%","1,39","2,97","1,97","0,97"
10,31/03/2022,"10,51%","10,11%","15,92%","15,32%","7,27%","2,50%","32,06%","1,86%","4,62%","8,47%","1,34","3,07","2,07","0,91"
11,31/12/2021,"11,56%","11,07%","17,52%","16,77%","8,47%","2,86%","32,15%","2,18%","4,97%","8,67%","1,31","3,14","2,14","0,82"
12,30/09/2021,"10,56%","10,17%","16,01%","15,41%","9,89%","3,19%","32,08%","2,44%","5,34%","8,89%","1,31","2,87","1,87","0,68"
13,30/06/2021,"14,62%","13,87%","22,15%","21,02%","18,33%","3,97%","31,82%","2,63%","5,54%","9,02%","1,51","2,79","1,79","0,63"
14,31/03/2021,"7,27%","12,14%","11,02%","18,40%","12,67%","2,71%","31,30%","1,88%","5,08%","8,70%","1,44","2,91","1,91","0,59"
15,31/12/2020,"6,70%","11,53%","10,15%","17,46%","9,37%","2,00%","30,92%","1,40%","4,69%","8,35%","1,43","2,96","1,96","0,51"
16,30/09/2020,"6,11%","10,53%","9,26%","15,95%","6,37%","1,39%","31,00%","0,97%","4,48%","8,24%","1,43","3,10","2,10","1,34"
17,30/06/2020,"5,95%","10,37%","9,01%","15,71%","6,54%","1,38%","31,17%","0,98%","4,53%","8,38%","1,41","4,62","3,62","1,60"
18,31/03/2020,"5,25%","9,28%","7,96%","14,06%","3,96%","0,82%","31,39%","0,60%","4,01%","7,87%","1,37","4,68","3,68","1,73"
19,31/12/2019,"7,49%","7,63%","11,34%","11,56%","-0,67%","-0,21%","31,42%","-0,11%","3,36%","7,30%","1,90","4,69","3,69","1,74"
20,30/09/2019,"7,89%","7,81%","11,95%","11,84%","5,29%","1,71%","32,67%","0,92%","3,80%","7,20%","1,87","4,59","3,59","1,88"
