,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 674,82 M","R$ 304,97 M","R$ 60,11 M","- R$ 18,91 M","R$ 79,02 M","R$ 50,50 M","R$ 8,14",329
1,31/03/2024,"R$ 657,43 M","R$ 289,60 M","R$ 55,65 M","- R$ 18,74 M","R$ 74,39 M","R$ 43,72 M","R$ 7,05",329
2,31/12/2023,"R$ 667,93 M","R$ 285,73 M","R$ 67,70 M","- R$ 18,10 M","R$ 85,79 M","R$ 42,16 M","R$ 6,79",329
3,30/09/2023,"R$ 626,99 M","R$ 254,00 M","R$ 64,51 M","- R$ 17,72 M","R$ 82,23 M","R$ 38,39 M","R$ 6,19",329
4,30/06/2023,"R$ 638,85 M","R$ 246,41 M","R$ 55,76 M","- R$ 17,11 M","R$ 72,88 M","R$ 28,48 M","R$ 4,59",329
5,31/03/2023,"R$ 625,37 M","R$ 226,29 M","R$ 36,11 M","- R$ 16,53 M","R$ 52,64 M","R$ 6,04 M","R$ 0,97",329
6,31/12/2022,"R$ 612,58 M","R$ 218,05 M","R$ 18,48 M","- R$ 16,04 M","R$ 34,52 M","- R$ 21,15 M","- R$ 3,41",329
7,30/09/2022,"R$ 614,18 M","R$ 218,62 M","R$ 24,53 M","- R$ 15,47 M","R$ 39,99 M","- R$ 15,34 M","- R$ 2,47",329
8,30/06/2022,"R$ 597,64 M","R$ 220,41 M","R$ 30,48 M","- R$ 14,93 M","R$ 45,41 M","R$ 3,68 M","R$ 0,59",329
9,31/03/2022,"R$ 584,93 M","R$ 232,80 M","R$ 52,55 M","- R$ 14,12 M","R$ 66,67 M","R$ 31,07 M","R$ 5,01",329
10,31/12/2021,"R$ 549,68 M","R$ 222,88 M","R$ 67,13 M","- R$ 13,39 M","R$ 80,52 M","R$ 57,49 M","R$ 9,26",329
11,30/09/2021,"R$ 498,69 M","R$ 207,28 M","R$ 52,10 M","- R$ 12,58 M","R$ 64,68 M","R$ 53,01 M","R$ 8,54",329
12,30/06/2021,"R$ 471,84 M","R$ 198,74 M","R$ 102,85 M","- R$ 11,92 M","R$ 114,77 M","R$ 96,31 M","R$ 15,52",329
13,31/03/2021,"R$ 402,50 M","R$ 163,93 M","R$ 81,45 M","- R$ 11,61 M","R$ 93,06 M","R$ 75,64 M","R$ 12,19",329
14,31/12/2020,"R$ 380,17 M","R$ 153,19 M","R$ 83,91 M","- R$ 11,46 M","R$ 95,37 M","R$ 80,51 M","R$ 12,97",329
15,30/09/2020,"R$ 364,06 M","R$ 144,12 M","R$ 101,00 M","- R$ 11,52 M","R$ 112,53 M","R$ 135,08 M","R$ 21,77",329
16,30/06/2020,"R$ 328,82 M","R$ 125,37 M","R$ 39,58 M","- R$ 11,45 M","R$ 51,02 M","R$ 44,66 M","R$ 7,20",329
17,31/03/2020,"R$ 349,59 M","R$ 136,04 M","R$ 43,24 M","- R$ 12,85 M","R$ 56,09 M","R$ 21,55 M","R$ 3,47",329
18,31/12/2019,"R$ 337,31 M","R$ 136,42 M","R$ 34,71 M","- R$ 11,18 M","R$ 45,89 M","- R$ 12,43 M","- R$ 2,00",329
19,30/09/2019,"R$ 323,45 M","R$ 133,83 M","R$ 36,62 M","- R$ 10,44 M","R$ 47,05 M","- R$ 80,56 M","- R$ 12,98",329
20,30/06/2019,"R$ 328,11 M","R$ 137,88 M","R$ 40,28 M","- R$ 9,74 M","R$ 50,02 M","- R$ 71,06 M","- R$ 11,45",329
21,31/03/2019,"R$ 318,85 M","R$ 137,64 M","R$ 51,21 M","- R$ 7,71 M","R$ 58,92 M","- R$ 52,77 M","- R$ 8,50",329
