,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 4,71 B","R$ 1,48 B","R$ 162,10 M","- R$ 204,01 M","R$ 366,11 M","R$ 91,34 M","R$ 0,61",177
1,31/03/2024,"R$ 4,66 B","R$ 1,46 B","R$ 179,30 M","- R$ 202,02 M","R$ 381,32 M","R$ 108,24 M","R$ 0,72",177
2,31/12/2023,"R$ 4,46 B","R$ 1,38 B","R$ 166,57 M","- R$ 200,15 M","R$ 366,73 M","R$ 92,91 M","R$ 0,62",177
3,30/09/2023,"R$ 4,32 B","R$ 1,34 B","R$ 156,71 M","- R$ 191,51 M","R$ 348,22 M","R$ 88,02 M","R$ 0,59",177
4,30/06/2023,"R$ 4,21 B","R$ 1,31 B","R$ 148,42 M","- R$ 190,35 M","R$ 338,77 M","R$ 82,62 M","R$ 0,55",177
5,31/03/2023,"R$ 4,12 B","R$ 1,28 B","R$ 149,01 M","- R$ 188,16 M","R$ 337,16 M","R$ 83,95 M","R$ 0,56",177
6,31/12/2022,"R$ 3,99 B","R$ 1,24 B","R$ 137,29 M","- R$ 184,57 M","R$ 321,85 M","R$ 86,35 M","R$ 0,57",177
7,30/09/2022,"R$ 3,80 B","R$ 1,18 B","R$ 126,88 M","- R$ 184,65 M","R$ 311,52 M","R$ 85,41 M","R$ 0,57",177
8,30/06/2022,"R$ 3,58 B","R$ 1,11 B","R$ 117,10 M","- R$ 176,83 M","R$ 293,93 M","R$ 82,82 M","R$ 0,55",177
9,31/03/2022,"R$ 3,37 B","R$ 1,03 B","R$ 102,26 M","- R$ 167,72 M","R$ 269,98 M","R$ 79,75 M","R$ 0,53",177
10,31/12/2021,"R$ 3,23 B","R$ 988,60 M","R$ 101,53 M","- R$ 157,94 M","R$ 259,47 M","R$ 79,43 M","R$ 0,53",177
11,30/09/2021,"R$ 3,14 B","R$ 951,61 M","R$ 102,17 M","- R$ 147,70 M","R$ 249,87 M","R$ 78,91 M","R$ 0,52",177
12,30/06/2021,"R$ 3,03 B","R$ 915,70 M","R$ 102,72 M","- R$ 137,27 M","R$ 239,99 M","R$ 78,80 M","R$ 0,52",177
13,31/03/2021,"R$ 2,88 B","R$ 857,00 M","R$ 89,06 M","- R$ 127,14 M","R$ 216,20 M","R$ 61,91 M","R$ 0,41",177
14,31/12/2020,"R$ 2,82 B","R$ 823,70 M","R$ 92,16 M","- R$ 117,73 M","R$ 209,89 M","R$ 56,15 M","R$ 0,37",177
15,30/09/2020,"R$ 2,76 B","R$ 810,21 M","R$ 92,93 M","- R$ 110,18 M","R$ 203,11 M","R$ 56,14 M","R$ 0,37",177
16,30/06/2020,"R$ 2,75 B","R$ 807,64 M","R$ 102,66 M","- R$ 103,96 M","R$ 206,62 M","R$ 62,34 M","R$ 0,46",177
17,31/03/2020,"R$ 2,78 B","R$ 822,16 M","R$ 123,77 M","- R$ 98,71 M","R$ 222,48 M","R$ 77,89 M","R$ 0,57",177
18,31/12/2019,"R$ 2,72 B","R$ 808,91 M","R$ 119,77 M","- R$ 95,53 M","R$ 215,30 M","R$ 76,76 M","R$ 17,00",177
19,30/09/2019,"R$ 2,64 B","R$ 785,51 M","R$ 126,82 M","- R$ 78,03 M","R$ 204,85 M","R$ 79,92 M","R$ 17,70",177
20,30/06/2019,"R$ 2,45 B","R$ 762,79 M","R$ 123,09 M","- R$ 61,12 M","R$ 184,20 M","R$ 78,96 M","R$ 17,49",177
21,31/03/2019,"R$ 2,50 B","R$ 737,69 M","R$ 115,93 M","- R$ 45,02 M","R$ 160,96 M","R$ 75,71 M","R$ 16,67",177
22,31/12/2018,"R$ 2,43 B","R$ 715,99 M","R$ 111,62 M","- R$ 28,16 M","R$ 139,78 M","R$ 74,98 M","R$ 16,51",177
